"Game Code","Attendance","Duration"
0140052220080906,84476,213
0141014720080906,76000,181
0164069020080906,17194,198
0201030120080906,60131,189
0204041620080906,71789,186
0207015720080906,46417,187
0231031220080906,70585,162
0244074220080906,66233,181
0255006720080906,40106,185
0288052120080906,45001,202
0294029520080906,15013,194
0331031120080906,49805,184
0366032820080906,48621,186
0388079620080906,80396,185
0392041920080906,22605,164
0414041820080906,106724,179
0415023520080906,90833,182
0428007120080906,23184,191
0433074920080906,31986,213
0440032720080906,45241,184
0454030620080906,30123,176
0465073220080906,45587,190
0469072520080906,25762,174
0485033420080906,69118,184
0502055920080906,51476,192
0503077420080906,26262,190
0508005120080906,36258,178
0509019320080906,23614,182
0519051820080906,105002,180
0528053920080906,108159,190
0574040420080906,28351,209
0575074620080906,51007,188
0626051320080906,80795,219
0630046320080906,84146,190
0651012820080906,46805,219
0654043420080906,62305,181
0655043020080906,41938,181
0664003720080906,87451,206
0670066320080906,22218,184
0674002820080906,59441,184
0676069820080906,27074,190
0692036720080906,38694,183
0697047320080906,28007,188
0699003020080906,21741,189
0700046620080906,24453,202
0703070420080906,53415,209
0709002920080906,50939,174
0718000820080906,92138,184
0719049720080906,22785,192
0721081120080906,23168,168
0731052920080906,58060,197
0758027720080906,39446,207
0768019620080906,43610,174
0769023420080906,73024,318
0772020220080906,18500,174
0786049020080906,56694,195
0457058720080911,42502,200
0006049820080912,9717,179
0328065120080912,58755,211
0754005120080912,25595,201
0009069420080913,98205,178
0017071620080913,22105,190
0029047320080913,32337,196
0037043020080913,52911,196
0047000520080913,9013,189
0048041420080913,13833,180
0071006620080913,32335,182
0107039220080913,49527,205
0110007720080913,64153,182
0129051920080913,18268,185
0178033120080913,8529,173
0196071820080913,27189,190
0229041620080913,70321,185
0255074220080913,66233,189
0257064820080913,83704,210
0277052820080913,45059,191
0311031220080913,70585,187
0404038820080913,27349,205
0418051320080913,80795,183
0419033420080913,68612,200
0440042820080913,43929,202
0465002820080913,59852,184
0466043420080913,54202,206
0472046320080913,84821,194
0490014720080913,76500,180
0493081120080913,19156,169
0497036520080913,91602,174
0518065720080913,93607,185
0522075620080913,67716,195
0529055920080913,54666,230
0539068820080913,45795,199
0574073620080913,37370,183
0625043320080913,52780,171
0626063020080913,19854,188
0659050920080913,19062,176
0663070020080913,53383,215
0664003020080913,25938,190
0669052120080913,43388,181
0671030120080913,58632,200
0674069820080913,25531,200
0690008620080913,18333,191
0693023420080913,71596,190
0709020420080913,16860,179
0721028820080913,2546,199
0726019320080913,25082,190
0732073120080913,19061,189
0746016420080913,40000,171
0772000820080913,92138,171
0774029520080913,15003,184
0796009620080913,42387,188
0327036720080917,42208,207
0768015720080918,51883,203
0051016420080919,38870,187
0005072520080920,27040,173
0007000920080920,26414,166
0008003120080920,72315,177
0029011020080920,65434,180
0047030620080920,41349,192
0066052920080920,58713,200
0086043420080920,65566,186
0096070920080920,20096,245
0128006720080920,41267,189
0129055920080920,57101,200
0196049020080920,57583,200
0204039220080920,48023,173
0229042820080920,41003,177
0235069420080920,106138,191
0257002820080920,72955,197
0288015620080920,21539,178
0295073120080920,10154,177
0305050320080920,20936,150
0311046520080920,25567,194
0312054520080920,50321,188
0331067120080920,18241,199
0365003720080920,87451,197
0388066420080920,28178,191
0400070020080920,53190,190
0414014020080920,31629,167
0415069720080920,84165,208
0419003020080920,24256,175
0430025520080920,48402,192
0454077220080920,22297,179
0472070420080920,42930,191
0473071920080920,30000,174
0483040420080920,22167,161
0498071820080920,23419,181
0500068820080920,34694,178
0513041620080920,76366,193
0519050920080920,22069,191
0550075420080920,23920,222
0574070320080920,97201,199
0587072620080920,37821,182
0624032820080920,51767,189
0630067420080920,33293,165
0647014720080920,78000,185
0651023120080920,16717,212
0655036620080920,17623,225
0690053920080920,105106,187
0692077420080920,19768,167
0698066320080920,30923,183
0716051820080920,102989,175
0732072120080920,36952,170
0736043320080920,51281,192
0742045720080920,59800,188
0749023420080920,79235,204
0811007720080920,64059,195
2915064820080920,76599,154
0657052820080925,42839,205
0663071820080925,25643,200
0164036720080926,42523,195
0008025720080927,92746,190
0009064820080927,78286,187
0030040420080927,26376,191
0031070320080927,97833,188
0071081120080927,17411,182
0086012920080927,21032,170
0096011020080927,73963,210
0128070420080927,33339,211
0140000520080927,16927,210
0156010720080927,63970,185
0157023420080927,46716,219
0231070920080927,19004,180
0288019620080927,43641,199
0295062620080927,21401,199
0301053920080927,109626,189
0331004720080927,20437,185
0388076820080927,60154,193
0392014720080927,81500,185
0416030620080927,31832,220
0428051820080927,105175,182
0430036520080927,92710,186
0433023520080927,90106,205
0446058720080927,42411,178
0457041520080927,35830,195
0466046520080927,33078,200
0473047220080927,30343,197
0497057420080927,16885,209
0503020420080927,17159,190
0509031220080927,70585,192
0529075420080927,30927,194
0545068820080927,27549,180
0559051320080927,80795,201
0572006720080927,32628,170
0630027720080927,40571,200
0651049020080927,57583,205
0671032720080927,45558,198
0674075620080927,61968,193
0694003720080927,87451,190
0698052220080927,85158,196
0716052120080927,52463,196
0725069720080927,84090,175
0726074920080927,33173,192
0741051920080927,19938,187
0742046320080927,85831,201
0746019320080927,25527,193
0758073220080927,45117,175
0772033420080927,70731,174
0774069020080927,17624,177
0796041820080927,109833,210
1004071920080927,20646,180
0229041920080930,25766,188
0366006620081001,32071,195
0404000920081002,19901,213
0528073220081002,45599,190
0545065120081002,50307,215
0077073120081003,23101,189
0140038820081003,29237,187
0005033120081004,18536,218
0017047220081004,11374,159
0028010720081004,58302,191
0037073620081004,38773,185
0047070920081004,18009,166
0067049020081004,55652,210
0164045720081004,59500,185
0193025520081004,46104,176
0204007120081004,16217,177
0231049720081004,16781,202
0234041520081004,65786,230
0235003120081004,70072,180
0277009620081004,40572,207
0301041820081004,109750,210
0306042820081004,40511,180
0312041620081004,77526,178
0328031120081004,47847,196
0334000820081004,92138,213
0392074620081004,50727,175
0434046320081004,85372,191
0465015620081004,19703,192
0466029520081004,15013,200
0503069420081004,99539,178
0518079620081004,81608,175
0519077420081004,20133,181
0522005120081004,37145,192
0529065720081004,82765,200
0539055920081004,57215,169
0574071920081004,24926,218
0587076820081004,59122,192
0626069820081004,30620,195
0648043320081004,54628,197
0663012820081004,43147,197
0671049820081004,21929,194
0674051320081004,80795,203
0690041420081004,17295,193
0697052120081004,51147,195
0700032720081004,43614,213
0703015720081004,53927,204
0704066420081004,28788,204
0725071820081004,23794,178
0726072120081004,46339,180
0754011020081004,65469,179
0756002920081004,55624,173
0772074220081004,66233,175
0811047320081004,28752,169
0716022920081007,17191,199
0009028820081009,18526,206
0147074920081009,33988,190
0367040420081010,40248,216
0028065720081011,84956,202
0029067420081011,30689,165
0031003720081011,85782,188
0047077220081011,16319,162
0066066420081011,30912,180
0071000520081011,17119,195
0110052920081011,58728,214
0128041520081011,40011,200
0157032820081011,49566,183
0196074620081011,52398,188
0204072520081011,27096,174
0295009620081011,37015,207
0311005120081011,30548,187
0312030620081011,33428,193
0327069720081011,78669,187
0365023520081011,90684,210
0366027720081011,40246,206
0414050320081011,17444,182
0416050920081011,32527,197
0419023120081011,15108,183
0428030120081011,62870,194
0463070020081011,53449,187
0472046620081011,12475,211
0473007720081011,64105,156
0498003020081011,22745,207
0513045720081011,60500,215
0519033120081011,16825,192
0521043420081011,68349,208
0539079620081011,81524,190
0559051820081011,105378,181
0587014020081011,32370,180
0648033420081011,70822,191
0671049720081011,17106,193
0688076820081011,58133,179
0690012920081011,22114,184
0694025720081011,92746,209
0698015620081011,27130,180
0703052220081011,92182,206
0709041820081011,107267,198
0718070420081011,33121,166
0719066320081011,15324,186
0721062620081011,43630,178
0731063020081011,20318,194
0732081120081011,17123,180
0736043020081011,43619,180
0754052820081011,45289,203
0774008620081011,15025,215
1092025520081011,41929,171
0077069820081016,36180,191
0234049020081016,56643,190
0277006620081017,32342,194
0005020420081018,17055,186
0030067120081018,23684,195
0031033420081018,70534,212
0051052120081018,50080,176
0107002920081018,48372,206
0156073220081018,44793,185
0164058720081018,42491,187
0229077220081018,14171,168
0231071620081018,19316,210
0255014720081018,81500,188
0288066320081018,18972,196
0295036620081018,12400,208
0306030120081018,62870,179
0327015720081018,52099,203
0328052220081018,85241,240
0365064820081018,82477,204
0388000920081018,17868,175
0404019620081018,41216,179
0414007120081018,15411,209
0415019320081018,32011,220
0418053920081018,110017,193
0419036720081018,38319,193
0430069420081018,98239,177
0433000820081018,92138,190
0434070320081018,98383,189
0457074620081018,52342,189
0463031120081018,48794,187
0497049820081018,10388,191
0518041620081018,77360,188
0528075620081018,63996,178
0545072620081018,37970,180
0559050920081018,27163,208
0626047320081018,26695,184
0630047220081018,20607,175
0657075420081018,25118,161
0664057420081018,11117,224
0674011020081018,64883,187
0688065120081018,51384,194
0700069720081018,86012,204
0704071920081018,21873,190
0709050320081018,22092,166
0721046520081018,21055,183
0725008620081018,21719,188
0731046620081018,13159,208
0736025720081018,92746,189
0742006720081018,44127,203
0749039220081018,46257,186
0774012920081018,30302,198
0796031220081018,70585,194
0519069020081021,18824,188
0037076820081023,60765,172
0473072120081023,25101,159
0066063020081024,26258,215
0008069420081025,106138,189
0051046320081025,85104,210
0067045720081025,48000,188
0071050320081025,17163,162
0096073120081025,14071,198
0110010720081025,64653,213
0129070920081025,21422,187
0140016420081025,40000,217
0156062620081025,17185,189
0157043420081025,68349,188
0193073620081025,38270,194
0204004720081025,20948,178
0229049820081025,9922,202
0257036520081025,92904,215
0301079620081025,81241,200
0331041420081025,14460,173
0334023520081025,90589,187
0366072520081025,27383,174
0416041820081025,110146,195
0419043020081025,40024,201
0428055920081025,54215,181
0433003120081025,74168,188
0465007720081025,64081,181
0466027720081025,40225,203
0472029520081025,15010,173
0490039220081025,45018,180
0509030620081025,30698,180
0513075620081025,70437,179
0521070320081025,98518,183
0522032720081025,47054,223
0529002820081025,69406,183
0539051820081025,105711,174
0574071820081025,17841,171
0587054520081025,51161,207
0651036720081025,40384,183
0657002920081025,57427,187
0663072620081025,31698,163
0664040420081025,24034,195
0697031120081025,45495,197
0700032820081025,50125,196
0716049720081025,18345,186
0742023420081025,81876,199
0746025520081025,47416,179
0749041520081025,41208,176
0811069820081025,30103,163
0128071920081026,30000,193
0086051920081028,10042,188
0288038820081028,20716,209
0651014020081030,31175,188
0009066420081101,29281,174
0028052820081101,44109,194
0030000820081101,92138,162
0037043320081101,57324,205
0066047220081101,15922,190
0077015620081101,20222,201
0096036620081101,20300,191
0129030620081101,26140,207
0147006720081101,41863,206
0157069720081101,78121,184
0193074920081101,32226,194
0204077420081101,19917,183
0231067120081101,29031,192
0234025520081101,53528,191
0235025720081101,84649,206
0277073120081101,12112,183
0311052120081101,46718,201
0312030120081101,62870,194
0327032820081101,52230,188
0331007120081101,10411,177
0334043020081101,40168,180
0367068820081101,32917,198
0415074620081101,53308,209
0418055920081101,59135,202
0434005120081101,35142,185
0463052220081101,85212,200
0497077220081101,18879,226
0509042820081101,54122,193
0529010720081101,61432,215
0545051320081101,80795,241
0574070420081101,30702,210
0626081120081101,11779,184
0630029520081101,15002,172
0690072620081101,34775,216
0694064820081101,81731,193
0698046520081101,16121,197
0703070020081101,56333,218
0716049820081101,10112,192
0718036520081101,92136,173
0719003120081101,70021,210
0721072520081101,37409,180
0732047320081101,30901,179
0754067420081101,26662,177
0756065720081101,80216,173
0768016420081101,40000,189
0796041620081101,75121,214
0196012820081102,40202,203
0414008620081104,16058,196
0503004720081105,14373,179
0709000520081105,10134,191
0392074220081106,66233,189
0698073220081106,45666,193
0466009620081107,33207,216
0008036520081108,93039,229
0028075620081108,57013,201
0029075420081108,24118,171
0030023120081108,15106,190
0031064820081108,80290,189
0051070320081108,97715,202
0071051920081108,15018,167
0107065720081108,88523,189
0140076820081108,59834,215
0147023420081108,77013,228
0156072120081108,39052,162
0235073620081108,39773,187
0255045720081108,59000,179
0257033420081108,70626,197
0277047220081108,10861,208
0301077420081108,12865,190
0311015720081108,46440,194
0327043420081108,68349,200
0328046320081108,85486,192
0366063020081108,16170,165
0367054520081108,44055,191
0388019620081108,43515,210
0404066320081108,18224,187
0418042820081108,55040,178
0473046520081108,13154,191
0490019320081108,31964,215
0497022920081108,17175,181
0498041920081108,16150,174
0513006720081108,44500,185
0518050920081108,47130,173
0521070020081108,55663,184
0522069720081108,85603,223
0528011020081108,83478,183
0539031220081108,70585,183
0559041620081108,75522,189
0626007720081108,64107,177
0664012820081108,41652,172
0674052920081108,58013,208
0688058720081108,42172,205
0695003720081108,85365,198
0704067120081108,21065,192
0718028820081108,23522,225
0725057420081108,19243,176
0731006620081108,32171,197
0746074920081108,34014,186
0772071620081108,19066,180
0796030620081108,30618,207
0811069420081108,99489,158
0047041420081111,14758,174
0129050320081112,13543,204
0690033120081112,6886,198
0086000520081113,18516,246
0742041520081113,46838,190
0811046520081113,18154,190
0140036720081114,37822,203
0009071820081115,18614,160
0029052920081115,58369,200
0066029520081115,17000,195
0067023420081115,79792,199
0077072120081115,42177,194
0107052820081115,45969,203
0110075620081115,59738,177
0128038820081115,24059,193
0164068820081115,28081,191
0193014720081115,75000,189
0196066420081115,30658,184
0257003720081115,87451,189
0306053920081115,108445,183
0419077220081115,11817,175
0428079620081115,81228,220
0430000820081115,92138,183
0434031120081115,46013,189
0457039220081115,46113,194
0463032720081115,48444,198
0472009620081115,36137,181
0473015620081115,17401,169
0498043320081115,43665,170
0509041820081115,107856,183
0513072620081115,70932,205
0518030120081115,62870,188
0521015720081115,46092,198
0559031220081115,67676,180
0587065120081115,47216,215
0630046620081115,14343,197
0648023520081115,90646,209
0657067420081115,50425,180
0663070420081115,30271,185
0671022920081115,14338,203
0697005120081115,43549,173
0703032820081115,51930,196
0709077420081115,12336,180
0716036520081115,92103,223
0719028820081115,20855,210
0731036620081115,15320,174
0732062620081115,19342,194
0736033420081115,65595,196
0749049020081115,56174,215
0754002820081115,61490,165
0503033120081118,2267,154
0047012920081119,20114,216
0415025520081120,49335,190
0086007120081121,13284,188
0096063020081121,24384,202
0414070920081121,12251,193
0005051920081122,13114,191
0031043020081122,42056,199
0066046620081122,27057,223
0067074920081122,30373,198
0077073220081122,46488,198
0090079620081122,80709,195
0128040420081122,18836,170
0141023520081122,90374,184
0147074620081122,51979,182
0156081120081122,18569,201
0193074220081122,66233,182
0196000920081122,11453,183
0204069020081122,13033,192
0229003020081122,10845,200
0234039220081122,51620,184
0295027720081122,39014,190
0301050920081122,32166,175
0306055920081122,63107,186
0311032720081122,41266,182
0312042820081122,64071,195
0366047220081122,17426,201
0388057420081122,15131,182
0416053920081122,109845,201
0418051820081122,105564,184
0433036520081122,92649,208
0465062620081122,17846,208
0490045720081122,60000,191
0497041920081122,14307,179
0498023120081122,12925,190
0528002920081122,48503,173
0545014020081122,35098,198
0671071620081122,19443,180
0674010720081122,70086,187
0688051320081122,80795,201
0694073620081122,38725,190
0700052220081122,85646,214
0704028820081122,18134,211
0718071920081122,20391,168
0721069820081122,32823,157
0725058720081122,42212,182
0756075420081122,32211,192
0768036720081122,34796,196
0164065120081123,42422,200
0726050320081125,17932,164
0774004720081125,23861,189
0697070320081127,98621,190
0005069020081128,11234,190
0071070920081128,11264,194
0096006620081128,32412,194
0110002820081128,61005,192
0129020420081128,26188,220
0157046320081128,85319,182
0331008620081128,13754,188
0365003120081128,55325,215
0430043320081128,55231,185
0519041420081128,13867,195
0704019620081128,38098,200
0768054520081128,63019,180
0009012820081129,23644,157
0030049720081129,9761,180
0037000820081129,92138,190
0051070020081129,53470,248
0231022920081129,16781,238
0235023420081129,83237,208
0255025720081129,92746,221
0288057420081129,35534,209
0328043420081129,79123,206
0334069420081129,102388,169
0392006720081129,42767,210
0415049020081129,56329,195
0457019320081129,30322,193
0466036620081129,17254,204
0472073120081129,9919,170
0513065720081129,90689,180
0522052120081129,49031,213
0529052820081129,46319,213
0648014720081129,81500,195
0664066320081129,13020,177
0688014020081129,34603,185
0718040420081129,15012,155
0719038820081129,21571,184
0736074920081129,25902,200
0746074220081129,66233,185
0754027720081129,42312,234
0419067120081203,15321,195
0367058720081204,42347,191
0047008620081205,12871,199
0008023520081206,75892,193
0028002920081206,58704,197
0030071620081206,16227,180
0067074220081206,53927,203
0140027720081206,40549,211
0196071920081206,22740,210
0434052220081206,71004,209
0545016420081206,39535,190
0651076820081206,48019,191
0657011020081206,87790,193
0726072520081206,69144,186
0756010720081206,50038,183
0772023120081206,9405,185
0077002920081220,40047,221
0156009620081220,24735,194
0404065120081220,25205,215
0749072620081220,28777,178
0664071620081221,30197,214
0066069820081223,34628,194
0513027720081224,45718,203
0229012920081226,41399,216
0415010720081227,42268,197
0768045720081227,73712,186
0796023420081227,52692,190
0503036620081228,41567,206
0434050920081229,55986,234
0490058720081229,38582,214
0392046620081230,26781,226
0521052920081230,59106,224
0774057420081230,58880,206
0067073620081231,54250,196
0288072120081231,41127,205
0328042820081231,49103,194
0365025520081231,71423,195
0528054520081231,49037,209
0140074220090101,73602,200
0257041620090101,59681,199
0463014720090101,67282,232
0539065720090101,93293,210
0648031220090101,55117,202
0334019620090102,56125,208
0433070020090102,88175,226
0732000820090102,71872,206
0086016420090103,40184,203
0518070320090105,72047,213
0047071920090106,32816,195
0235052220090108,78468,206
