"Game Code","Date","Visit Team Code","Home Team Code","Stadium Code","Site"
0503042820080830,08/30/2008,503,428,72,TEAM
0504007720080830,08/30/2008,504,77,134,TEAM
0519081120080830,08/30/2008,519,811,144,TEAM
0521075420080830,08/30/2008,521,754,140,NEUTRAL
0647012820080830,08/30/2008,647,128,146,TEAM
0657074620080830,08/30/2008,657,746,137,TEAM
0665028820080830,08/30/2008,665,288,126,TEAM
0667072120080830,08/30/2008,667,721,21,TEAM
0671066420080830,08/30/2008,671,664,75,TEAM
0688050920080830,08/30/2008,688,509,46,TEAM
0693052220080830,08/30/2008,693,522,103,TEAM
0695065120080830,08/30/2008,695,651,35,TEAM
0698047320080830,08/30/2008,698,473,87,TEAM
0711072620080830,08/30/2008,711,726,62,TEAM
0719000920080830,08/30/2008,719,9,2,TEAM
0731046520080830,08/30/2008,731,465,89,TEAM
0732041820080830,08/30/2008,732,418,66,TEAM
0739076820080830,08/30/2008,739,768,143,TEAM
0742019620080830,08/30/2008,742,196,79,NEUTRAL
0756052920080830,08/30/2008,756,529,108,TEAM
0771003120080830,08/30/2008,771,31,6,TEAM
0772030620080830,08/30/2008,772,306,47,TEAM
0774046320080830,08/30/2008,774,463,84,TEAM
0817051820080830,08/30/2008,817,518,99,TEAM
0156015720080831,08/31/2008,156,157,20,TEAM
0334036720080831,08/31/2008,334,367,54,TEAM
0096058720080901,09/01/2008,96,587,86,TEAM
0694011020080901,09/01/2008,694,110,15,TEAM
0648073620080904,09/04/2008,648,736,117,TEAM
0726004720080905,09/05/2008,726,47,48,TEAM
0005068820080906,09/06/2008,5,688,92,TEAM
0009022920080906,09/06/2008,9,229,26,TEAM
0031049820080906,09/06/2008,31,498,8,NEUTRAL
0077075620080906,09/06/2008,77,756,139,TEAM
0086054520080906,09/06/2008,86,545,110,TEAM
0102015620080906,09/06/2008,102,156,23,TEAM
0107075420080906,09/06/2008,107,754,138,TEAM
0129025720080906,09/06/2008,129,257,36,TEAM
0140052220080906,09/06/2008,140,522,103,TEAM
0141014720080906,09/06/2008,141,147,112,TEAM
0164069020080906,09/06/2008,164,690,109,TEAM
0201030120080906,09/06/2008,201,301,44,TEAM
0204041620080906,09/06/2008,204,416,68,TEAM
0207015720080906,09/06/2008,207,157,20,TEAM
0231031220080906,09/06/2008,231,312,41,TEAM
0244074220080906,09/06/2008,244,742,136,TEAM
0255006720080906,09/06/2008,255,67,61,TEAM
0288052120080906,09/06/2008,288,521,104,TEAM
0294029520080906,09/06/2008,294,295,43,TEAM
0331031120080906,09/06/2008,331,311,40,TEAM
0366032820080906,09/06/2008,366,328,51,TEAM
0388079620080906,09/06/2008,388,796,141,TEAM
0392041920080906,09/06/2008,392,419,116,TEAM
0414041820080906,09/06/2008,414,418,66,TEAM
0415023520080906,09/06/2008,415,235,27,TEAM
0428007120080906,09/06/2008,428,71,96,TEAM
0433074920080906,09/06/2008,433,749,83,TEAM
0440032720080906,09/06/2008,440,327,52,TEAM
0454030620080906,09/06/2008,454,306,47,TEAM
0465073220080906,09/06/2008,465,732,135,TEAM
0469072520080906,09/06/2008,469,725,93,TEAM
0485033420080906,09/06/2008,485,334,53,TEAM
0502055920080906,09/06/2008,502,559,50,TEAM
0503077420080906,09/06/2008,503,774,69,TEAM
0508005120080906,09/06/2008,508,51,132,TEAM
0509019320080906,09/06/2008,509,193,80,TEAM
0519051820080906,09/06/2008,519,518,99,TEAM
0528053920080906,09/06/2008,528,539,111,TEAM
0574040420080906,09/06/2008,574,404,115,TEAM
0575074620080906,09/06/2008,575,746,137,TEAM
0626051320080906,09/06/2008,626,513,49,TEAM
0630046320080906,09/06/2008,630,463,84,TEAM
0651012820080906,09/06/2008,651,128,146,TEAM
0654043420080906,09/06/2008,654,434,73,TEAM
0655043020080906,09/06/2008,655,430,77,TEAM
0664003720080906,09/06/2008,664,37,1,TEAM
0670066320080906,09/06/2008,670,663,122,TEAM
0674002820080906,09/06/2008,674,28,10,TEAM
0676069820080906,09/06/2008,676,698,125,TEAM
0692036720080906,09/06/2008,692,367,54,TEAM
0697047320080906,09/06/2008,697,473,87,TEAM
0699003020080906,09/06/2008,699,30,7,TEAM
0700046620080906,09/06/2008,700,466,90,TEAM
0703070420080906,09/06/2008,703,704,124,TEAM
0709002920080906,09/06/2008,709,29,11,TEAM
0718000820080906,09/06/2008,718,8,5,TEAM
0719049720080906,09/06/2008,719,497,123,TEAM
0721081120080906,09/06/2008,721,811,144,TEAM
0731052920080906,09/06/2008,731,529,108,TEAM
0758027720080906,09/06/2008,758,277,39,TEAM
0768019620080906,09/06/2008,768,196,81,TEAM
0769023420080906,09/06/2008,769,234,33,TEAM
0772020220080906,09/06/2008,772,202,152,TEAM
0786049020080906,09/06/2008,786,490,82,TEAM
0457058720080911,09/11/2008,457,587,86,TEAM
0006049820080912,09/12/2008,6,498,57,TEAM
0328065120080912,09/12/2008,328,651,35,TEAM
0754005120080912,09/12/2008,754,51,132,TEAM
0009069420080913,09/13/2008,9,694,114,TEAM
0017071620080913,09/13/2008,17,716,4,TEAM
0029047320080913,09/13/2008,29,473,87,TEAM
0037043020080913,09/13/2008,37,430,77,TEAM
0047000520080913,09/13/2008,47,5,94,TEAM
0048041420080913,09/13/2008,48,414,101,TEAM
0071006620080913,09/13/2008,71,66,42,TEAM
0107039220080913,09/13/2008,107,392,64,TEAM
0110007720080913,09/13/2008,110,77,134,TEAM
0129051920080913,09/13/2008,129,519,95,TEAM
0178033120080913,09/13/2008,178,331,100,TEAM
0196071820080913,09/13/2008,196,718,58,TEAM
0229041620080913,09/13/2008,229,416,68,TEAM
0255074220080913,09/13/2008,255,742,136,TEAM
0257064820080913,09/13/2008,257,648,113,TEAM
0277052820080913,09/13/2008,277,528,107,TEAM
0311031220080913,09/13/2008,311,312,41,TEAM
0404038820080913,09/13/2008,404,388,142,TEAM
0418051320080913,09/13/2008,418,513,49,TEAM
0419033420080913,09/13/2008,419,334,53,TEAM
0440042820080913,09/13/2008,440,428,72,TEAM
0465002820080913,09/13/2008,465,28,10,TEAM
0466043420080913,09/13/2008,466,434,73,TEAM
0472046320080913,09/13/2008,472,463,84,TEAM
0490014720080913,09/13/2008,490,147,112,TEAM
0493081120080913,09/13/2008,493,811,144,TEAM
0497036520080913,09/13/2008,497,365,55,TEAM
0518065720080913,09/13/2008,518,657,14,TEAM
0522075620080913,09/13/2008,522,756,139,TEAM
0529055920080913,09/13/2008,529,559,50,TEAM
0539068820080913,09/13/2008,539,688,92,TEAM
0574073620080913,09/13/2008,574,736,117,TEAM
0625043320080913,09/13/2008,625,433,76,TEAM
0626063020080913,09/13/2008,626,630,18,TEAM
0659050920080913,09/13/2008,659,509,46,TEAM
0663070020080913,09/13/2008,663,700,129,TEAM
0664003020080913,09/13/2008,664,30,7,TEAM
0669052120080913,09/13/2008,669,521,104,TEAM
0671030120080913,09/13/2008,671,301,44,TEAM
0674069820080913,09/13/2008,674,698,125,TEAM
0690008620080913,09/13/2008,690,86,91,TEAM
0693023420080913,09/13/2008,693,234,33,TEAM
0709020420080913,09/13/2008,709,204,71,TEAM
0721028820080913,09/13/2008,721,288,122,NEUTRAL
0726019320080913,09/13/2008,726,193,80,TEAM
0732073120080913,09/13/2008,732,731,133,TEAM
0746016420080913,09/13/2008,746,164,25,TEAM
0772000820080913,09/13/2008,772,8,5,TEAM
0774029520080913,09/13/2008,774,295,43,TEAM
0796009620080913,09/13/2008,796,96,13,TEAM
0327036720080917,09/17/2008,327,367,54,TEAM
0768015720080918,09/18/2008,768,157,20,TEAM
0051016420080919,09/19/2008,51,164,25,TEAM
0005072520080920,09/20/2008,5,725,93,TEAM
0007000920080920,09/20/2008,7,9,2,TEAM
0008003120080920,09/20/2008,8,31,6,TEAM
0029011020080920,09/20/2008,29,110,15,TEAM
0047030620080920,09/20/2008,47,306,47,TEAM
0066052920080920,09/20/2008,66,529,108,TEAM
0086043420080920,09/20/2008,86,434,73,TEAM
0096070920080920,09/20/2008,96,709,102,TEAM
0128006720080920,09/20/2008,128,67,61,TEAM
0129055920080920,09/20/2008,129,559,50,TEAM
0196049020080920,09/20/2008,196,490,82,TEAM
0204039220080920,09/20/2008,204,392,64,TEAM
0229042820080920,09/20/2008,229,428,72,TEAM
0235069420080920,09/20/2008,235,694,114,TEAM
0257002820080920,09/20/2008,257,28,10,TEAM
0288015620080920,09/20/2008,288,156,23,TEAM
0295073120080920,09/20/2008,295,731,133,TEAM
0305050320080920,09/20/2008,305,503,45,TEAM
0311046520080920,09/20/2008,311,465,89,TEAM
0312054520080920,09/20/2008,312,545,110,TEAM
0331067120080920,09/20/2008,331,671,56,TEAM
0365003720080920,09/20/2008,365,37,1,TEAM
0388066420080920,09/20/2008,388,664,75,TEAM
0400070020080920,09/20/2008,400,700,129,TEAM
0414014020080920,09/20/2008,414,140,97,TEAM
0415069720080920,09/20/2008,415,697,120,TEAM
0419003020080920,09/20/2008,419,30,7,TEAM
0430025520080920,09/20/2008,430,255,37,TEAM
0454077220080920,09/20/2008,454,772,148,TEAM
0472070420080920,09/20/2008,472,704,124,TEAM
0473071920080920,09/20/2008,473,719,105,TEAM
0483040420080920,09/20/2008,483,404,115,TEAM
0498071820080920,09/20/2008,498,718,58,TEAM
0500068820080920,09/20/2008,500,688,92,TEAM
0513041620080920,09/20/2008,513,416,68,TEAM
0519050920080920,09/20/2008,519,509,46,TEAM
0550075420080920,09/20/2008,550,754,138,TEAM
0574070320080920,09/20/2008,574,703,119,TEAM
0587072620080920,09/20/2008,587,726,62,TEAM
0624032820080920,09/20/2008,624,328,51,TEAM
0630067420080920,09/20/2008,630,674,19,TEAM
0647014720080920,09/20/2008,647,147,112,TEAM
0651023120080920,09/20/2008,651,231,31,TEAM
0655036620080920,09/20/2008,655,366,59,TEAM
0690053920080920,09/20/2008,690,539,111,TEAM
0692077420080920,09/20/2008,692,774,69,TEAM
0698066320080920,09/20/2008,698,663,122,TEAM
0716051820080920,09/20/2008,716,518,99,TEAM
0732072120080920,09/20/2008,732,721,21,TEAM
0736043320080920,09/20/2008,736,433,76,TEAM
0742045720080920,09/20/2008,742,457,78,TEAM
0749023420080920,09/20/2008,749,234,33,TEAM
0811007720080920,09/20/2008,811,77,134,TEAM
2915064820080920,09/20/2008,2915,648,113,TEAM
0657052820080925,09/25/2008,657,528,107,TEAM
0663071820080925,09/25/2008,663,718,58,TEAM
0164036720080926,09/26/2008,164,367,54,TEAM
0008025720080927,09/27/2008,8,257,36,TEAM
0009064820080927,09/27/2008,9,648,113,TEAM
0030040420080927,09/27/2008,30,404,115,TEAM
0031070320080927,09/27/2008,31,703,119,TEAM
0071081120080927,09/27/2008,71,811,144,TEAM
0086012920080927,09/27/2008,86,129,70,TEAM
0096011020080927,09/27/2008,96,110,15,TEAM
0128070420080927,09/27/2008,128,704,124,TEAM
0140000520080927,09/27/2008,140,5,94,TEAM
0156010720080927,09/27/2008,156,107,12,TEAM
0157023420080927,09/27/2008,157,234,28,NEUTRAL
0231070920080927,09/27/2008,231,709,102,TEAM
0288019620080927,09/27/2008,288,196,81,TEAM
0295062620080927,09/27/2008,295,626,16,TEAM
0301053920080927,09/27/2008,301,539,111,TEAM
0331004720080927,09/27/2008,331,47,48,TEAM
0388076820080927,09/27/2008,388,768,143,TEAM
0392014720080927,09/27/2008,392,147,112,TEAM
0416030620080927,09/27/2008,416,306,47,TEAM
0428051820080927,09/27/2008,428,518,99,TEAM
0430036520080927,09/27/2008,430,365,55,TEAM
0433023520080927,09/27/2008,433,235,27,TEAM
0446058720080927,09/27/2008,446,587,86,TEAM
0457041520080927,09/27/2008,457,415,30,TEAM
0466046520080927,09/27/2008,466,465,89,TEAM
0473047220080927,09/27/2008,473,472,88,TEAM
0497057420080927,09/27/2008,497,574,127,TEAM
0503020420080927,09/27/2008,503,204,71,TEAM
0509031220080927,09/27/2008,509,312,41,TEAM
0529075420080927,09/27/2008,529,754,138,TEAM
0545068820080927,09/27/2008,545,688,92,TEAM
0559051320080927,09/27/2008,559,513,49,TEAM
0572006720080927,09/27/2008,572,67,61,TEAM
0630027720080927,09/27/2008,630,277,39,TEAM
0651049020080927,09/27/2008,651,490,82,TEAM
0671032720080927,09/27/2008,671,327,52,TEAM
0674075620080927,09/27/2008,674,756,139,TEAM
0694003720080927,09/27/2008,694,37,1,TEAM
0698052220080927,09/27/2008,698,522,103,TEAM
0716052120080927,09/27/2008,716,521,104,TEAM
0725069720080927,09/27/2008,725,697,120,TEAM
0726074920080927,09/27/2008,726,749,83,TEAM
0741051920080927,09/27/2008,741,519,95,TEAM
0742046320080927,09/27/2008,742,463,84,TEAM
0746019320080927,09/27/2008,746,193,80,TEAM
0758073220080927,09/27/2008,758,732,135,TEAM
0772033420080927,09/27/2008,772,334,53,TEAM
0774069020080927,09/27/2008,774,690,109,TEAM
0796041820080927,09/27/2008,796,418,66,TEAM
1004071920080927,09/27/2008,1004,719,105,TEAM
0229041920080930,09/30/2008,229,419,116,TEAM
0366006620081001,10/01/2008,366,66,42,TEAM
0404000920081002,10/02/2008,404,9,2,TEAM
0528073220081002,10/02/2008,528,732,135,TEAM
0545065120081002,10/02/2008,545,651,35,TEAM
0077073120081003,10/03/2008,77,731,133,TEAM
0140038820081003,10/03/2008,140,388,142,TEAM
0005033120081004,10/04/2008,5,331,100,TEAM
0017047220081004,10/04/2008,17,472,88,TEAM
0028010720081004,10/04/2008,28,107,12,TEAM
0037073620081004,10/04/2008,37,736,117,TEAM
0047070920081004,10/04/2008,47,709,102,TEAM
0067049020081004,10/04/2008,67,490,82,TEAM
0164045720081004,10/04/2008,164,457,78,TEAM
0193025520081004,10/04/2008,193,255,37,TEAM
0204007120081004,10/04/2008,204,71,96,TEAM
0231049720081004,10/04/2008,231,497,123,TEAM
0234041520081004,10/04/2008,234,415,30,TEAM
0235003120081004,10/04/2008,235,31,6,TEAM
0277009620081004,10/04/2008,277,96,13,TEAM
0301041820081004,10/04/2008,301,418,66,TEAM
0306042820081004,10/04/2008,306,428,72,TEAM
0312041620081004,10/04/2008,312,416,68,TEAM
0328031120081004,10/04/2008,328,311,40,TEAM
0334000820081004,10/04/2008,334,8,5,TEAM
0392074620081004,10/04/2008,392,746,137,TEAM
0434046320081004,10/04/2008,434,463,84,TEAM
0465015620081004,10/04/2008,465,156,23,TEAM
0466029520081004,10/04/2008,466,295,43,TEAM
0503069420081004,10/04/2008,503,694,114,TEAM
0518079620081004,10/04/2008,518,796,141,TEAM
0519077420081004,10/04/2008,519,774,69,TEAM
0522005120081004,10/04/2008,522,51,132,TEAM
0529065720081004,10/04/2008,529,657,14,TEAM
0539055920081004,10/04/2008,539,559,50,TEAM
0574071920081004,10/04/2008,574,719,105,TEAM
0587076820081004,10/04/2008,587,768,143,TEAM
0626069820081004,10/04/2008,626,698,125,TEAM
0648043320081004,10/04/2008,648,433,76,TEAM
0663012820081004,10/04/2008,663,128,146,TEAM
0671049820081004,10/04/2008,671,498,57,TEAM
0674051320081004,10/04/2008,674,513,49,TEAM
0690041420081004,10/04/2008,690,414,101,TEAM
0697052120081004,10/04/2008,697,521,104,TEAM
0700032720081004,10/04/2008,700,327,52,TEAM
0703015720081004,10/04/2008,703,157,20,TEAM
0704066420081004,10/04/2008,704,664,75,TEAM
0725071820081004,10/04/2008,725,718,58,TEAM
0726072120081004,10/04/2008,726,721,21,TEAM
0754011020081004,10/04/2008,754,110,15,TEAM
0756002920081004,10/04/2008,756,29,11,TEAM
0772074220081004,10/04/2008,772,742,136,TEAM
0811047320081004,10/04/2008,811,473,87,TEAM
0716022920081007,10/07/2008,716,229,26,TEAM
0009028820081009,10/09/2008,9,288,126,TEAM
0147074920081009,10/09/2008,147,749,83,TEAM
0367040420081010,10/10/2008,367,404,115,TEAM
0028065720081011,10/11/2008,28,657,14,TEAM
0029067420081011,10/11/2008,29,674,19,TEAM
0031003720081011,10/11/2008,31,37,1,TEAM
0047077220081011,10/11/2008,47,772,148,TEAM
0066066420081011,10/11/2008,66,664,75,TEAM
0071000520081011,10/11/2008,71,5,94,TEAM
0110052920081011,10/11/2008,110,529,108,TEAM
0128041520081011,10/11/2008,128,415,30,TEAM
0157032820081011,10/11/2008,157,328,51,TEAM
0196074620081011,10/11/2008,196,746,137,TEAM
0204072520081011,10/11/2008,204,725,93,TEAM
0295009620081011,10/11/2008,295,96,13,TEAM
0311005120081011,10/11/2008,311,51,132,TEAM
0312030620081011,10/11/2008,312,306,47,TEAM
0327069720081011,10/11/2008,327,697,120,TEAM
0365023520081011,10/11/2008,365,235,27,TEAM
0366027720081011,10/11/2008,366,277,39,TEAM
0414050320081011,10/11/2008,414,503,45,TEAM
0416050920081011,10/11/2008,416,509,46,TEAM
0419023120081011,10/11/2008,419,231,31,TEAM
0428030120081011,10/11/2008,428,301,44,TEAM
0463070020081011,10/11/2008,463,700,129,TEAM
0472046620081011,10/11/2008,472,466,90,TEAM
0473007720081011,10/11/2008,473,77,134,TEAM
0498003020081011,10/11/2008,498,30,7,TEAM
0513045720081011,10/11/2008,513,457,78,TEAM
0519033120081011,10/11/2008,519,331,100,TEAM
0521043420081011,10/11/2008,521,434,73,TEAM
0539079620081011,10/11/2008,539,796,141,TEAM
0559051820081011,10/11/2008,559,518,99,TEAM
0587014020081011,10/11/2008,587,140,97,TEAM
0648033420081011,10/11/2008,648,334,53,TEAM
0671049720081011,10/11/2008,671,497,123,TEAM
0688076820081011,10/11/2008,688,768,143,TEAM
0690012920081011,10/11/2008,690,129,70,TEAM
0694025720081011,10/11/2008,694,257,36,TEAM
0698015620081011,10/11/2008,698,156,23,TEAM
0703052220081011,10/11/2008,703,522,121,NEUTRAL
0709041820081011,10/11/2008,709,418,66,TEAM
0718070420081011,10/11/2008,718,704,124,TEAM
0719066320081011,10/11/2008,719,663,122,TEAM
0721062620081011,10/11/2008,721,626,16,TEAM
0731063020081011,10/11/2008,731,630,18,TEAM
0732081120081011,10/11/2008,732,811,144,TEAM
0736043020081011,10/11/2008,736,430,77,TEAM
0754052820081011,10/11/2008,754,528,107,TEAM
0774008620081011,10/11/2008,774,86,91,TEAM
1092025520081011,10/11/2008,1092,255,37,TEAM
0077069820081016,10/16/2008,77,698,125,TEAM
0234049020081016,10/16/2008,234,490,82,TEAM
0277006620081017,10/17/2008,277,66,42,TEAM
0005020420081018,10/18/2008,5,204,71,TEAM
0030067120081018,10/18/2008,30,671,56,TEAM
0031033420081018,10/18/2008,31,334,53,TEAM
0051052120081018,10/18/2008,51,521,104,TEAM
0107002920081018,10/18/2008,107,29,11,TEAM
0156073220081018,10/18/2008,156,732,135,TEAM
0164058720081018,10/18/2008,164,587,86,TEAM
0229077220081018,10/18/2008,229,772,148,TEAM
0231071620081018,10/18/2008,231,716,4,TEAM
0255014720081018,10/18/2008,255,147,112,TEAM
0288066320081018,10/18/2008,288,663,122,TEAM
0295036620081018,10/18/2008,295,366,59,TEAM
0306030120081018,10/18/2008,306,301,44,TEAM
0327015720081018,10/18/2008,327,157,20,TEAM
0328052220081018,10/18/2008,328,522,103,TEAM
0365064820081018,10/18/2008,365,648,113,TEAM
0388000920081018,10/18/2008,388,9,2,TEAM
0404019620081018,10/18/2008,404,196,81,TEAM
0414007120081018,10/18/2008,414,71,96,TEAM
0415019320081018,10/18/2008,415,193,80,TEAM
0418053920081018,10/18/2008,418,539,111,TEAM
0419036720081018,10/18/2008,419,367,54,TEAM
0430069420081018,10/18/2008,430,694,114,TEAM
0433000820081018,10/18/2008,433,8,5,TEAM
0434070320081018,10/18/2008,434,703,119,TEAM
0457074620081018,10/18/2008,457,746,137,TEAM
0463031120081018,10/18/2008,463,311,40,TEAM
0497049820081018,10/18/2008,497,498,57,TEAM
0518041620081018,10/18/2008,518,416,68,TEAM
0528075620081018,10/18/2008,528,756,139,TEAM
0545072620081018,10/18/2008,545,726,62,TEAM
0559050920081018,10/18/2008,559,509,46,TEAM
0626047320081018,10/18/2008,626,473,87,TEAM
0630047220081018,10/18/2008,630,472,88,TEAM
0657075420081018,10/18/2008,657,754,138,TEAM
0664057420081018,10/18/2008,664,574,127,TEAM
0674011020081018,10/18/2008,674,110,15,TEAM
0688065120081018,10/18/2008,688,651,35,TEAM
0700069720081018,10/18/2008,700,697,120,TEAM
0704071920081018,10/18/2008,704,719,105,TEAM
0709050320081018,10/18/2008,709,503,45,TEAM
0721046520081018,10/18/2008,721,465,89,TEAM
0725008620081018,10/18/2008,725,86,91,TEAM
0731046620081018,10/18/2008,731,466,90,TEAM
0736025720081018,10/18/2008,736,257,36,TEAM
0742006720081018,10/18/2008,742,67,61,TEAM
0749039220081018,10/18/2008,749,392,64,TEAM
0774012920081018,10/18/2008,774,129,70,TEAM
0796031220081018,10/18/2008,796,312,41,TEAM
0519069020081021,10/21/2008,519,690,109,TEAM
0037076820081023,10/23/2008,37,768,143,TEAM
0473072120081023,10/23/2008,473,721,21,TEAM
0066063020081024,10/24/2008,66,630,18,TEAM
0008069420081025,10/25/2008,8,694,114,TEAM
0051046320081025,10/25/2008,51,463,84,TEAM
0067045720081025,10/25/2008,67,457,78,TEAM
0071050320081025,10/25/2008,71,503,45,TEAM
0096073120081025,10/25/2008,96,731,133,TEAM
0110010720081025,10/25/2008,110,107,12,TEAM
0129070920081025,10/25/2008,129,709,102,TEAM
0140016420081025,10/25/2008,140,164,25,TEAM
0156062620081025,10/25/2008,156,626,16,TEAM
0157043420081025,10/25/2008,157,434,73,TEAM
0193073620081025,10/25/2008,193,736,117,TEAM
0204004720081025,10/25/2008,204,47,48,TEAM
0229049820081025,10/25/2008,229,498,57,TEAM
0257036520081025,10/25/2008,257,365,55,TEAM
0301079620081025,10/25/2008,301,796,141,TEAM
0331041420081025,10/25/2008,331,414,101,TEAM
0334023520081025,10/25/2008,334,235,27,TEAM
0366072520081025,10/25/2008,366,725,93,TEAM
0416041820081025,10/25/2008,416,418,66,TEAM
0419043020081025,10/25/2008,419,430,77,TEAM
0428055920081025,10/25/2008,428,559,50,TEAM
0433003120081025,10/25/2008,433,31,6,TEAM
0465007720081025,10/25/2008,465,77,134,TEAM
0466027720081025,10/25/2008,466,277,39,TEAM
0472029520081025,10/25/2008,472,295,43,TEAM
0490039220081025,10/25/2008,490,392,64,TEAM
0509030620081025,10/25/2008,509,306,47,TEAM
0513075620081025,10/25/2008,513,756,139,TEAM
0521070320081025,10/25/2008,521,703,119,TEAM
0522032720081025,10/25/2008,522,327,52,TEAM
0529002820081025,10/25/2008,529,28,10,TEAM
0539051820081025,10/25/2008,539,518,99,TEAM
0574071820081025,10/25/2008,574,718,58,TEAM
0587054520081025,10/25/2008,587,545,110,TEAM
0651036720081025,10/25/2008,651,367,54,TEAM
0657002920081025,10/25/2008,657,29,11,TEAM
0663072620081025,10/25/2008,663,726,62,TEAM
0664040420081025,10/25/2008,664,404,115,TEAM
0697031120081025,10/25/2008,697,311,40,TEAM
0700032820081025,10/25/2008,700,328,51,TEAM
0716049720081025,10/25/2008,716,497,123,TEAM
0742023420081025,10/25/2008,742,234,33,TEAM
0746025520081025,10/25/2008,746,255,37,TEAM
0749041520081025,10/25/2008,749,415,30,TEAM
0811069820081025,10/25/2008,811,698,125,TEAM
0128071920081026,10/26/2008,128,719,105,TEAM
0086051920081028,10/28/2008,86,519,95,TEAM
0288038820081028,10/28/2008,288,388,142,TEAM
0651014020081030,10/30/2008,651,140,97,TEAM
0009066420081101,11/01/2008,9,664,75,TEAM
0028052820081101,11/01/2008,28,528,107,TEAM
0030000820081101,11/01/2008,30,8,5,TEAM
0037043320081101,11/01/2008,37,433,76,TEAM
0066047220081101,11/01/2008,66,472,88,TEAM
0077015620081101,11/01/2008,77,156,23,TEAM
0096036620081101,11/01/2008,96,366,59,TEAM
0129030620081101,11/01/2008,129,306,47,TEAM
0147006720081101,11/01/2008,147,67,61,TEAM
0157069720081101,11/01/2008,157,697,120,TEAM
0193074920081101,11/01/2008,193,749,83,TEAM
0204077420081101,11/01/2008,204,774,69,TEAM
0231067120081101,11/01/2008,231,671,56,TEAM
0234025520081101,11/01/2008,234,255,37,TEAM
0235025720081101,11/01/2008,235,257,28,NEUTRAL
0277073120081101,11/01/2008,277,731,133,TEAM
0311052120081101,11/01/2008,311,521,104,TEAM
0312030120081101,11/01/2008,312,301,44,TEAM
0327032820081101,11/01/2008,327,328,51,TEAM
0331007120081101,11/01/2008,331,71,96,TEAM
0334043020081101,11/01/2008,334,430,77,TEAM
0367068820081101,11/01/2008,367,688,92,TEAM
0415074620081101,11/01/2008,415,746,137,TEAM
0418055920081101,11/01/2008,418,559,50,TEAM
0434005120081101,11/01/2008,434,51,132,TEAM
0463052220081101,11/01/2008,463,522,103,TEAM
0497077220081101,11/01/2008,497,772,148,TEAM
0509042820081101,11/01/2008,509,428,72,TEAM
0529010720081101,11/01/2008,529,107,12,TEAM
0545051320081101,11/01/2008,545,513,49,TEAM
0574070420081101,11/01/2008,574,704,124,TEAM
0626081120081101,11/01/2008,626,811,144,TEAM
0630029520081101,11/01/2008,630,295,43,TEAM
0690072620081101,11/01/2008,690,726,62,TEAM
0694064820081101,11/01/2008,694,648,113,TEAM
0698046520081101,11/01/2008,698,465,89,TEAM
0703070020081101,11/01/2008,703,700,129,TEAM
0716049820081101,11/01/2008,716,498,57,TEAM
0718036520081101,11/01/2008,718,365,55,TEAM
0719003120081101,11/01/2008,719,31,6,TEAM
0721072520081101,11/01/2008,721,725,93,TEAM
0732047320081101,11/01/2008,732,473,87,TEAM
