"Game Code","Drive Number","Team Code","Start Period","Start Clock","Start Spot","Start Reason","End Period","End Clock","End Spot","End Reason","Plays","Yards","Time Of Possession","Red Zone Attempt"
0749005120080828,19,749,3,488,11,"FUMBLE",3,456,0,"TOUCHDOWN",2,11,32,1
0749005120080828,20,51,3,456,81,"KICKOFF",3,348,81,"PUNT",3,0,108,0
0749005120080828,21,749,3,348,65,"PUNT",3,184,0,"TOUCHDOWN",9,65,164,0
0749005120080828,22,51,3,184,76,"KICKOFF",4,759,0,"TOUCHDOWN",12,76,325,1
0749005120080828,23,749,4,759,55,"KICKOFF",4,692,54,"PUNT",3,1,67,0
0749005120080828,24,51,4,692,67,"PUNT",4,658,62,"PUNT",3,5,34,0
0749005120080828,25,749,4,658,79,"PUNT",4,368,41,"PUNT",7,38,290,0
0749005120080828,26,749,4,368,10,"FUMBLE",4,278,0,"TOUCHDOWN",3,10,90,1
0749005120080828,27,51,4,278,56,"KICKOFF",4,114,28,"INTERCEPTION",7,28,164,0
0749005120080828,28,749,4,114,80,"INTERCEPTION",4,0,20,"END OF HALF",3,60,114,1
0704008620080828,1,704,1,900,74,"KICKOFF",1,823,80,"DOWNS",4,-6,77,0
0704008620080828,2,86,1,823,20,"DOWNS",1,675,0,"TOUCHDOWN",5,20,148,1
0704008620080828,3,704,1,666,49,"KICKOFF",1,611,47,"INTERCEPTION",3,2,55,0
0704008620080828,4,86,1,611,61,"INTERCEPTION",1,547,54,"PUNT",3,7,64,0
0704008620080828,5,704,1,547,90,"PUNT",1,315,59,"PUNT",8,31,232,0
0704008620080828,6,86,1,315,80,"PUNT",1,196,0,"TOUCHDOWN",5,80,119,0
0704008620080828,7,704,1,196,80,"KICKOFF",2,738,0,"TOUCHDOWN",13,80,358,1
0704008620080828,8,86,2,738,80,"KICKOFF",2,656,75,"FUMBLE",3,5,82,0
0704008620080828,9,704,2,656,25,"FUMBLE",2,558,0,"TOUCHDOWN",4,25,98,1
0704008620080828,10,86,2,551,74,"KICKOFF",2,500,72,"PUNT",4,2,51,0
0704008620080828,11,704,2,500,58,"PUNT",2,323,53,"PUNT",5,5,177,0
0704008620080828,12,86,2,323,89,"PUNT",2,30,0,"TOUCHDOWN",10,89,293,0
0704008620080828,13,704,2,23,73,"KICKOFF",2,0,49,"MISSED FIELD GOAL",3,24,23,0
0704008620080828,14,86,3,894,77,"KICKOFF",3,798,0,"TOUCHDOWN",4,77,96,0
0704008620080828,15,704,3,786,41,"KICKOFF",3,697,10,"FIELD GOAL",5,31,89,1
0704008620080828,16,86,3,695,43,"KICKOFF",3,685,41,"FUMBLE",1,2,10,0
0704008620080828,17,704,3,685,59,"FUMBLE",3,584,51,"PUNT",3,8,101,0
0704008620080828,18,86,3,584,93,"PUNT",3,239,72,"PUNT",9,21,345,0
0704008620080828,19,704,3,239,45,"PUNT",4,893,11,"INTERCEPTION",9,34,246,1
0704008620080828,20,86,4,893,80,"INTERCEPTION",4,577,0,"TOUCHDOWN",10,80,316,1
0704008620080828,21,704,4,572,68,"KICKOFF",4,469,45,"DOWNS",5,23,103,0
0704008620080828,22,86,4,469,55,"DOWNS",4,181,0,"TOUCHDOWN",9,55,288,1
0704008620080828,23,704,4,173,70,"KICKOFF",4,132,61,"INTERCEPTION",3,9,41,0
0704008620080828,24,86,4,132,18,"INTERCEPTION",4,0,3,"END OF HALF",4,15,132,1
0201012920080828,1,129,1,900,80,"KICKOFF",1,708,2,"FIELD GOAL",9,78,192,1
0201012920080828,2,201,1,708,96,"KICKOFF",1,531,78,"PUNT",5,18,177,0
0201012920080828,3,129,1,531,47,"PUNT",1,397,35,"PUNT",6,12,134,0
0201012920080828,4,201,1,397,92,"PUNT",1,126,12,"FIELD GOAL",12,80,271,1
0201012920080828,5,129,1,126,83,"KICKOFF",2,885,39,"PUNT",8,44,141,0
0201012920080828,6,201,2,885,88,"PUNT",2,745,79,"PUNT",3,9,140,0
0201012920080828,7,129,2,745,34,"PUNT",2,718,0,"TOUCHDOWN",2,34,27,0
0201012920080828,8,201,2,718,80,"KICKOFF",2,621,68,"PUNT",4,12,97,0
0201012920080828,9,129,2,621,72,"PUNT",2,170,20,"DOWNS",17,52,451,1
0201012920080828,10,201,2,170,80,"DOWNS",2,123,82,"FUMBLE",2,-2,47,0
0201012920080828,11,129,2,123,18,"FUMBLE",2,117,0,"TOUCHDOWN",1,18,6,1
0201012920080828,12,201,2,117,70,"KICKOFF",2,29,63,"PUNT",4,7,88,0
0201012920080828,13,129,2,29,88,"PUNT",2,0,89,"END OF HALF",1,-1,29,0
0201012920080828,14,201,3,900,80,"KICKOFF",3,351,12,"FIELD GOAL",16,68,549,1
0201012920080828,15,129,3,351,60,"KICKOFF",3,131,0,"TOUCHDOWN",10,60,220,1
0201012920080828,16,201,3,131,80,"KICKOFF",3,10,55,"PUNT",4,25,121,0
0201012920080828,17,129,3,10,98,"PUNT",4,882,98,"PUNT",3,0,28,0
0201012920080828,18,201,4,882,44,"PUNT",4,749,0,"TOUCHDOWN",5,44,133,1
0201012920080828,19,129,4,749,80,"KICKOFF",4,482,0,"TOUCHDOWN",13,80,267,1
0201012920080828,20,201,4,482,80,"KICKOFF",4,390,49,"PUNT",7,31,92,0
0201012920080828,21,129,4,390,65,"PUNT",4,51,30,"DOWNS",9,35,339,0
0201012920080828,22,201,4,51,70,"DOWNS",4,0,65,"END OF HALF",2,5,51,0
0202014020080828,1,202,1,891,80,"KICKOFF",1,719,68,"PUNT",5,12,172,0
0202014020080828,2,140,1,719,72,"PUNT",1,413,0,"TOUCHDOWN",12,72,306,1
0202014020080828,3,202,1,413,60,"KICKOFF",1,253,39,"PUNT",6,21,160,0
0202014020080828,4,140,1,253,80,"PUNT",2,768,0,"TOUCHDOWN",14,80,385,1
0202014020080828,5,202,2,768,80,"KICKOFF",2,613,93,"PUNT",3,-13,155,0
0202014020080828,6,140,2,613,34,"PUNT",2,537,0,"TOUCHDOWN",3,34,76,1
0202014020080828,7,202,2,528,49,"KICKOFF",2,332,23,"MISSED FIELD GOAL",7,26,196,0
0202014020080828,8,140,2,332,77,"MISSED FIELD GOAL",2,269,68,"PUNT",3,9,63,0
0202014020080828,9,202,2,269,70,"PUNT",2,190,61,"PUNT",3,9,79,0
0202014020080828,10,140,2,190,77,"PUNT",2,163,46,"FUMBLE",2,31,27,0
0202014020080828,11,202,2,163,54,"FUMBLE",2,118,53,"FUMBLE",2,1,45,0
0202014020080828,12,140,2,118,47,"FUMBLE",2,109,0,"TOUCHDOWN",1,47,9,0
0202014020080828,13,202,2,101,79,"KICKOFF",2,33,76,"PUNT",3,3,68,0
0202014020080828,14,140,2,33,67,"PUNT",2,0,47,"END OF HALF",2,20,33,0
0202014020080828,15,140,3,893,78,"KICKOFF",3,337,0,"TOUCHDOWN",20,78,556,1
0202014020080828,16,202,3,332,80,"KICKOFF",3,229,82,"PUNT",3,-2,103,0
0202014020080828,17,140,3,229,51,"PUNT",3,98,0,"TOUCHDOWN",6,51,131,1
0202014020080828,18,202,3,98,80,"KICKOFF",3,58,0,"TOUCHDOWN",2,80,40,0
0202014020080828,19,140,3,50,77,"KICKOFF",4,886,87,"PUNT",3,-10,64,0
0202014020080828,20,202,4,886,62,"PUNT",4,612,32,"INTERCEPTION",8,30,274,1
0202014020080828,21,140,4,612,86,"INTERCEPTION",4,495,74,"PUNT",4,12,117,0
0202014020080828,22,202,4,495,68,"PUNT",4,378,59,"PUNT",3,9,117,0
0202014020080828,23,140,4,378,77,"PUNT",4,261,82,"PUNT",3,-5,117,0
0202014020080828,24,202,4,261,72,"PUNT",4,146,63,"PUNT",3,9,115,0
0202014020080828,25,140,4,146,82,"PUNT",4,0,15,"END OF HALF",6,67,146,0
0283016420080828,1,164,1,900,68,"KICKOFF",1,786,63,"PUNT",3,5,114,0
0283016420080828,2,164,1,786,1,"FUMBLE",1,783,0,"TOUCHDOWN",1,1,3,1
0283016420080828,3,283,1,783,67,"KICKOFF",1,706,66,"PUNT",3,1,77,0
0283016420080828,4,164,1,706,73,"PUNT",1,598,40,"PUNT",4,33,108,0
0283016420080828,5,283,1,598,80,"PUNT",1,493,39,"INTERCEPTION",5,41,105,0
0283016420080828,6,164,1,493,60,"INTERCEPTION",1,287,0,"TOUCHDOWN",7,60,206,1
0283016420080828,7,283,1,287,80,"KICKOFF",1,135,55,"PUNT",5,25,152,0
0283016420080828,8,164,1,135,65,"PUNT",2,894,21,"INTERCEPTION",6,44,141,1
0283016420080828,9,283,2,894,80,"INTERCEPTION",2,355,60,"PUNT",15,20,539,0
0283016420080828,10,164,2,355,76,"PUNT",2,181,0,"TOUCHDOWN",8,76,174,1
0283016420080828,11,283,2,181,68,"KICKOFF",2,100,68,"PUNT",3,0,81,0
0283016420080828,12,164,2,100,43,"PUNT",2,41,0,"TOUCHDOWN",5,43,59,1
0283016420080828,13,283,2,41,67,"KICKOFF",2,0,65,"END OF HALF",1,2,41,0
0283016420080828,14,283,3,900,76,"KICKOFF",3,819,80,"PUNT",3,-4,81,0
0283016420080828,15,164,3,819,56,"PUNT",3,555,5,"INTERCEPTION",10,51,264,1
0283016420080828,16,283,3,555,44,"INTERCEPTION",3,337,11,"FIELD GOAL",7,33,218,1
0283016420080828,17,164,3,337,61,"KICKOFF",3,297,71,"INTERCEPTION",1,-10,40,0
0283016420080828,18,283,3,297,12,"INTERCEPTION",3,162,11,"DOWNS",4,1,135,1
0283016420080828,19,164,3,162,88,"DOWNS",4,687,0,"TOUCHDOWN",16,88,375,1
0283016420080828,20,283,4,687,84,"KICKOFF",4,571,70,"PUNT",5,14,116,0
0283016420080828,21,164,4,571,73,"PUNT",4,444,53,"FUMBLE",5,20,127,0
0283016420080828,22,283,4,444,38,"FUMBLE",4,329,18,"INTERCEPTION",4,20,115,1
0283016420080828,23,164,4,329,80,"INTERCEPTION",4,63,43,"FUMBLE",9,37,266,0
0283016420080828,24,283,4,63,57,"FUMBLE",4,0,55,"END OF HALF",2,2,63,0
0305020420080828,1,305,1,900,54,"KICKOFF",1,751,39,"PUNT",6,15,149,0
0305020420080828,2,204,1,751,80,"PUNT",1,521,0,"TOUCHDOWN",9,80,230,1
0305020420080828,3,305,1,516,79,"KICKOFF",1,429,81,"PUNT",3,-2,87,0
0305020420080828,4,204,1,429,61,"PUNT",1,418,0,"TOUCHDOWN",1,61,11,0
0305020420080828,5,305,1,418,60,"KICKOFF",1,329,51,"PUNT",3,9,89,0
0305020420080828,6,204,1,329,98,"PUNT",1,171,86,"PUNT",5,12,158,0
0305020420080828,7,305,1,171,49,"PUNT",1,33,58,"PUNT",3,-9,138,0
0305020420080828,8,204,1,33,61,"PUNT",2,677,0,"TOUCHDOWN",11,61,256,1
0305020420080828,9,305,2,672,71,"KICKOFF",2,560,63,"INTERCEPTION",4,8,112,0
0305020420080828,10,204,2,560,86,"INTERCEPTION",2,427,0,"TOUCHDOWN",10,86,133,1
0305020420080828,11,305,2,420,75,"KICKOFF",2,367,84,"INTERCEPTION",3,-9,53,0
0305020420080828,12,204,2,367,67,"INTERCEPTION",2,107,14,"FUMBLE",7,53,260,0
0305020420080828,13,305,2,107,86,"FUMBLE",2,5,8,"MISSED FIELD GOAL",13,78,102,1
0305020420080828,14,204,2,5,80,"MISSED FIELD GOAL",2,0,81,"END OF HALF",1,-1,5,0
0305020420080828,15,204,3,890,66,"KICKOFF",3,837,60,"PUNT",3,6,53,0
0305020420080828,16,305,3,837,95,"PUNT",3,648,76,"PUNT",6,19,189,0
0305020420080828,17,204,3,648,52,"PUNT",3,397,0,"TOUCHDOWN",9,52,251,1
0305020420080828,18,305,3,390,77,"KICKOFF",3,265,71,"PUNT",3,6,125,0
0305020420080828,19,204,3,265,79,"PUNT",3,90,0,"TOUCHDOWN",7,79,175,1
0305020420080828,20,305,3,81,73,"KICKOFF",4,891,77,"PUNT",3,-4,90,0
0305020420080828,21,204,4,891,53,"PUNT",4,634,16,"FIELD GOAL",10,37,257,1
0305020420080828,22,305,4,629,74,"KICKOFF",4,585,71,"INTERCEPTION",2,3,44,0
0305020420080828,23,204,4,585,48,"INTERCEPTION",4,450,42,"PUNT",3,6,135,0
0305020420080828,24,305,4,450,86,"PUNT",4,327,83,"PUNT",3,3,123,0
0305020420080828,25,204,4,327,76,"PUNT",4,157,0,"TOUCHDOWN",7,76,170,1
0305020420080828,26,305,4,149,71,"KICKOFF",4,0,66,"PUNT",3,5,149,0
0315025520080828,1,315,1,900,76,"KICKOFF",1,750,69,"PUNT",3,7,150,0
0315025520080828,2,255,1,750,72,"PUNT",1,445,51,"PUNT",10,21,305,0
0315025520080828,3,315,1,445,80,"PUNT",1,438,80,"INTERCEPTION",1,0,7,0
0315025520080828,4,255,1,438,27,"INTERCEPTION",1,345,0,"TOUCHDOWN",3,27,93,0
0315025520080828,5,315,1,339,71,"KICKOFF",1,244,64,"PUNT",3,7,95,0
0315025520080828,6,255,1,244,68,"PUNT",1,150,0,"TOUCHDOWN",4,68,94,1
0315025520080828,7,315,1,143,78,"KICKOFF",1,65,69,"PUNT",3,9,78,0
0315025520080828,8,255,1,65,65,"PUNT",2,788,0,"TOUCHDOWN",6,65,177,1
0315025520080828,9,315,2,781,75,"KICKOFF",2,563,70,"PUNT",5,5,218,0
0315025520080828,10,255,2,563,60,"PUNT",2,397,40,"DOWNS",5,20,166,0
0315025520080828,11,315,2,397,60,"DOWNS",2,235,39,"DOWNS",7,21,162,0
0315025520080828,12,255,2,235,61,"DOWNS",2,152,0,"TOUCHDOWN",4,61,83,0
0315025520080828,13,315,2,146,73,"KICKOFF",2,30,18,"INTERCEPTION",8,55,116,1
0315025520080828,14,255,2,30,51,"INTERCEPTION",2,0,54,"END OF HALF",3,-3,30,0
0315025520080828,15,315,3,897,33,"FUMBLE",3,773,0,"TOUCHDOWN",7,33,124,1
0315025520080828,16,255,3,773,76,"KICKOFF",3,636,0,"TOUCHDOWN",6,76,137,0
0315025520080828,17,315,3,631,75,"KICKOFF",3,491,54,"FUMBLE",5,21,140,0
0315025520080828,18,255,3,491,46,"FUMBLE",3,246,21,"MISSED FIELD GOAL",8,25,245,1
0315025520080828,19,315,3,246,79,"MISSED FIELD GOAL",3,66,50,"PUNT",6,29,180,0
0315025520080828,20,255,3,66,61,"PUNT",4,855,43,"FUMBLE",4,18,111,0
0315025520080828,21,315,4,855,57,"FUMBLE",4,798,70,"PUNT",3,-13,57,0
0315025520080828,22,255,4,798,44,"PUNT",4,710,0,"TOUCHDOWN",3,44,88,1
0315025520080828,23,315,4,706,67,"KICKOFF",4,594,42,"FUMBLE",5,25,112,0
0315025520080828,24,255,4,594,57,"FUMBLE",4,380,35,"MISSED FIELD GOAL",6,22,214,1
0315025520080828,25,315,4,380,64,"MISSED FIELD GOAL",4,37,0,"TOUCHDOWN",12,64,343,1
0315025520080828,26,255,4,37,60,"KICKOFF",4,0,60,"END OF HALF",1,0,37,0
0649031120080828,1,311,1,900,69,"KICKOFF",1,690,0,"TOUCHDOWN",8,69,210,1
0649031120080828,2,649,1,685,79,"KICKOFF",1,619,74,"FUMBLE",3,5,66,0
0649031120080828,3,311,1,619,20,"FUMBLE",1,458,0,"FUMBLE",5,20,161,1
0649031120080828,4,649,1,458,80,"FUMBLE",1,325,76,"PUNT",3,4,133,0
0649031120080828,5,649,1,325,24,"FUMBLE",1,275,23,"INTERCEPTION",2,1,50,0
0649031120080828,6,311,1,275,26,"INTERCEPTION",1,162,18,"FIELD GOAL",4,8,113,1
0649031120080828,7,649,1,157,70,"KICKOFF",2,890,60,"PUNT",5,10,167,0
0649031120080828,8,311,2,890,77,"PUNT",2,812,66,"FUMBLE",4,11,78,0
0649031120080828,9,649,2,812,34,"FUMBLE",2,569,5,"INTERCEPTION",10,29,243,1
0649031120080828,10,311,2,569,41,"INTERCEPTION",2,415,19,"FIELD GOAL",5,22,154,1
0649031120080828,11,649,2,408,86,"KICKOFF",2,262,22,"INTERCEPTION",7,64,146,0
0649031120080828,12,311,2,262,14,"INTERCEPTION",2,256,0,"TOUCHDOWN",1,14,6,1
0649031120080828,13,649,2,244,78,"KICKOFF",2,91,46,"INTERCEPTION",6,32,153,0
0649031120080828,14,311,2,91,81,"INTERCEPTION",2,0,69,"END OF HALF",3,12,91,0
0649031120080828,15,649,3,900,75,"KICKOFF",3,540,19,"FIELD GOAL",12,56,360,1
0649031120080828,16,311,3,533,60,"KICKOFF",3,237,0,"TOUCHDOWN",11,60,296,1
0649031120080828,17,649,3,230,75,"KICKOFF",3,134,67,"INTERCEPTION",3,8,96,0
0649031120080828,18,649,3,122,79,"KICKOFF",4,888,75,"PUNT",3,4,134,0
0649031120080828,19,311,4,888,60,"PUNT",4,659,13,"FIELD GOAL",10,47,229,1
0649031120080828,20,649,4,655,65,"KICKOFF",4,444,0,"TOUCHDOWN",10,65,211,1
0649031120080828,21,311,4,438,68,"KICKOFF",4,389,0,"TOUCHDOWN",2,68,49,0
0649031120080828,22,649,4,383,86,"KICKOFF",4,367,0,"TOUCHDOWN",1,86,16,0
0649031120080828,23,311,4,366,80,"KICKOFF",4,0,33,"END OF HALF",11,47,366,0
0736041420080828,1,736,1,900,69,"KICKOFF",1,731,58,"FUMBLE",5,11,169,0
0736041420080828,2,414,1,731,42,"FUMBLE",1,668,19,"FIELD GOAL",5,23,63,1
0736041420080828,3,736,1,663,71,"KICKOFF",1,481,0,"TOUCHDOWN",8,71,182,1
0736041420080828,4,414,1,476,80,"KICKOFF",1,471,80,"INTERCEPTION",1,0,5,0
0736041420080828,5,736,1,471,19,"INTERCEPTION",1,383,24,"FIELD GOAL",4,-5,88,1
0736041420080828,6,414,1,377,80,"KICKOFF",1,85,42,"PUNT",8,38,292,0
0736041420080828,7,736,1,85,1,"PUNT",1,11,0,"TOUCHDOWN",3,1,74,1
0736041420080828,8,414,1,1,71,"KICKOFF",2,893,54,"INTERCEPTION",2,17,8,0
0736041420080828,9,736,2,893,86,"INTERCEPTION",2,689,68,"PUNT",6,18,204,0
0736041420080828,10,414,2,689,83,"PUNT",2,418,0,"TOUCHDOWN",8,83,271,0
0736041420080828,11,736,2,413,66,"KICKOFF",2,333,0,"TOUCHDOWN",3,66,80,1
0736041420080828,12,414,2,328,76,"KICKOFF",2,129,71,"PUNT",8,5,199,0
0736041420080828,13,736,2,129,64,"PUNT",2,14,14,"FIELD GOAL",7,50,115,1
0736041420080828,14,414,2,8,57,"KICKOFF",2,0,57,"END OF HALF",2,0,8,0
0736041420080828,15,414,3,890,68,"KICKOFF",3,713,62,"PUNT",7,6,177,0
0736041420080828,16,736,3,713,93,"PUNT",3,574,93,"PUNT",3,0,139,0
0736041420080828,17,414,3,574,49,"PUNT",3,402,12,"FIELD GOAL",8,37,172,1
0736041420080828,18,736,3,396,75,"KICKOFF",3,187,39,"PUNT",7,36,209,0
0736041420080828,19,414,3,187,94,"PUNT",3,19,73,"PUNT",6,21,168,0
0736041420080828,20,736,3,19,65,"PUNT",4,760,41,"PUNT",4,24,159,0
0736041420080828,21,414,4,760,95,"PUNT",4,696,90,"PUNT",3,5,64,0
0736041420080828,22,736,4,696,71,"PUNT",4,340,0,"TOUCHDOWN",11,71,356,1
0736041420080828,23,414,4,332,66,"KICKOFF",4,249,58,"DOWNS",4,8,83,0
0736041420080828,24,736,4,249,42,"DOWNS",4,90,22,"FUMBLE",6,20,159,0
0736041420080828,25,414,4,90,78,"FUMBLE",4,13,1,"INTERCEPTION",8,77,77,1
0736041420080828,26,736,4,13,80,"INTERCEPTION",4,0,83,"END OF HALF",1,-3,13,0
0048041520080828,1,415,1,900,66,"KICKOFF",1,743,0,"TOUCHDOWN",7,66,157,0
0048041520080828,2,48,1,743,79,"KICKOFF",1,528,58,"DOWNS",6,21,215,0
0048041520080828,3,415,1,528,43,"DOWNS",1,269,0,"TOUCHDOWN",9,43,259,1
0048041520080828,4,48,1,269,80,"KICKOFF",1,201,75,"PUNT",3,5,68,0
0048041520080828,5,415,1,201,60,"PUNT",1,66,0,"TOUCHDOWN",5,60,135,1
0048041520080828,6,48,1,66,60,"KICKOFF",2,887,53,"PUNT",3,7,79,0
0048041520080828,7,415,2,887,80,"PUNT",2,761,65,"PUNT",5,15,126,0
0048041520080828,8,415,2,761,14,"FUMBLE",2,749,0,"TOUCHDOWN",2,14,12,1
0048041520080828,9,48,2,749,83,"KICKOFF",2,582,72,"PUNT",5,11,167,0
0048041520080828,10,415,2,582,58,"PUNT",2,466,35,"FUMBLE",4,23,116,0
0048041520080828,11,48,2,466,65,"FUMBLE",2,253,47,"PUNT",6,18,213,0
0048041520080828,12,415,2,253,68,"PUNT",2,131,48,"PUNT",4,20,122,0
0048041520080828,13,48,2,131,85,"PUNT",2,0,85,"END OF HALF",3,0,131,0
0048041520080828,14,48,3,900,75,"KICKOFF",3,804,74,"PUNT",3,1,96,0
0048041520080828,15,48,3,804,48,"KICKOFF",3,716,49,"PUNT",3,-1,88,0
0048041520080828,16,415,3,716,85,"PUNT",3,539,69,"PUNT",6,16,177,0
0048041520080828,17,48,3,539,66,"PUNT",3,219,0,"TOUCHDOWN",11,66,320,1
0048041520080828,18,415,3,219,60,"KICKOFF",3,44,0,"TOUCHDOWN",6,60,175,1
0048041520080828,19,48,3,44,77,"KICKOFF",4,840,80,"PUNT",3,-3,104,0
0048041520080828,20,415,4,840,52,"PUNT",4,523,5,"FIELD GOAL",11,47,317,1
0048041520080828,21,48,4,523,85,"KICKOFF",4,377,87,"PUNT",3,-2,146,0
0048041520080828,22,415,4,377,49,"PUNT",4,153,0,"TOUCHDOWN",7,49,224,1
0048041520080828,23,48,4,153,89,"KICKOFF",4,0,80,"END OF HALF",5,9,153,0
0716041920080828,1,419,1,900,80,"KICKOFF",1,729,63,"PUNT",6,17,171,0
0716041920080828,2,716,1,729,53,"PUNT",1,642,47,"PUNT",3,6,87,0
0716041920080828,3,419,1,642,80,"PUNT",1,586,82,"INTERCEPTION",3,-2,56,0
0716041920080828,4,716,1,586,4,"INTERCEPTION",1,582,0,"TOUCHDOWN",1,4,4,1
0716041920080828,5,419,1,582,80,"KICKOFF",1,223,5,"FIELD GOAL",15,75,359,1
0716041920080828,6,716,1,223,91,"KICKOFF",1,85,82,"PUNT",3,9,138,0
0716041920080828,7,419,1,85,63,"PUNT",2,887,64,"PUNT",3,-1,98,0
0716041920080828,8,716,2,887,70,"PUNT",2,700,0,"TOUCHDOWN",9,70,187,1
0716041920080828,9,419,2,700,80,"KICKOFF",2,424,39,"DOWNS",11,41,276,0
0716041920080828,10,716,2,424,61,"DOWNS",2,336,79,"FUMBLE",5,-18,88,0
0716041920080828,11,419,2,336,21,"FUMBLE",2,125,12,"FUMBLE",6,9,211,1
0716041920080828,12,716,2,125,21,"FUMBLE",2,59,18,"FIELD GOAL",4,3,66,1
0716041920080828,13,419,2,59,85,"KICKOFF",2,0,97,"END OF HALF",3,-12,59,0
0716041920080828,14,716,3,900,79,"KICKOFF",3,791,0,"TOUCHDOWN",6,79,109,0
0716041920080828,15,419,3,791,62,"KICKOFF",3,663,74,"PUNT",3,-12,128,0
0716041920080828,16,419,3,663,38,"FUMBLE",3,608,39,"PUNT",3,-1,55,0
0716041920080828,17,716,3,608,93,"PUNT",3,501,77,"PUNT",5,16,107,0
0716041920080828,18,419,3,501,72,"PUNT",3,280,57,"PUNT",7,15,221,0
0716041920080828,19,716,3,280,76,"PUNT",3,233,76,"INTERCEPTION",3,0,47,0
0716041920080828,20,419,3,233,17,"INTERCEPTION",3,28,1,"DOWNS",7,16,205,1
0716041920080828,21,716,3,28,99,"DOWNS",4,766,58,"PUNT",7,41,162,0
0716041920080828,22,419,4,766,74,"PUNT",4,649,65,"PUNT",3,9,117,0
0716041920080828,23,716,4,649,75,"PUNT",4,551,70,"PUNT",3,5,98,0
0716041920080828,24,419,4,551,46,"PUNT",4,544,0,"TOUCHDOWN",1,46,7,0
