"Game Code","Attendance","Duration"
0005016420070929,38212,194
0008023420070929,85412,224
0009071920070929,22710,210
0028067420070929,32125,181
0037023520070929,90685,197
0051069720070929,82970,201
0077047320070929,34204,214
0086004720070929,14333,160
0107052920070929,59273,210
0108063020070929,17431,194
0110052820070929,41137,205
0140062620070929,24647,207
0147025520070929,54635,197
0156069820070929,32807,195
0193041520070929,30614,178
0196028820070929,20719,210
0204073620070929,37220,193
0229033420070929,65927,185
0231041920070929,15605,188
0277029520070929,13807,207
0306031220070929,70585,208
0311046320070929,84703,204
0327070320070929,84864,203
0331051920070929,18297,225
0365071820070929,58769,209
0366009620070929,38104,190
0367049020070929,56487,210
0392058720070929,43803,224
0400006720070929,44111,200
0416079620070929,82164,220
0418050920070929,46604,205
0430064820070929,78883,209
0433025720070929,92746,189
0457074220070929,66233,181
0465046620070929,25278,198
0497003120070929,66343,203
0498071620070929,18273,202
0503012920070929,18465,212
0508070020070929,52893,205
0513055920070929,62250,207
0518042820070929,51611,193
0522015720070929,50031,202
0539030120070929,57078,203
0545074620070929,60888,186
0624052120070929,41139,193
0657075620070929,68654,213
0671012820070929,42646,196
0688041420070929,16800,196
0690072520070929,34176,220
0704066320070929,16464,216
0721072620070929,37615,171
0731073220070929,41884,180
0754002920070929,50945,210
0772007120070929,20622,191
0774070920070929,18542,187
2678047220070929,15329,208
0388040420071002,25324,150
0574066420071003,25656,213
0334064820071004,76220,215
0732036720071005,40894,214
0005077420071006,25610,210
0009043020071006,45259,180
0028075420071006,35117,209
0029052820071006,40489,198
0030049820071006,12088,185
0071006720071006,40117,200
0096046620071006,18503,223
0128019620071006,42777,252
0129004720071006,9617,215
0140058720071006,43768,225
0157005120071006,32376,217
0204041820071006,108415,193
0235036520071006,92910,213
0255039220071006,47527,202
0257069420071006,107052,196
0288000820071006,92138,210
0295063020071006,16289,195
0311070020071006,46558,200
0312053920071006,108951,195
0328032720071006,50924,206
0355070920071006,16071,165
0366043320071006,45138,188
0414033120071006,17165,210
0415045720071006,59000,206
0428030620071006,32009,198
0463043420071006,70049,207
0465072120071006,35583,175
0490023420071006,82214,250
0497067120071006,9464,223
0503069020071006,21065,190
0509041620071006,67378,218
0513011020071006,78543,205
0518055920071006,65497,198
0519008620071006,10755,170
0521069720071006,86217,212
0522070320071006,80000,201
0626015620071006,27930,181
0651022920071006,21106,220
0674065720071006,85125,207
0693003120071006,54836,191
0698081120071006,23007,181
0716023120071006,5723,204
0718072520071006,30022,200
0719070420071006,35676,219
0731027720071006,36360,208
0736003720071006,82657,179
0742014720071006,82000,233
0746041920071006,23227,205
0749019320071006,20134,203
0768068820071006,35345,189
0796030120071006,57078,208
0472006620071007,30239,197
0726054520071010,30103,228
0234074920071011,32906,220
0277063020071012,20473,257
0008043320071013,59791,214
0029065720071013,84671,204
0037003120071013,72463,189
0051032820071013,43556,228
0067051320071013,80795,233
0071041420071013,16148,189
0077046520071013,38026,178
0096029520071013,14205,190
0128065120071013,65948,224
0157032720071013,46637,214
0164074620071013,60004,189
0196070420071013,41365,230
0204051920071013,17031,229
0255041520071013,52416,189
0257073620071013,39773,182
0301031220071013,70585,170
0306041620071013,73449,194
0331051820071013,105051,167
0365033420071013,70902,267
0367014020071013,35097,225
0388071920071013,20255,222
0419040420071013,30101,188
0428050920071013,23314,236
0434052220071013,85041,215
0472036620071013,18211,201
0473081120071013,22301,243
0498049720071013,18973,228
0521046320071013,84334,185
0528010720071013,63995,210
0559041820071013,110888,203
0574028820071013,26514,231
0587068820071013,36226,202
0626073220071013,40898,185
0648045720071013,61000,198
0663066420071013,31534,182
0671003020071013,18242,187
0690000520071013,14017,225
0694043020071013,50217,197
0697070020071013,55491,192
0698067420071013,37777,217
0703031120071013,52060,201
0709008620071013,12529,213
0718000920071013,24144,208
0721015620071013,25150,173
0725012920071013,21013,184
0742019320071013,23691,198
0754052920071013,58749,200
0756002820071013,64347,201
0772004720071013,15824,188
0774050320071013,23057,183
0796053920071013,109754,189
0466006620071014,30394,236
0651058720071018,44267,230
0732069820071018,25391,200
0367016420071019,40000,181
0509020420071019,10000,210
0030041920071020,12505,177
0031043320071020,52671,185
0037036520071020,92630,203
0047077420071020,17892,204
0066036620071020,19199,223
0071033120071020,10248,167
0086068820071020,30897,210
0107011020071020,83494,209
0129014720071020,81000,203
0140054520071020,33423,205
0156046520071020,19266,197
0207007720071020,64522,182
0229067120071020,12290,240
0231049820071020,8814,178
0235033420071020,71024,220
0288000920071020,11588,190
0295047220071020,15788,218
0312055920071020,58123,204
0327052120071020,41725,216
0328015720071020,51940,199
0404057420071020,11122,216
0414069020071020,21041,213
0415023420071020,82728,231
0416051820071020,105287,174
0418030120071020,57078,198
0430076820071020,61022,191
0466073120071020,9462,182
0473062620071020,20205,201
0490019620071020,43527,202
0493042820071020,63088,188
0497071620071020,23887,189
0503079620071020,81883,175
0519070920071020,18928,200
0522031120071020,49511,194
0529075620071020,66481,200
0539030620071020,41251,212
0630009620071020,35494,195
0657051320071020,80795,202
0674002920071020,55270,190
0694000820071020,92138,206
0697046320071020,84473,202
0700043420071020,63396,199
0703005120071020,41335,219
0718066320071020,14901,209
0719012820071020,45510,207
0725025520071020,50242,200
0736064820071020,79212,175
0746039220071020,52782,204
0749072620071020,36992,183
0811072120071020,41531,200
0664038820071021,27234,197
0067074220071025,66233,213
0721047320071025,26087,193
0066009620071026,40607,210
0005008620071027,10142,175
0009019620071027,41125,195
0029075620071027,61124,207
0047030120071027,55578,186
0051032720071027,45959,210
0107002820071027,71706,221
0110075420071027,31027,200
0129033120071027,6439,192
0147039220071027,50948,207
0157070020071027,49084,209
0180072620071027,35213,219
0193023420071027,79159,200
0231003120071027,60750,188
0257023520071027,84481,209
0288070420071027,35116,204
0295046620071027,11960,188
0306079620071027,81324,195
0311043420071027,53386,193
0328069720071027,85341,210
0366073120071027,8543,193
0404071820071027,23267,185
0414073620071027,26450,188
0416031220071027,70585,210
0419049720071027,18181,219
0428041820071027,109432,180
0430033420071027,68173,187
0433003720071027,87451,180
0457074920071027,33023,178
0463070320071027,85968,225
0465081120071027,16940,219
0472027720071027,41218,220
0498022920071027,16902,227
0503070920071027,18545,175
0509055920071027,58237,190
0518053920071027,110134,179
0519007120071027,11602,194
0545036720071027,34792,191
0574038820071027,31768,207
0648069420071027,105962,227
0651016420071027,40000,200
0657052920071027,59277,186
0663071920071027,18853,221
0674052820071027,42089,180
0716003020071027,14694,190
0732015620071027,16718,166
0746049020071027,55342,220
0768058720071027,43620,193
0774020420071027,7002,170
0128066420071028,27103,177
0742025520071101,52202,205
0005007120071102,12766,211
0466047220071102,12268,225
0690051920071102,15632,174
0028052920071103,59379,205
0047030620071103,34406,210
0086041420071103,12288,180
0110002920071103,51727,209
0140065120071103,57379,246
0147019320071103,20457,185
0156007720071103,64441,181
0196040420071103,27186,215
0204070920071103,17270,185
0231003020071103,12326,196
0234006720071103,40065,237
0301042820071103,46604,186
0312050920071103,30173,210
0327031120071103,45551,208
0365000820071103,92138,253
0366029520071103,10479,207
0388012820071103,46103,189
0392045720071103,56000,201
0418041620071103,77009,216
0419049820071103,10228,240
0434015720071103,51483,213
0463032820071103,51910,223
0473069820071103,28369,185
0490041520071103,34621,217
0508043320071103,23283,195
0528065720071103,85713,186
0559053920071103,108318,204
0587016420071103,40000,205
0630006620071103,30416,205
0648003120071103,70742,216
0664000920071103,13348,191
0671069420071103,96197,176
0688054520071103,31374,200
0692003720071103,85754,165
0697052220071103,85044,206
0700005120071103,39015,216
0703052120071103,41406,219
0704057420071103,12313,247
0716025720071103,92746,208
0719071820071103,15271,194
0725072120071103,46144,185
0726051320071103,80795,235
0731009620071103,32904,190
0736023520071103,90222,209
0749074620071103,60106,189
0754010720071103,55711,194
0756067420071103,36570,192
0796051820071103,105449,198
0811062620071103,22852,205
0663028820071104,22774,205
0129077420071106,16952,208
0519000520071107,12453,209
0367076820071108,60992,228
0698007720071108,64241,203
0071020420071109,4304,196
0587072520071109,39073,190
0008043020071110,56188,191
0028011020071110,78690,198
0030022920071110,18540,211
0031069420071110,104459,186
0037025720071110,92746,215
0051052220071110,84450,202
0066073120071110,18864,183
0067039220071110,52827,209
0096027720071110,49047,203
0128000920071110,12621,195
0156047320071110,27031,184
0157031120071110,45487,208
0164014020071110,30943,197
0196038820071110,26718,180
0234074220071110,66233,227
0235064820071110,81215,220
0255019320071110,18788,200
0261049820071110,30101,190
0288071920071110,25428,205
0301051820071110,105453,169
0306050920071110,20466,196
0327046320071110,84665,212
0328052120071110,39848,214
0331050320071110,13831,195
0334073620071110,39773,216
0366036520071110,92512,218
0404066420071110,29354,192
0416055920071110,55630,205
0418079620071110,82352,210
0428031220071110,70585,193
0457049020071110,57583,210
0472063020071110,10452,195
0539069020071110,69029,184
0574066320071110,13902,223
0626046520071110,18837,185
0651068820071110,38039,210
0657010720071110,72516,205
0671041920071110,19227,190
0674075420071110,31110,210
0697043420071110,64945,209
0700070320071110,86401,220
0704071820071110,15479,180
0716077220071110,16972,192
0721051320071110,80795,214
0726049720071110,26012,198
0746041520071110,62106,179
0749014720071110,81500,198
0756052820071110,45629,232
0811073220071110,42477,205
0709004720071113,10162,220
0005041420071114,13274,198
0497003020071115,11736,166
0529002920071115,50387,236
0204012920071116,15822,203
0277046620071116,22437,216
0009040420071117,31138,191
0067014720071117,81500,212
0071008620071117,11740,182
0077081120071117,19827,183
0107075620071117,60005,207
0128066320071117,10271,191
0193051320071117,80975,212
0229023520071117,90107,210
0253015620071117,14332,179
0295006620071117,30681,218
0311032820071117,51050,203
0331069020071117,16019,177
0334025720071117,92746,197
0365043320071117,61118,225
0367065120071117,57288,235
0388028820071117,21116,220
0392023420071117,80213,200
0415074220071117,66233,193
0430003120071117,55185,198
0434032720071117,48406,215
0457025520071117,45490,210
0465069820071117,26425,180
0473073220071117,43788,190
0490074920071117,33052,207
0498000820071117,92138,179
0503072620071117,34517,185
0509030120071117,54116,190
0518041820071117,111941,190
0521005120071117,28159,195
0522070020071117,55038,243
0528075420071117,22660,225
0539041620071117,72251,201
0545058720071117,43531,203
0559030620071117,50741,222
0626072120071117,34227,200
0630036620071117,13027,192
0664070420071117,28592,204
0671023120071117,5734,188
0688016420071117,40000,198
0718057420071117,11539,188
0719072520071117,27687,215
0731047220071117,7537,181
0736069420071117,105077,195
0768014020071117,35097,210
0774031220071117,70585,200
0796042820071117,59116,212
0419071620071120,18242,198
0657002820071122,71706,202
0031036520071123,92606,260
0066027720071123,50000,225
0129000520071123,16000,245
0433043020071123,51727,196
0463015720071123,51403,236
0703069720071123,88253,227
0709007120071123,18926,193
0811015620071123,18827,201
0008003720071124,87451,190
0009038820071124,26762,210
0030066420071124,17705,164
0047050320071124,8237,172
0086033120071124,2687,180
0140068820071124,30040,233
0147064820071124,82410,194
0164076820071124,59701,195
0193045720071124,52000,192
0229023120071124,6122,223
0234023520071124,90664,207
0257025520071124,54990,278
0327009620071124,34671,213
0392049020071124,54856,195
0414051920071124,11438,211
0415006720071124,44500,202
0434032820071124,80537,212
0465047320071124,22658,194
0466063020071124,12678,210
0498067120071124,8045,174
0513067420071124,48953,221
0521052220071124,85238,196
0529011020071124,72434,190
0651054520071124,31123,215
0663040420071124,20184,273
0690077420071124,8662,180
0694033420071124,69813,283
0698062620071124,18350,215
0699028820071124,12139,192
0704012820071124,41967,177
0718019620071124,35362,185
0719057420071124,11742,228
0731029520071124,8102,202
0732007720071124,64749,189
0742074620071124,61711,201
0749073620071124,27650,203
0754075620071124,72888,217
0772049720071124,5027,210
0587036720071129,39612,231
0096047220071130,6937,195
0029002820071201,71706,213
0077062620071201,28473,204
0107067420071201,49209,202
0110065720071201,91553,203
0229071620071201,17893,210
0366046620071201,9113,183
0414012920071201,25013,195
0497023120071201,10129,198
0522043420071201,62585,212
0528052920071201,59050,235
0545076820071201,60100,190
0694036520071201,73832,219
0719012820071201,44128,214
0725072620071201,71610,179
0742006720071201,53212,213
0756027720071201,50000,212
0732072620071220,39129,210
0404022920071221,25146,216
0110007720071222,40712,203
0466047320071222,30223,197
0664014020071222,35258,214
0066019620071223,30467,218
0559012920071226,60624,226
0028070320071227,64020,252
0067041620071228,46554,214
0288069820071228,62097,212
0392052820071228,32517,200
0128043020071229,63816,193
0164074920071229,53126,193
0539069720071229,66166,221
0008015720071230,47043,200
0107072120071231,40905,212
0147003720071231,74413,224
0255009620071231,27062,215
0306052120071231,48892,232
0334023420071231,68661,252
0651052920071231,49867,235
0277025720080101,74383,245
0301065720080101,93923,220
0418023520080101,69748,232
0434003120080101,73114,214
0700074620080101,60243,250
0796069420080101,60121,210
0768052220080102,70016,225
0328074220080103,74111,214
0587004720080105,31455,234
0071071920080106,36932,208
0365051820080107,79651,208
