"Team Code","Game Code","Rush Att","Rush Yard","Rush TD","Pass Att","Pass Comp","Pass Yard","Pass TD","Pass Int","Pass Conv","Kickoff Ret","Kickoff Ret Yard","Kickoff Ret TD","Punt Ret","Punt Ret Yard","Punt Ret TD","Fum Ret","Fum Ret Yard","Fum Ret TD","Int Ret","Int Ret Yard","Int Ret TD","Misc Ret","Misc Ret Yard","Misc Ret TD","Field Goal Att","Field Goal Made","Off XP Kick Att","Off XP Kick Made","Off 2XP Att","Off 2XP Made","Def 2XP Att","Def 2XP Made","Safety","Points","Punt","Punt Yard","Kickoff","Kickoff Yard","Kickoff Touchback","Kickoff Out-Of-Bounds","Kickoff Onside","Fumble","Fumble Lost","Tackle Solo","Tackle Assist","Tackle For Loss","Tackle For Loss Yard","Sack","Sack Yard","QB Hurry","Fumble Forced","Pass Broken Up","Kick/Punt Blocked","1st Down Rush","1st Down Pass","1st Down Penalty","Time Of Possession","Penalty","Penalty Yard","Third Down Att","Third Down Conv","Fourth Down Att","Fourth Down Conv","Red Zone Att","Red Zone TD","Red Zone Field Goal"
8,0694000820071020,38,147,1,46,32,363,3,0,1,3,89,0,0,0,0,0,0,0,2,29,0,0,0,0,5,4,3,3,1,1,0,0,0,41,2,87,8,490,0,0,1,1,0,47,15,1.0,2,0.0,0,4,0,5,0,6,15,6,2258,8,66,18,8,1,1,5,4,1
8,0365000820071103,33,20,0,40,14,234,3,1,0,8,168,0,3,69,1,0,0,0,3,53,0,1,0,0,2,2,4,4,0,0,0,0,0,34,8,267,7,429,0,0,0,2,1,51,18,8.0,27,3.0,19,5,1,5,1,2,12,6,1603,2,15,17,4,1,0,4,2,2
8,0008043020071110,37,153,0,35,16,121,0,2,0,2,34,0,0,0,0,0,0,0,1,8,0,0,0,0,4,4,0,0,0,0,0,0,0,12,4,179,5,299,0,0,0,1,0,45,17,8.5,30,2.0,20,2,0,2,0,12,7,4,1769,1,5,14,4,0,0,2,0,1
8,0498000820071117,35,163,1,31,21,246,1,2,0,3,53,0,5,18,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,3,110,3,200,1,0,0,2,2,40,40,13.0,40,2.0,13,5,0,2,0,10,13,0,1519,2,16,13,6,2,0,5,2,0
8,0008003720071124,36,112,1,26,12,113,0,1,0,4,96,0,2,3,0,0,0,0,1,23,0,0,0,0,2,1,1,1,0,0,0,0,0,10,6,218,3,125,0,0,0,2,0,37,26,4.0,22,2.0,18,9,0,3,0,8,5,2,1731,6,38,15,3,2,2,2,1,0
8,0008015720071230,37,132,0,32,19,256,3,1,0,5,94,0,0,0,0,0,0,0,2,17,0,0,0,0,3,3,3,3,0,0,0,0,0,30,4,180,7,435,0,1,0,2,1,38,30,8.0,29,1.0,8,3,0,4,1,9,13,0,1779,4,21,14,7,0,0,3,1,2
9,0009041620070901,32,12,0,39,21,214,1,1,0,10,232,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,18,8,291,4,273,1,1,0,0,0,54,31,9.0,20,1.0,1,0,1,3,0,3,13,1,1807,5,20,20,8,0,0,2,1,1
9,0009023420070908,28,119,1,36,17,226,1,0,0,5,108,0,1,8,0,0,0,0,1,21,1,0,0,0,2,1,3,3,0,0,0,0,0,24,7,302,5,350,2,0,0,2,2,52,41,6.0,13,0.0,0,0,2,3,0,5,8,6,1536,12,110,14,4,0,0,4,2,1
9,0017000920070915,45,211,0,22,9,121,1,1,0,1,7,0,5,37,0,0,0,0,2,61,0,0,0,0,5,5,1,1,0,0,0,0,0,22,3,109,7,436,0,0,0,1,0,25,46,9.0,39,3.0,23,0,0,2,0,9,5,2,2005,7,65,16,6,1,1,4,1,3
9,0009071920070929,36,161,0,46,22,242,3,1,0,7,156,0,1,8,0,0,0,0,2,43,0,0,0,0,3,3,3,3,0,0,0,0,0,30,6,245,7,490,3,0,0,2,1,49,30,6.0,27,2.0,11,3,1,7,0,7,11,2,1988,8,59,19,6,4,3,5,2,2
9,0009043020071006,23,71,0,35,16,217,1,1,0,6,161,0,2,2,0,0,0,0,2,0,0,0,0,0,3,2,1,1,0,0,0,0,0,13,6,284,4,248,1,1,0,2,0,38,28,5.0,15,1.0,6,0,0,0,0,0,10,1,1677,10,70,16,6,1,0,2,0,1
9,0718000920071013,25,110,1,32,17,262,1,0,0,3,132,1,4,60,0,0,0,0,2,22,0,0,0,0,3,2,3,2,0,0,0,0,0,26,7,299,6,379,3,0,0,3,1,49,30,8.0,34,5.0,28,0,1,4,0,4,9,2,1511,9,60,12,3,0,0,5,2,1
9,0288000920071020,18,26,0,34,12,198,1,4,0,6,81,0,1,33,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,7,331,3,187,2,0,0,0,0,49,52,4.0,17,2.0,9,0,2,5,0,3,6,3,1232,1,5,11,2,0,0,2,1,0
9,0009019620071027,35,168,0,37,17,128,0,2,0,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,6,224,3,200,0,0,0,1,0,37,44,6.0,10,0.0,0,4,0,2,0,8,9,2,1775,6,66,16,3,2,1,1,0,0
9,0664000920071103,26,65,0,37,17,179,1,1,0,7,121,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,7,291,2,138,1,0,0,2,1,49,38,6.0,24,1.0,10,0,1,3,0,4,8,1,1490,6,50,15,4,2,0,1,0,0
9,0128000920071110,35,168,1,41,20,175,3,2,0,8,95,0,2,4,0,0,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,202,6,347,3,0,0,1,0,47,28,6.0,23,1.0,9,0,1,1,0,9,10,3,1786,1,5,16,6,3,2,5,3,1
9,0009040420071117,30,105,1,39,25,233,0,2,0,7,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9,5,212,3,207,1,0,0,2,0,48,14,1.0,8,0.0,0,1,0,4,0,5,13,5,1754,4,39,14,7,1,1,3,1,1
9,0009038820071124,25,107,2,50,27,389,2,0,1,7,133,0,2,79,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,39,2,69,7,456,2,0,0,0,0,32,52,3.0,7,1.0,3,2,0,3,0,6,16,2,1478,6,62,15,10,1,0,7,4,1
28,0630002820070901,53,250,3,32,23,270,3,0,0,1,21,0,4,46,0,0,0,0,2,24,0,0,0,0,1,1,6,6,0,0,0,0,0,45,2,82,8,542,0,0,0,2,1,38,14,5.0,31,3.0,29,0,1,0,0,16,16,1,2230,6,45,17,13,1,0,7,6,0
28,0157002820070908,44,138,1,37,19,269,3,1,0,3,60,0,4,28,0,0,0,0,1,26,1,0,0,0,0,0,4,3,1,0,0,0,0,33,8,303,6,392,0,0,0,3,2,36,22,9.0,27,2.0,16,0,1,10,0,9,13,0,2031,12,136,18,5,3,2,3,3,0
28,0626002820070915,40,268,2,22,16,211,2,1,0,4,113,0,2,55,0,0,0,0,1,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,3,122,7,455,2,0,0,0,0,44,18,3.0,11,2.0,9,0,0,4,0,14,11,1,1860,8,73,9,4,0,0,3,2,1
28,0528002820070922,36,35,1,36,25,361,4,1,0,5,94,0,1,6,0,0,0,0,5,120,0,0,0,0,3,3,5,5,0,0,0,0,0,44,6,244,10,679,1,0,0,3,1,56,22,1.0,5,1.0,5,0,0,4,0,3,15,1,1850,6,60,16,6,1,0,4,1,3
28,0028067420070929,41,174,2,28,21,266,1,1,0,1,12,0,2,-3,0,0,0,0,1,29,1,0,0,0,4,4,3,3,1,1,0,0,0,41,4,127,9,589,2,0,0,0,0,35,32,11.0,52,7.0,44,2,2,3,0,9,9,0,2066,6,49,16,6,1,1,3,1,2
28,0028075420071006,45,79,0,27,19,217,2,2,0,5,87,0,2,17,0,0,0,0,1,69,1,0,0,0,1,1,3,2,0,0,0,0,0,23,6,249,5,352,4,0,0,0,0,29,38,3.0,18,2.0,16,5,1,6,0,7,12,2,2121,6,75,14,6,1,1,3,2,1
28,0756002820071013,49,296,2,31,20,227,2,1,0,5,112,0,0,0,0,0,0,0,1,35,1,0,0,0,3,3,5,5,0,0,0,0,0,44,5,205,8,475,1,0,0,0,0,40,20,6.0,19,3.0,15,0,1,7,0,11,11,1,2133,6,58,16,5,3,3,6,2,3
28,0107002820071027,53,144,3,29,17,219,1,0,0,4,83,0,2,28,0,0,0,0,2,16,0,1,-21,0,1,1,4,4,0,0,0,0,0,31,5,210,6,386,0,0,0,1,1,37,22,4.0,10,0.0,0,0,0,2,1,10,12,3,2250,8,60,19,9,2,2,5,4,0
28,0028052920071103,41,110,0,37,22,379,2,1,0,5,105,0,2,18,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,23,5,208,6,384,1,0,0,1,1,29,43,4.0,7,0.0,0,0,0,4,0,10,13,2,2090,4,45,13,2,2,1,5,1,2
28,0028011020071110,45,152,2,31,16,200,1,0,0,4,99,0,3,29,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,10,395,4,258,0,0,0,2,2,41,8,7.0,23,2.0,10,0,1,6,0,8,9,3,1983,5,41,18,6,0,0,3,2,0
28,0657002820071122,35,16,1,31,22,243,1,0,0,5,166,1,2,13,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,5,163,5,337,2,0,0,2,1,44,30,3.0,10,1.0,8,0,1,3,1,5,10,1,1754,3,20,16,6,2,1,3,2,1
28,0029002820071201,40,97,0,37,20,247,2,0,0,2,56,0,2,27,0,0,0,0,2,37,0,1,-28,0,2,2,2,2,0,0,0,0,0,20,8,299,5,308,0,0,0,2,1,36,24,5.0,38,4.0,37,0,2,7,1,7,10,1,2061,5,27,19,7,0,0,4,2,2
28,0028070320071227,27,22,1,50,25,305,3,3,0,9,167,0,4,8,0,1,3,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,5,182,7,335,0,0,0,5,2,56,26,11.0,49,2.0,25,0,2,3,0,6,14,3,1421,6,50,14,5,3,2,4,3,1
29,0029007720070901,19,32,0,38,28,223,1,0,0,4,91,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,369,2,82,1,0,0,0,0,36,40,3.0,8,1.0,6,0,1,5,0,0,8,3,1582,7,56,14,4,2,0,2,1,0
29,0501002920070908,33,195,0,48,26,295,5,1,0,2,87,0,3,80,1,0,0,0,0,0,0,0,41,0,2,1,6,6,0,0,0,0,0,45,5,185,8,540,4,0,1,1,0,39,16,9.0,35,4.0,20,0,0,4,0,12,13,5,2029,7,70,15,7,1,0,5,2,1
29,0473002920070915,21,38,0,53,30,446,3,1,0,5,105,0,1,0,0,0,0,0,1,7,0,0,0,0,3,2,3,3,0,0,0,0,0,27,3,141,7,501,4,0,0,3,2,47,30,10.0,33,3.0,19,0,0,4,0,3,20,2,1589,9,96,13,5,0,0,5,2,1
29,0029010720070922,20,21,2,62,42,309,1,2,0,8,175,0,2,-4,0,0,0,0,1,6,0,0,0,0,2,2,3,3,0,0,0,0,0,27,3,114,6,392,0,0,0,2,2,29,50,2.0,3,0.0,0,2,0,5,0,6,13,3,1990,8,73,17,5,3,1,7,3,2
29,0754002920070929,45,221,1,31,22,346,5,0,0,4,74,0,3,5,0,0,0,0,2,13,0,0,0,0,3,2,6,6,0,0,0,0,0,48,1,55,9,586,4,1,0,2,1,46,22,7.0,20,3.0,14,0,0,7,0,15,12,1,1913,4,50,12,8,1,1,5,3,2
29,0029052820071006,27,9,0,38,18,222,0,3,0,6,81,0,1,1,0,0,0,0,2,60,1,0,0,0,3,3,1,1,0,0,0,0,0,16,5,217,5,281,0,0,0,3,0,63,10,5.0,18,1.0,8,0,0,4,0,5,8,2,1553,3,35,16,3,4,1,2,0,2
29,0029065720071013,16,22,1,43,30,233,0,0,0,4,64,0,2,3,0,0,0,0,2,44,0,0,0,0,2,2,1,1,0,0,0,0,0,13,7,336,4,258,0,0,0,5,3,49,30,13.0,43,3.0,14,0,0,1,0,1,11,1,1614,8,55,14,3,1,0,2,1,1
29,0674002920071020,32,130,1,41,28,238,1,1,0,1,15,0,3,2,0,0,0,0,2,29,0,0,0,0,3,2,2,2,0,0,0,0,0,20,4,183,5,344,4,0,0,2,1,51,20,8.0,30,3.0,19,0,2,1,0,7,10,3,1676,7,65,15,5,2,0,3,1,1
29,0029075620071027,24,25,1,51,38,510,5,1,1,7,187,0,1,0,0,1,2,0,2,60,0,0,0,0,2,2,5,4,1,1,0,0,0,48,3,140,9,526,2,0,0,2,1,59,12,3.0,7,1.0,3,0,2,6,0,3,19,0,1790,4,20,15,7,3,1,3,2,1
29,0110002920071103,34,128,1,36,21,341,3,0,0,6,102,0,6,42,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,7,316,7,437,0,1,0,2,0,46,18,5.0,24,2.0,19,0,0,3,0,6,11,4,1709,5,40,14,3,0,0,2,1,0
29,0529002920071115,30,56,0,39,21,266,2,1,0,1,30,0,3,68,1,0,0,0,3,87,1,0,0,0,2,2,4,4,0,0,0,0,0,34,8,284,7,473,2,0,0,1,1,58,20,7.0,43,3.0,35,0,2,9,0,5,9,2,1680,4,31,18,6,1,1,1,0,1
29,0029002820071201,19,44,0,52,28,272,2,2,0,5,151,0,4,60,0,1,15,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,17,6,278,3,198,1,0,1,2,1,52,10,6.0,16,2.0,9,0,1,7,0,3,13,1,1539,8,65,15,6,1,0,5,2,1
30,0030070320070901,34,125,1,37,24,272,0,1,0,4,94,0,0,0,0,0,0,0,2,10,0,0,0,0,4,2,1,1,0,0,0,0,0,13,3,106,3,181,0,0,1,0,0,43,28,4.0,22,1.0,10,2,0,3,0,10,11,5,1812,10,65,12,3,1,0,6,1,1
30,0663003020070915,50,250,4,34,22,266,2,1,0,5,61,0,4,19,0,0,0,0,2,72,0,0,0,0,1,1,6,6,0,0,0,0,0,45,5,183,8,426,0,0,0,1,0,27,36,5.0,30,2.0,26,0,1,5,0,14,12,3,2169,13,129,12,5,1,0,7,6,1
30,0030069420070922,31,178,1,36,18,199,1,2,0,9,209,0,2,5,0,0,0,0,1,54,1,0,0,0,2,2,3,3,0,0,0,0,0,27,5,217,5,299,0,1,0,1,1,45,42,2.0,6,0.0,0,0,2,5,0,8,8,1,1661,6,46,14,6,0,0,3,2,1
30,0404003020070927,39,134,0,37,16,255,3,0,1,5,121,0,2,109,1,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,0,0,35,2,98,7,431,0,0,0,4,2,28,48,2.0,10,0.0,0,0,0,4,0,9,13,1,1811,4,45,17,11,2,0,4,2,1
30,0030049820071006,28,170,0,35,14,206,1,2,0,7,184,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,13,3,138,4,247,0,0,0,1,1,63,32,4.0,21,1.0,12,1,1,3,0,10,6,0,1516,11,90,13,2,1,1,3,0,2
30,0671003020071013,62,406,2,23,17,275,5,0,0,4,71,0,5,34,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,52,3,142,9,519,0,0,0,3,1,19,37,4.0,15,1.0,8,0,0,2,0,20,11,2,2471,5,40,16,8,2,2,6,5,1
30,0030041920071020,33,22,0,19,9,116,1,3,0,5,102,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,7,5,216,2,119,0,0,0,1,1,56,6,7.0,30,1.0,10,0,1,2,0,2,5,1,1465,4,50,13,3,3,1,2,1,0
30,0716003020071027,34,116,0,28,12,121,0,3,0,5,68,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,261,1,56,0,0,0,1,1,29,50,1.0,3,0.0,0,0,2,1,0,6,4,1,1767,4,36,13,0,2,1,2,0,0
30,0231003020071103,41,177,2,30,19,174,0,0,0,4,150,0,4,77,0,0,0,0,2,32,1,0,0,0,3,2,3,3,0,0,0,0,0,27,4,123,7,373,0,0,0,2,0,21,60,5.0,31,2.0,21,0,0,1,0,9,9,0,1838,8,60,17,6,4,3,4,1,2
30,0030022920071110,35,125,3,33,19,131,1,1,0,7,156,0,2,16,0,1,18,0,2,37,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,220,6,359,0,0,0,0,0,45,34,8.0,26,1.0,11,0,1,3,1,7,6,1,1808,6,40,14,4,4,1,5,4,1
30,0497003020071115,31,167,2,53,26,313,2,2,0,6,141,0,2,26,0,0,0,0,1,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,5,191,6,331,0,1,0,0,0,44,40,5.0,19,1.0,10,0,0,4,0,10,16,3,1549,7,73,18,9,2,1,4,2,1
30,0030066420071124,42,242,1,23,9,118,0,1,0,5,69,0,0,0,0,0,0,0,1,40,0,0,0,0,2,1,1,1,0,0,0,0,0,10,3,91,3,176,0,0,0,3,1,59,10,9.0,31,3.0,16,0,1,1,0,12,6,1,1629,6,60,12,5,2,1,4,1,1
31,0716003120070901,50,350,3,22,13,157,1,0,0,4,163,1,2,-5,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,0,0,0,0,46,4,170,10,644,0,0,0,6,2,53,18,6.0,16,1.0,6,3,0,11,0,15,7,0,1986,6,58,15,5,1,1,6,2,4
31,0031000820070915,53,301,2,25,12,149,3,1,0,5,105,0,2,6,0,0,0,0,2,14,0,0,0,0,1,1,5,5,0,0,0,0,0,38,7,313,7,355,0,0,0,2,2,41,38,8.0,31,2.0,20,3,0,3,0,16,5,1,1827,7,81,16,7,0,0,5,4,1
31,0334003120070922,51,338,1,28,13,157,0,2,0,5,147,1,1,0,0,1,16,1,0,0,0,0,0,0,2,2,3,3,0,0,0,0,1,29,7,272,6,376,2,0,0,5,1,58,25,6.0,31,1.0,8,11,3,5,0,14,8,0,2113,7,55,18,7,1,0,1,0,1
31,0497003120070929,55,446,5,25,15,267,3,0,0,2,36,0,3,26,0,0,0,0,2,100,1,0,0,0,2,1,9,9,0,0,0,0,0,66,2,79,11,746,0,0,0,2,2,56,22,8.0,33,2.0,17,6,1,10,0,17,12,2,1817,4,38,13,6,2,1,6,4,0
31,0693003120071006,53,257,3,22,13,116,1,1,0,1,0,0,5,62,0,0,0,0,1,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,5,190,8,496,0,0,0,3,2,50,27,8.0,47,1.0,16,4,1,6,0,13,6,1,1832,3,23,14,5,2,0,3,2,1
31,0037003120071013,25,67,0,27,13,126,1,1,0,3,64,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,9,367,2,119,0,0,0,2,0,71,33,8.0,20,1.0,8,4,1,4,0,4,6,1,1447,10,100,13,3,0,0,1,1,0
31,0031043320071020,54,293,2,18,12,144,4,1,0,2,2,0,2,26,0,0,0,0,4,71,0,0,0,0,2,1,6,5,0,0,0,0,0,44,2,74,8,534,0,0,0,1,0,43,30,9.0,50,6.0,44,2,0,5,0,14,8,1,1782,5,55,15,10,1,0,6,4,1
31,0231003120071027,42,249,6,31,17,190,1,1,0,2,19,0,2,19,0,1,10,0,5,63,0,0,0,0,3,3,7,7,0,0,0,0,0,58,1,37,11,709,2,0,0,4,1,55,30,5.0,30,4.0,23,4,2,5,0,10,10,1,1748,3,20,17,11,1,0,9,6,2
31,0648003120071103,58,542,4,11,9,109,3,0,0,4,94,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,0,0,0,48,1,36,9,590,0,0,0,2,0,63,29,5.0,20,2.0,16,5,0,8,0,22,4,0,1745,4,45,13,10,0,0,3,2,0
31,0031069420071110,36,127,1,29,15,162,0,3,0,7,117,0,1,7,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,5,199,4,235,1,0,0,2,0,30,55,5.0,14,0.0,0,1,0,4,0,7,8,0,1600,12,61,12,2,3,1,4,1,2
31,0430003120071117,45,206,0,18,15,223,5,0,0,4,88,0,1,11,0,0,0,0,4,40,1,0,0,0,1,1,6,6,0,0,0,0,0,45,6,250,8,518,2,1,0,0,0,61,26,8.0,31,2.0,14,4,1,2,0,11,8,1,1750,6,59,13,5,1,0,1,1,0
31,0031036520071123,53,385,5,24,13,128,2,0,0,6,122,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,0,0,0,50,7,255,5,296,0,0,0,3,1,38,62,4.0,15,1.0,7,1,3,12,0,13,7,1,1713,9,62,18,9,2,1,4,4,0
31,0434003120080101,50,164,1,33,19,197,0,1,0,7,168,0,3,2,0,0,0,0,1,12,0,0,0,0,2,0,1,1,0,0,0,0,0,7,5,194,1,70,1,0,1,5,4,35,14,5.0,33,1.0,13,0,1,3,0,9,8,2,2172,6,50,18,4,5,3,4,1,0
37,0327003720070901,37,62,0,30,17,229,1,2,0,4,78,0,6,74,0,1,34,1,2,68,0,0,0,0,4,3,2,2,0,0,0,0,0,23,6,256,6,333,0,0,0,2,0,41,18,7.0,29,2.0,18,20,3,10,0,2,10,5,1936,8,71,15,3,1,1,4,1,3
