"Game Code","Date","Visit Team Code","Home Team Code","Stadium Code","Site"
0769000820070901,09/01/2007,769,8,5,TEAM
0772023520070901,09/01/2007,772,235,27,TEAM
0774076820070901,09/01/2007,774,768,143,TEAM
0817051820070901,09/01/2007,817,518,99,TEAM
1004036620070901,09/01/2007,1004,366,59,TEAM
1068065120070901,09/01/2007,1068,651,35,TEAM
1092051920070901,09/01/2007,1092,519,95,TEAM
0234014720070903,09/03/2007,234,147,112,TEAM
0700066320070903,09/03/2007,700,663,122,TEAM
0419036720070906,09/06/2007,419,367,54,TEAM
0528014020070906,09/06/2007,528,140,97,TEAM
0726058720070907,09/07/2007,726,587,86,TEAM
0005051820070908,09/08/2007,5,518,99,TEAM
0008073620070908,09/08/2007,8,736,117,TEAM
0009023420070908,09/08/2007,9,234,33,TEAM
0047020420070908,09/08/2007,47,204,71,TEAM
0066075620070908,09/08/2007,66,756,139,TEAM
0071041620070908,09/08/2007,71,416,68,TEAM
0077011020070908,09/08/2007,77,110,15,TEAM
0086069020070908,09/08/2007,86,690,109,TEAM
0090029520070908,09/08/2007,90,295,43,TEAM
0096069720070908,09/08/2007,96,697,120,TEAM
0107015620070908,09/08/2007,107,156,23,TEAM
0157002820070908,09/08/2007,157,28,10,TEAM
0193074620070908,09/08/2007,193,746,137,TEAM
0201055920070908,09/08/2007,201,559,50,TEAM
0229052120070908,09/08/2007,229,521,104,TEAM
0261054520070908,09/08/2007,261,545,110,TEAM
0277036620070908,09/08/2007,277,366,59,TEAM
0306077420070908,09/08/2007,306,774,69,TEAM
0331033420070908,09/08/2007,331,334,53,TEAM
0380016420070908,09/08/2007,380,164,25,TEAM
0392023120070908,09/08/2007,392,231,31,TEAM
0414042820070908,09/08/2007,414,428,72,TEAM
0415052220070908,09/08/2007,415,522,103,TEAM
0430071820070908,09/08/2007,430,718,58,TEAM
0434043320070908,09/08/2007,434,433,76,TEAM
0457019620070908,09/08/2007,457,196,81,TEAM
0463074920070908,09/08/2007,463,749,83,TEAM
0466050920070908,09/08/2007,466,509,46,TEAM
0472047320070908,09/08/2007,472,473,87,TEAM
0490006720070908,09/08/2007,490,67,61,TEAM
0497066320070908,09/08/2007,497,663,122,TEAM
0498014720070908,09/08/2007,498,147,112,TEAM
0501002920070908,09/08/2007,501,29,11,TEAM
0504031120070908,09/08/2007,504,311,40,TEAM
0513053920070908,09/08/2007,513,539,111,TEAM
0519067120070908,09/08/2007,519,671,56,TEAM
0529041820070908,09/08/2007,529,418,66,TEAM
0572072520070908,09/08/2007,572,725,93,TEAM
0574005120070908,09/08/2007,574,51,132,TEAM
0625025520070908,09/08/2007,625,255,37,TEAM
0626075420070908,09/08/2007,626,754,138,TEAM
0630032720070908,09/08/2007,630,327,52,TEAM
0648025720070908,09/08/2007,648,257,36,TEAM
0651003720070908,09/08/2007,651,37,1,TEAM
0655032820070908,09/08/2007,655,328,51,TEAM
0659050320070908,09/08/2007,659,503,45,TEAM
0664069420070908,09/08/2007,664,694,114,TEAM
0688031220070908,09/08/2007,688,312,41,TEAM
0698070320070908,09/08/2007,698,703,119,TEAM
0704070020070908,09/08/2007,704,700,129,TEAM
0709012920070908,09/08/2007,709,129,70,TEAM
0716023520070908,09/08/2007,716,235,27,TEAM
0721073220070908,09/08/2007,721,732,135,TEAM
0731081120070908,09/08/2007,731,811,144,TEAM
0742036520070908,09/08/2007,742,365,55,TEAM
0768038820070908,09/08/2007,768,388,142,TEAM
0771030120070908,09/08/2007,771,301,44,TEAM
0796046520070908,09/08/2007,796,465,89,TEAM
0698072120070913,09/13/2007,698,721,21,TEAM
0768039220070913,09/13/2007,768,392,64,TEAM
0521071620070914,09/14/2007,521,716,4,TEAM
0005030620070915,09/15/2007,5,306,47,TEAM
0017000920070915,09/15/2007,17,9,2,TEAM
0031000820070915,09/15/2007,31,8,5,TEAM
0047072620070915,09/15/2007,47,726,62,TEAM
0067025520070915,09/15/2007,67,255,37,TEAM
0077071920070915,09/15/2007,77,719,105,TEAM
0086053920070915,09/15/2007,86,539,111,TEAM
0096052920070915,09/15/2007,96,529,108,TEAM
0110073220070915,09/15/2007,110,732,135,TEAM
0129055920070915,09/15/2007,129,559,50,TEAM
0140041420070915,09/15/2007,140,414,101,TEAM
0141079620070915,09/15/2007,141,796,141,TEAM
0178033120070915,09/15/2007,178,331,100,TEAM
0193050920070915,09/15/2007,193,509,46,TEAM
0204050320070915,09/15/2007,204,503,45,TEAM
0231041520070915,09/15/2007,231,415,29,TEAM
0234015720070915,09/15/2007,234,157,20,TEAM
0244014720070915,09/15/2007,244,147,112,TEAM
0277046520070915,09/15/2007,277,465,89,TEAM
0288071820070915,09/15/2007,288,718,58,TEAM
0294052820070915,09/15/2007,294,528,107,TEAM
0295075420070915,09/15/2007,295,754,138,TEAM
0301068820070915,09/15/2007,301,688,92,TEAM
0312031120070915,09/15/2007,312,311,40,TEAM
0315040420070915,09/15/2007,315,404,115,TEAM
0366010720070915,09/15/2007,366,107,12,TEAM
0367033420070915,09/15/2007,367,334,53,TEAM
0402067120070915,09/15/2007,402,671,56,TEAM
0419036520070915,09/15/2007,419,365,55,TEAM
0428022920070915,09/15/2007,428,229,26,TEAM
0430003720070915,09/15/2007,430,37,1,TEAM
0433073620070915,09/15/2007,433,736,117,TEAM
0469038820070915,09/15/2007,469,388,142,TEAM
0473002920070915,09/15/2007,473,29,11,TEAM
0483046620070915,09/15/2007,483,466,90,TEAM
0485058720070915,09/15/2007,485,587,86,TEAM
0498069720070915,09/15/2007,498,697,120,TEAM
0513041820070915,09/15/2007,513,418,66,TEAM
0518075620070915,09/15/2007,518,756,139,TEAM
0519074220070915,09/15/2007,519,742,136,TEAM
0545041620070915,09/15/2007,545,416,68,TEAM
0626002820070915,09/15/2007,626,28,10,TEAM
0630067420070915,09/15/2007,630,674,19,TEAM
0647064820070915,09/15/2007,647,648,113,TEAM
0657046320070915,09/15/2007,657,463,84,TEAM
0663003020070915,09/15/2007,663,30,7,TEAM
0664019620070915,09/15/2007,664,196,81,TEAM
0669032720070915,09/15/2007,669,327,52,TEAM
0670005120070915,09/15/2007,670,51,132,TEAM
0690016420070915,09/15/2007,690,164,25,TEAM
0694023520070915,09/15/2007,694,235,27,TEAM
0700057420070915,09/15/2007,700,574,127,TEAM
0703012820070915,09/15/2007,703,128,146,TEAM
0704047220070915,09/15/2007,704,472,88,TEAM
0709032820070915,09/15/2007,709,328,51,TEAM
0725074920070915,09/15/2007,725,749,83,TEAM
0731052220070915,09/15/2007,731,522,103,TEAM
0746045720070915,09/15/2007,746,457,78,TEAM
0769025720070915,09/15/2007,769,257,36,TEAM
0774043420070915,09/15/2007,774,434,73,TEAM
0811006620070915,09/15/2007,811,66,42,TEAM
2915049020070915,09/15/2007,2915,490,82,TEAM
0697041520070920,09/20/2007,697,415,29,TEAM
0772041920070920,09/20/2007,772,419,116,TEAM
0522071920070921,09/21/2007,522,719,105,TEAM
0029010720070922,09/22/2007,29,107,12,TEAM
0030069420070922,09/22/2007,30,694,114,TEAM
0047046320070922,09/22/2007,47,463,84,TEAM
0048027720070922,09/22/2007,48,277,39,TEAM
0051008620070922,09/22/2007,51,86,91,TEAM
0102047320070922,09/22/2007,102,473,87,TEAM
0127077420070922,09/22/2007,127,774,69,TEAM
0147049020070922,09/22/2007,147,490,82,TEAM
0156028820070922,09/22/2007,156,288,126,TEAM
0164054520070922,09/22/2007,164,545,110,TEAM
0193072620070922,09/22/2007,193,726,62,TEAM
0196076820070922,09/22/2007,196,768,143,TEAM
0229049720070922,09/22/2007,229,497,123,TEAM
0231032820070922,09/22/2007,231,328,51,TEAM
0235043320070922,09/22/2007,235,433,76,TEAM
0255074620070922,09/22/2007,255,746,137,TEAM
0257000820070922,09/22/2007,257,8,5,TEAM
0290020420070922,09/22/2007,290,204,71,TEAM
0299043420070922,09/22/2007,299,434,73,TEAM
0301030620070922,09/22/2007,301,306,47,TEAM
0311070920070922,09/22/2007,311,709,102,TEAM
0312079620070922,09/22/2007,312,796,141,TEAM
0331000520070922,09/22/2007,331,5,94,TEAM
0334003120070922,09/22/2007,334,31,6,TEAM
0388014020070922,09/22/2007,388,140,97,TEAM
0392074920070922,09/22/2007,392,749,83,TEAM
0404012820070922,09/22/2007,404,128,146,TEAM
0414015720070922,09/22/2007,414,157,20,TEAM
0416051320070922,09/22/2007,416,513,49,TEAM
0457065120070922,09/22/2007,457,651,35,TEAM
0472003720070922,09/22/2007,472,37,1,TEAM
0493012920070922,09/22/2007,493,129,70,TEAM
0503029520070922,09/22/2007,503,295,43,TEAM
0509051820070922,09/22/2007,509,518,99,TEAM
0528002820070922,09/22/2007,528,28,10,TEAM
0529067420070922,09/22/2007,529,674,19,TEAM
0539041820070922,09/22/2007,539,418,66,TEAM
0550062620070922,09/22/2007,550,626,16,TEAM
0559042820070922,09/22/2007,559,428,72,TEAM
0574070320070922,09/22/2007,574,703,119,TEAM
0630073120070922,09/22/2007,630,731,133,TEAM
0648036520070922,09/22/2007,648,365,55,TEAM
0655071820070922,09/22/2007,655,718,58,TEAM
0663069820070922,09/22/2007,663,698,125,TEAM
0688036720070922,09/22/2007,688,367,54,TEAM
0690007120070922,09/22/2007,690,71,96,TEAM
0699070420070922,09/22/2007,699,704,124,TEAM
0700052120070922,09/22/2007,700,521,104,TEAM
0716067120070922,09/22/2007,716,671,56,TEAM
0721007720070922,09/22/2007,721,77,134,TEAM
0725006720070922,09/22/2007,725,67,61,TEAM
0732046520070922,09/22/2007,732,465,89,TEAM
0754065720070922,09/22/2007,754,657,14,TEAM
0756011020070922,09/22/2007,756,110,15,TEAM
0786074220070922,09/22/2007,786,742,136,TEAM
0811051920070922,09/22/2007,811,519,95,TEAM
1092043020070922,09/22/2007,1092,430,77,TEAM
0404003020070927,09/27/2007,404,30,7,TEAM
0664006620070927,09/27/2007,664,66,42,TEAM
0768065120070928,09/28/2007,768,651,35,TEAM
0005016420070929,09/29/2007,5,164,25,TEAM
0008023420070929,09/29/2007,8,234,28,NEUTRAL
0009071920070929,09/29/2007,9,719,105,TEAM
0028067420070929,09/29/2007,28,674,19,TEAM
0037023520070929,09/29/2007,37,235,27,TEAM
0051069720070929,09/29/2007,51,697,120,TEAM
0077047320070929,09/29/2007,77,473,87,TEAM
0086004720070929,09/29/2007,86,47,48,TEAM
0107052920070929,09/29/2007,107,529,108,TEAM
0108063020070929,09/29/2007,108,630,18,TEAM
0110052820070929,09/29/2007,110,528,107,TEAM
0140062620070929,09/29/2007,140,626,16,TEAM
0147025520070929,09/29/2007,147,255,37,TEAM
0156069820070929,09/29/2007,156,698,125,TEAM
0193041520070929,09/29/2007,193,415,29,TEAM
0196028820070929,09/29/2007,196,288,126,TEAM
0204073620070929,09/29/2007,204,736,117,TEAM
0229033420070929,09/29/2007,229,334,53,TEAM
0231041920070929,09/29/2007,231,419,116,TEAM
0277029520070929,09/29/2007,277,295,43,TEAM
0306031220070929,09/29/2007,306,312,41,TEAM
0311046320070929,09/29/2007,311,463,84,TEAM
0327070320070929,09/29/2007,327,703,119,TEAM
0331051920070929,09/29/2007,331,519,95,TEAM
0365071820070929,09/29/2007,365,718,58,TEAM
0366009620070929,09/29/2007,366,96,13,TEAM
0367049020070929,09/29/2007,367,490,82,TEAM
0392058720070929,09/29/2007,392,587,86,TEAM
0400006720070929,09/29/2007,400,67,61,TEAM
0416079620070929,09/29/2007,416,796,141,TEAM
0418050920070929,09/29/2007,418,509,46,TEAM
0430064820070929,09/29/2007,430,648,113,TEAM
0433025720070929,09/29/2007,433,257,36,TEAM
0457074220070929,09/29/2007,457,742,136,TEAM
0465046620070929,09/29/2007,465,466,90,TEAM
0497003120070929,09/29/2007,497,31,6,TEAM
0498071620070929,09/29/2007,498,716,4,TEAM
0503012920070929,09/29/2007,503,129,70,TEAM
0508070020070929,09/29/2007,508,700,129,TEAM
0513055920070929,09/29/2007,513,559,50,TEAM
0518042820070929,09/29/2007,518,428,72,TEAM
0522015720070929,09/29/2007,522,157,20,TEAM
0539030120070929,09/29/2007,539,301,44,TEAM
0545074620070929,09/29/2007,545,746,137,TEAM
0624052120070929,09/29/2007,624,521,104,TEAM
0657075620070929,09/29/2007,657,756,139,TEAM
0671012820070929,09/29/2007,671,128,146,TEAM
0688041420070929,09/29/2007,688,414,101,TEAM
0690072520070929,09/29/2007,690,725,93,TEAM
0704066320070929,09/29/2007,704,663,122,TEAM
0721072620070929,09/29/2007,721,726,62,TEAM
0731073220070929,09/29/2007,731,732,135,TEAM
0754002920070929,09/29/2007,754,29,11,TEAM
0772007120070929,09/29/2007,772,71,96,TEAM
0774070920070929,09/29/2007,774,709,102,TEAM
2678047220070929,09/29/2007,2678,472,88,TEAM
0388040420071002,10/02/2007,388,404,115,TEAM
0574066420071003,10/03/2007,574,664,75,TEAM
0334064820071004,10/04/2007,334,648,113,TEAM
0732036720071005,10/05/2007,732,367,54,TEAM
0005077420071006,10/06/2007,5,774,69,TEAM
0009043020071006,10/06/2007,9,430,77,TEAM
0028075420071006,10/06/2007,28,754,138,TEAM
0029052820071006,10/06/2007,29,528,107,TEAM
0030049820071006,10/06/2007,30,498,57,TEAM
0071006720071006,10/06/2007,71,67,61,TEAM
0096046620071006,10/06/2007,96,466,90,TEAM
0128019620071006,10/06/2007,128,196,81,TEAM
0129004720071006,10/06/2007,129,47,48,TEAM
0140058720071006,10/06/2007,140,587,86,TEAM
0157005120071006,10/06/2007,157,51,132,TEAM
0204041820071006,10/06/2007,204,418,66,TEAM
0235036520071006,10/06/2007,235,365,55,TEAM
0255039220071006,10/06/2007,255,392,64,TEAM
0257069420071006,10/06/2007,257,694,114,TEAM
0288000820071006,10/06/2007,288,8,5,TEAM
0295063020071006,10/06/2007,295,630,18,TEAM
0311070020071006,10/06/2007,311,700,129,TEAM
0312053920071006,10/06/2007,312,539,111,TEAM
0328032720071006,10/06/2007,328,327,52,TEAM
0355070920071006,10/06/2007,355,709,102,TEAM
0366043320071006,10/06/2007,366,433,76,TEAM
0414033120071006,10/06/2007,414,331,100,TEAM
0415045720071006,10/06/2007,415,457,78,TEAM
0428030620071006,10/06/2007,428,306,47,TEAM
0463043420071006,10/06/2007,463,434,73,TEAM
0465072120071006,10/06/2007,465,721,21,TEAM
0490023420071006,10/06/2007,490,234,33,TEAM
0497067120071006,10/06/2007,497,671,56,TEAM
0503069020071006,10/06/2007,503,690,109,TEAM
0509041620071006,10/06/2007,509,416,68,TEAM
0513011020071006,10/06/2007,513,110,15,TEAM
0518055920071006,10/06/2007,518,559,50,TEAM
0519008620071006,10/06/2007,519,86,91,TEAM
0521069720071006,10/06/2007,521,697,120,TEAM
0522070320071006,10/06/2007,522,703,121,NEUTRAL
0626015620071006,10/06/2007,626,156,23,TEAM
0651022920071006,10/06/2007,651,229,26,TEAM
0674065720071006,10/06/2007,674,657,14,TEAM
0693003120071006,10/06/2007,693,31,8,TEAM
0698081120071006,10/06/2007,698,811,144,TEAM
0716023120071006,10/06/2007,716,231,31,TEAM
0718072520071006,10/06/2007,718,725,93,TEAM
0719070420071006,10/06/2007,719,704,124,TEAM
0731027720071006,10/06/2007,731,277,39,TEAM
0736003720071006,10/06/2007,736,37,1,TEAM
0742014720071006,10/06/2007,742,147,112,TEAM
0746041920071006,10/06/2007,746,419,116,TEAM
0749019320071006,10/06/2007,749,193,80,TEAM
0768068820071006,10/06/2007,768,688,92,TEAM
0796030120071006,10/06/2007,796,301,44,TEAM
0472006620071007,10/07/2007,472,66,42,TEAM
0726054520071010,10/10/2007,726,545,110,TEAM
0234074920071011,10/11/2007,234,749,83,TEAM
0277063020071012,10/12/2007,277,630,18,TEAM
0008043320071013,10/13/2007,8,433,76,TEAM
0029065720071013,10/13/2007,29,657,14,TEAM
0037003120071013,10/13/2007,37,31,6,TEAM
0051032820071013,10/13/2007,51,328,51,TEAM
0067051320071013,10/13/2007,67,513,49,TEAM
0071041420071013,10/13/2007,71,414,101,TEAM
0077046520071013,10/13/2007,77,465,89,TEAM
0096029520071013,10/13/2007,96,295,43,TEAM
0128065120071013,10/13/2007,128,651,35,TEAM
0157032720071013,10/13/2007,157,327,52,TEAM
0164074620071013,10/13/2007,164,746,137,TEAM
0196070420071013,10/13/2007,196,704,124,TEAM
0204051920071013,10/13/2007,204,519,95,TEAM
0255041520071013,10/13/2007,255,415,29,TEAM
0257073620071013,10/13/2007,257,736,117,TEAM
0301031220071013,10/13/2007,301,312,41,TEAM
0306041620071013,10/13/2007,306,416,68,TEAM
0331051820071013,10/13/2007,331,518,99,TEAM
0365033420071013,10/13/2007,365,334,53,TEAM
0367014020071013,10/13/2007,367,140,97,TEAM
0388071920071013,10/13/2007,388,719,105,TEAM
0419040420071013,10/13/2007,419,404,115,TEAM
0428050920071013,10/13/2007,428,509,46,TEAM
0434052220071013,10/13/2007,434,522,103,TEAM
0472036620071013,10/13/2007,472,366,59,TEAM
0473081120071013,10/13/2007,473,811,144,TEAM
0498049720071013,10/13/2007,498,497,123,TEAM
0521046320071013,10/13/2007,521,463,84,TEAM
0528010720071013,10/13/2007,528,107,12,TEAM
0559041820071013,10/13/2007,559,418,66,TEAM
0574028820071013,10/13/2007,574,288,126,TEAM
0587068820071013,10/13/2007,587,688,92,TEAM
0626073220071013,10/13/2007,626,732,135,TEAM
0648045720071013,10/13/2007,648,457,78,TEAM
0663066420071013,10/13/2007,663,664,75,TEAM
0671003020071013,10/13/2007,671,30,7,TEAM
0690000520071013,10/13/2007,690,5,94,TEAM
0694043020071013,10/13/2007,694,430,77,TEAM
0697070020071013,10/13/2007,697,700,129,TEAM
0698067420071013,10/13/2007,698,674,19,TEAM
0703031120071013,10/13/2007,703,311,40,TEAM
0709008620071013,10/13/2007,709,86,91,TEAM
0718000920071013,10/13/2007,718,9,2,TEAM
0721015620071013,10/13/2007,721,156,23,TEAM
0725012920071013,10/13/2007,725,129,70,TEAM
0742019320071013,10/13/2007,742,193,80,TEAM
0754052920071013,10/13/2007,754,529,108,TEAM
0756002820071013,10/13/2007,756,28,10,TEAM
0772004720071013,10/13/2007,772,47,48,TEAM
0774050320071013,10/13/2007,774,503,45,TEAM
0796053920071013,10/13/2007,796,539,111,TEAM
0466006620071014,10/14/2007,466,66,42,TEAM
0651058720071018,10/18/2007,651,587,86,TEAM
0732069820071018,10/18/2007,732,698,125,TEAM
0367016420071019,10/19/2007,367,164,25,TEAM
0509020420071019,10/19/2007,509,204,67,NEUTRAL
0030041920071020,10/20/2007,30,419,116,TEAM
0031043320071020,10/20/2007,31,433,76,TEAM
0037036520071020,10/20/2007,37,365,55,TEAM
0047077420071020,10/20/2007,47,774,69,TEAM
0066036620071020,10/20/2007,66,366,59,TEAM
0071033120071020,10/20/2007,71,331,100,TEAM
0086068820071020,10/20/2007,86,688,92,TEAM
0107011020071020,10/20/2007,107,110,15,TEAM
0129014720071020,10/20/2007,129,147,112,TEAM
0140054520071020,10/20/2007,140,545,110,TEAM
0156046520071020,10/20/2007,156,465,89,TEAM
0207007720071020,10/20/2007,207,77,134,TEAM
0229067120071020,10/20/2007,229,671,56,TEAM
0231049820071020,10/20/2007,231,498,57,TEAM
0235033420071020,10/20/2007,235,334,53,TEAM
0288000920071020,10/20/2007,288,9,2,TEAM
0295047220071020,10/20/2007,295,472,88,TEAM
0312055920071020,10/20/2007,312,559,50,TEAM
0327052120071020,10/20/2007,327,521,104,TEAM
0328015720071020,10/20/2007,328,157,20,TEAM
0404057420071020,10/20/2007,404,574,127,TEAM
0414069020071020,10/20/2007,414,690,109,TEAM
0415023420071020,10/20/2007,415,234,33,TEAM
0416051820071020,10/20/2007,416,518,99,TEAM
0418030120071020,10/20/2007,418,301,44,TEAM
0430076820071020,10/20/2007,430,768,143,TEAM
0466073120071020,10/20/2007,466,731,133,TEAM
0473062620071020,10/20/2007,473,626,16,TEAM
0490019620071020,10/20/2007,490,196,81,TEAM
0493042820071020,10/20/2007,493,428,72,TEAM
0497071620071020,10/20/2007,497,716,4,TEAM
0503079620071020,10/20/2007,503,796,141,TEAM
0519070920071020,10/20/2007,519,709,102,TEAM
0522031120071020,10/20/2007,522,311,40,TEAM
0529075620071020,10/20/2007,529,756,139,TEAM
0539030620071020,10/20/2007,539,306,47,TEAM
0630009620071020,10/20/2007,630,96,13,TEAM
0657051320071020,10/20/2007,657,513,49,TEAM
0674002920071020,10/20/2007,674,29,11,TEAM
0694000820071020,10/20/2007,694,8,5,TEAM
0697046320071020,10/20/2007,697,463,84,TEAM
0700043420071020,10/20/2007,700,434,73,TEAM
0703005120071020,10/20/2007,703,51,132,TEAM
0718066320071020,10/20/2007,718,663,122,TEAM
0719012820071020,10/20/2007,719,128,146,TEAM
0725025520071020,10/20/2007,725,255,37,TEAM
0736064820071020,10/20/2007,736,648,113,TEAM
0746039220071020,10/20/2007,746,392,64,TEAM
0749072620071020,10/20/2007,749,726,62,TEAM
0811072120071020,10/20/2007,811,721,21,TEAM
0664038820071021,10/21/2007,664,388,142,TEAM
0067074220071025,10/25/2007,67,742,136,TEAM
0721047320071025,10/25/2007,721,473,87,TEAM
0066009620071026,10/26/2007,66,96,13,TEAM
0005008620071027,10/27/2007,5,86,91,TEAM
0009019620071027,10/27/2007,9,196,81,TEAM
0029075620071027,10/27/2007,29,756,139,TEAM
0047030120071027,10/27/2007,47,301,44,TEAM
0051032720071027,10/27/2007,51,327,52,TEAM
0107002820071027,10/27/2007,107,28,10,TEAM
0110075420071027,10/27/2007,110,754,138,TEAM
0129033120071027,10/27/2007,129,331,100,TEAM
0147039220071027,10/27/2007,147,392,64,TEAM
0157070020071027,10/27/2007,157,700,129,TEAM
0180072620071027,10/27/2007,180,726,62,TEAM
0193023420071027,10/27/2007,193,234,33,TEAM
0231003120071027,10/27/2007,231,31,6,TEAM
0257023520071027,10/27/2007,257,235,28,NEUTRAL
0288070420071027,10/27/2007,288,704,124,TEAM
0295046620071027,10/27/2007,295,466,90,TEAM
0306079620071027,10/27/2007,306,796,141,TEAM
0311043420071027,10/27/2007,311,434,73,TEAM
0328069720071027,10/27/2007,328,697,120,TEAM
0366073120071027,10/27/2007,366,731,133,TEAM
0404071820071027,10/27/2007,404,718,58,TEAM
0414073620071027,10/27/2007,414,736,117,TEAM
0416031220071027,10/27/2007,416,312,41,TEAM
0419049720071027,10/27/2007,419,497,123,TEAM
0428041820071027,10/27/2007,428,418,66,TEAM
0430033420071027,10/27/2007,430,334,53,TEAM
0433003720071027,10/27/2007,433,37,1,TEAM
0457074920071027,10/27/2007,457,749,83,TEAM
0463070320071027,10/27/2007,463,703,119,TEAM
0465081120071027,10/27/2007,465,811,144,TEAM
0472027720071027,10/27/2007,472,277,39,TEAM
0498022920071027,10/27/2007,498,229,26,TEAM
0503070920071027,10/27/2007,503,709,102,TEAM
0509055920071027,10/27/2007,509,559,50,TEAM
0518053920071027,10/27/2007,518,539,111,TEAM
0519007120071027,10/27/2007,519,71,96,TEAM
0545036720071027,10/27/2007,545,367,54,TEAM
0574038820071027,10/27/2007,574,388,142,TEAM
0648069420071027,10/27/2007,648,694,114,TEAM
0651016420071027,10/27/2007,651,164,25,TEAM
0657052920071027,10/27/2007,657,529,108,TEAM
0663071920071027,10/27/2007,663,719,105,TEAM
0674052820071027,10/27/2007,674,528,107,TEAM
0716003020071027,10/27/2007,716,30,7,TEAM
0732015620071027,10/27/2007,732,156,23,TEAM
0746049020071027,10/27/2007,746,490,82,TEAM
0768058720071027,10/27/2007,768,587,86,TEAM
0774020420071027,10/27/2007,774,204,71,TEAM
0128066420071028,10/28/2007,128,664,75,TEAM
0742025520071101,11/01/2007,742,255,37,TEAM
0005007120071102,11/02/2007,5,71,96,TEAM
0466047220071102,11/02/2007,466,472,88,TEAM
0690051920071102,11/02/2007,690,519,95,TEAM
0028052920071103,11/03/2007,28,529,108,TEAM
0047030620071103,11/03/2007,47,306,47,TEAM
0086041420071103,11/03/2007,86,414,101,TEAM
0110002920071103,11/03/2007,110,29,11,TEAM
0140065120071103,11/03/2007,140,651,35,TEAM
0147019320071103,11/03/2007,147,193,80,TEAM
0156007720071103,11/03/2007,156,77,134,TEAM
0196040420071103,11/03/2007,196,404,115,TEAM
0204070920071103,11/03/2007,204,709,102,TEAM
0231003020071103,11/03/2007,231,30,7,TEAM
0234006720071103,11/03/2007,234,67,61,TEAM
0301042820071103,11/03/2007,301,428,72,TEAM
0312050920071103,11/03/2007,312,509,46,TEAM
0327031120071103,11/03/2007,327,311,40,TEAM
0365000820071103,11/03/2007,365,8,5,TEAM
0366029520071103,11/03/2007,366,295,43,TEAM
0388012820071103,11/03/2007,388,128,146,TEAM
0392045720071103,11/03/2007,392,457,78,TEAM
0418041620071103,11/03/2007,418,416,68,TEAM
