"Game Code","Drive Number","Team Code","Start Period","Start Clock","Start Spot","Start Reason","End Period","End Clock","End Spot","End Reason","Plays","Yards","Time Of Possession","Red Zone Attempt"
0331031120070830,17,311,3,617,85,"INTERCEPTION",3,469,86,"PUNT",3,-1,148,0
0331031120070830,18,331,3,469,56,"PUNT",3,206,0,"TOUCHDOWN",12,56,263,1
0331031120070830,19,311,3,202,63,"KICKOFF",3,85,48,"INTERCEPTION",4,15,117,0
0331031120070830,20,331,3,85,8,"INTERCEPTION",3,50,0,"TOUCHDOWN",2,8,35,1
0331031120070830,21,311,3,43,71,"KICKOFF",4,809,74,"PUNT",3,-3,134,0
0331031120070830,22,331,4,809,62,"PUNT",4,641,52,"PUNT",7,10,168,0
0331031120070830,23,311,4,641,81,"PUNT",4,513,50,"PUNT",7,31,128,0
0331031120070830,24,331,4,513,87,"PUNT",4,393,92,"PUNT",3,-5,120,0
0331031120070830,25,311,4,393,29,"PUNT",4,340,30,"MISSED FIELD GOAL",4,-1,53,0
0331031120070830,26,331,4,340,70,"MISSED FIELD GOAL",4,6,33,"DOWNS",13,37,334,0
0331031120070830,27,311,4,6,66,"DOWNS",4,0,51,"END OF HALF",2,15,6,0
0454036720070830,1,454,1,900,85,"KICKOFF",1,806,80,"PUNT",3,5,94,0
0454036720070830,2,367,1,806,44,"PUNT",1,797,0,"TOUCHDOWN",1,44,9,0
0454036720070830,3,454,1,797,80,"KICKOFF",1,484,0,"TOUCHDOWN",11,80,313,1
0454036720070830,4,367,1,484,72,"KICKOFF",1,306,0,"TOUCHDOWN",8,72,178,1
0454036720070830,5,454,1,306,80,"KICKOFF",1,297,86,"FUMBLE",1,-6,9,0
0454036720070830,6,367,1,297,12,"FUMBLE",1,276,0,"TOUCHDOWN",2,12,21,1
0454036720070830,7,454,1,276,80,"KICKOFF",1,183,78,"PUNT",3,2,93,0
0454036720070830,8,367,1,183,51,"PUNT",1,152,0,"TOUCHDOWN",5,51,31,1
0454036720070830,9,454,1,152,80,"KICKOFF",2,896,7,"FIELD GOAL",10,73,156,1
0454036720070830,10,367,2,896,72,"KICKOFF",2,721,0,"TOUCHDOWN",6,72,175,1
0454036720070830,11,454,2,721,85,"KICKOFF",2,473,45,"DOWNS",9,40,248,0
0454036720070830,12,367,2,473,55,"DOWNS",2,323,0,"TOUCHDOWN",7,55,150,1
0454036720070830,13,454,2,323,63,"KICKOFF",2,176,44,"PUNT",6,19,147,0
0454036720070830,14,367,2,176,92,"PUNT",2,112,0,"TOUCHDOWN",4,92,64,1
0454036720070830,15,454,2,112,81,"KICKOFF",2,0,75,"END OF HALF",3,6,112,0
0454036720070830,16,367,3,900,59,"KICKOFF",3,881,0,"TOUCHDOWN",1,59,19,0
0454036720070830,17,454,3,881,80,"KICKOFF",3,774,83,"PUNT",3,-3,107,0
0454036720070830,18,454,3,774,81,"KICKOFF",3,628,77,"PUNT",3,4,146,0
0454036720070830,19,367,3,628,60,"PUNT",3,463,0,"TOUCHDOWN",7,60,165,1
0454036720070830,20,454,3,463,71,"KICKOFF",3,128,18,"MISSED FIELD GOAL",12,53,335,1
0454036720070830,21,367,3,128,80,"MISSED FIELD GOAL",4,667,27,"FIELD GOAL",12,53,361,1
0454036720070830,22,454,4,667,74,"KICKOFF",4,487,50,"PUNT",5,24,180,0
0454036720070830,23,367,4,487,84,"PUNT",4,0,24,"END OF HALF",12,60,487,0
0365043020070830,1,430,1,900,75,"KICKOFF",1,863,75,"PUNT",3,0,37,0
0365043020070830,2,365,1,863,64,"PUNT",1,619,36,"PUNT",9,28,244,0
0365043020070830,3,430,1,619,80,"PUNT",1,524,77,"INTERCEPTION",3,3,95,0
0365043020070830,4,365,1,524,45,"INTERCEPTION",1,388,10,"FIELD GOAL",7,35,136,1
0365043020070830,5,430,1,380,73,"KICKOFF",1,156,39,"DOWNS",9,34,224,0
0365043020070830,6,365,1,156,61,"DOWNS",2,848,37,"PUNT",8,24,208,0
0365043020070830,7,430,2,848,80,"PUNT",2,715,73,"PUNT",4,7,133,0
0365043020070830,8,365,2,715,64,"PUNT",2,560,55,"PUNT",3,9,155,0
0365043020070830,9,430,2,560,90,"PUNT",2,510,90,"INTERCEPTION",2,0,50,0
0365043020070830,10,365,2,510,38,"INTERCEPTION",2,352,0,"TOUCHDOWN",9,38,158,1
0365043020070830,11,430,2,342,59,"KICKOFF",2,249,43,"INTERCEPTION",3,16,93,0
0365043020070830,12,365,2,249,80,"INTERCEPTION",2,103,94,"PUNT",3,-14,146,0
0365043020070830,13,430,2,103,55,"PUNT",2,90,55,"INTERCEPTION",1,0,13,0
0365043020070830,14,365,2,90,41,"INTERCEPTION",2,0,0,"TOUCHDOWN",7,41,90,1
0365043020070830,15,365,3,894,73,"KICKOFF",3,773,0,"TOUCHDOWN",6,73,121,1
0365043020070830,16,430,3,766,72,"KICKOFF",3,540,39,"PUNT",7,33,226,0
0365043020070830,17,365,3,540,99,"PUNT",3,439,96,"PUNT",3,3,101,0
0365043020070830,18,430,3,439,54,"PUNT",3,340,50,"PUNT",3,4,99,0
0365043020070830,19,365,3,340,77,"PUNT",3,237,87,"PUNT",3,-10,103,0
0365043020070830,20,430,3,237,64,"PUNT",3,169,75,"INTERCEPTION",3,-11,68,0
0365043020070830,21,365,3,169,8,"INTERCEPTION",3,129,0,"TOUCHDOWN",2,8,40,1
0365043020070830,22,430,3,123,74,"KICKOFF",4,821,39,"INTERCEPTION",10,35,202,0
0365043020070830,23,365,4,821,45,"INTERCEPTION",4,500,0,"TOUCHDOWN",9,45,321,1
0365043020070830,24,430,4,491,77,"KICKOFF",4,374,64,"FUMBLE",6,13,117,0
0365043020070830,25,365,4,374,36,"FUMBLE",4,345,0,"TOUCHDOWN",2,36,29,1
0365043020070830,26,430,4,331,82,"KICKOFF",4,230,84,"PUNT",3,-2,101,0
0365043020070830,27,365,4,230,48,"PUNT",4,123,43,"PUNT",3,5,107,0
0365043020070830,28,430,4,123,85,"PUNT",4,0,76,"END OF HALF",3,9,123,0
0655047220070830,1,655,1,900,66,"KICKOFF",1,751,95,"PUNT",3,-29,149,0
0655047220070830,2,472,1,751,60,"PUNT",1,660,52,"PUNT",3,8,91,0
0655047220070830,3,655,1,660,84,"PUNT",1,572,77,"PUNT",3,7,88,0
0655047220070830,4,472,1,572,56,"PUNT",1,375,0,"TOUCHDOWN",7,56,197,0
0655047220070830,5,655,1,367,60,"KICKOFF",1,227,56,"PUNT",3,4,140,0
0655047220070830,6,472,1,227,63,"PUNT",1,213,73,"INTERCEPTION",1,-10,14,0
0655047220070830,7,472,1,206,68,"KICKOFF",1,127,27,"INTERCEPTION",4,41,79,0
0655047220070830,8,655,1,127,83,"INTERCEPTION",1,21,83,"PUNT",3,0,106,0
0655047220070830,9,472,1,21,55,"PUNT",2,893,55,"INTERCEPTION",2,0,28,0
0655047220070830,10,655,2,893,74,"INTERCEPTION",2,675,63,"PUNT",5,11,218,0
0655047220070830,11,472,2,675,84,"PUNT",2,584,77,"PUNT",3,7,91,0
0655047220070830,12,655,2,584,58,"PUNT",2,402,23,"INTERCEPTION",6,35,182,0
0655047220070830,13,655,2,394,58,"KICKOFF",2,223,40,"PUNT",5,18,171,0
0655047220070830,14,472,2,223,98,"PUNT",2,40,0,"TOUCHDOWN",11,98,183,1
0655047220070830,15,655,2,32,61,"KICKOFF",2,0,58,"END OF HALF",1,3,32,0
0655047220070830,16,472,3,892,66,"KICKOFF",3,788,61,"PUNT",3,5,104,0
0655047220070830,17,655,3,788,85,"PUNT",3,654,59,"PUNT",6,26,134,0
0655047220070830,18,472,3,654,82,"PUNT",3,569,74,"PUNT",3,8,85,0
0655047220070830,19,655,3,569,71,"PUNT",3,470,63,"PUNT",3,8,99,0
0655047220070830,20,472,3,470,61,"PUNT",3,312,0,"TOUCHDOWN",10,61,158,1
0655047220070830,21,655,3,218,85,"KICKOFF",3,218,78,"PUNT",3,7,0,0
0655047220070830,22,472,3,218,69,"PUNT",3,121,0,"TOUCHDOWN",3,69,97,0
0655047220070830,23,655,3,114,76,"KICKOFF",4,849,50,"PUNT",6,26,165,0
0655047220070830,24,472,4,849,77,"PUNT",4,612,4,"MISSED FIELD GOAL",8,73,237,1
0655047220070830,25,655,4,612,80,"MISSED FIELD GOAL",4,366,41,"DOWNS",9,39,246,0
0655047220070830,26,472,4,366,59,"DOWNS",4,314,55,"PUNT",3,4,52,0
0655047220070830,27,655,4,314,82,"PUNT",4,149,74,"PUNT",6,8,165,0
0655047220070830,28,472,4,149,70,"PUNT",4,139,75,"INTERCEPTION",1,-5,10,0
0655047220070830,29,655,4,139,62,"INTERCEPTION",4,127,0,"TOUCHDOWN",1,62,12,0
0655047220070830,30,472,4,126,76,"KICKOFF",4,44,74,"PUNT",3,2,82,0
0655047220070830,31,655,4,44,69,"PUNT",4,0,55,"END OF HALF",3,14,44,0
0719049820070830,1,719,1,900,63,"KICKOFF",1,790,0,"TOUCHDOWN",6,63,110,0
0719049820070830,2,498,1,790,65,"KICKOFF",1,660,18,"FIELD GOAL",7,47,130,1
0719049820070830,3,719,1,660,78,"KICKOFF",1,522,50,"PUNT",6,28,138,0
0719049820070830,4,498,1,522,93,"PUNT",1,362,79,"PUNT",5,14,160,0
0719049820070830,5,719,1,362,71,"PUNT",1,277,66,"PUNT",3,5,85,0
0719049820070830,6,498,1,277,71,"PUNT",1,198,68,"PUNT",4,3,79,0
0719049820070830,7,719,1,198,89,"PUNT",1,136,54,"FUMBLE",7,35,62,0
0719049820070830,8,719,1,136,79,"KICKOFF",1,43,0,"TOUCHDOWN",8,79,93,1
0719049820070830,9,498,1,43,72,"KICKOFF",2,719,33,"DOWNS",8,39,224,0
0719049820070830,10,719,2,719,67,"DOWNS",2,575,59,"PUNT",5,8,144,0
0719049820070830,11,498,2,575,64,"PUNT",2,289,0,"TOUCHDOWN",9,64,286,1
0719049820070830,12,719,2,289,70,"KICKOFF",2,144,28,"INTERCEPTION",8,42,145,0
0719049820070830,13,719,2,144,36,"FUMBLE",2,1,17,"MISSED FIELD GOAL",6,19,143,1
0719049820070830,14,498,2,1,80,"MISSED FIELD GOAL",2,0,82,"END OF HALF",1,-2,1,0
0719049820070830,15,498,3,900,65,"KICKOFF",3,807,60,"PUNT",3,5,93,0
0719049820070830,16,719,3,807,59,"PUNT",3,581,0,"TOUCHDOWN",10,59,226,1
0719049820070830,17,498,3,581,82,"KICKOFF",3,509,73,"PUNT",3,9,72,0
0719049820070830,18,719,3,509,59,"PUNT",3,384,0,"TOUCHDOWN",5,59,125,0
0719049820070830,19,498,3,384,70,"KICKOFF",3,188,50,"PUNT",7,20,196,0
0719049820070830,20,719,3,188,81,"PUNT",3,63,59,"PUNT",5,22,125,0
0719049820070830,21,498,3,63,73,"PUNT",4,857,40,"PUNT",7,33,106,0
0719049820070830,22,719,4,857,86,"PUNT",4,594,45,"PUNT",8,41,263,0
0719049820070830,23,498,4,594,97,"PUNT",4,510,79,"PUNT",4,18,84,0
0719049820070830,24,719,4,510,55,"PUNT",4,407,0,"TOUCHDOWN",4,55,103,1
0719049820070830,25,498,4,407,59,"KICKOFF",4,367,53,"DOWNS",4,6,40,0
0719049820070830,26,719,4,367,47,"DOWNS",4,105,19,"MISSED FIELD GOAL",9,28,262,1
0719049820070830,27,498,4,105,80,"MISSED FIELD GOAL",4,0,48,"END OF HALF",4,32,105,0
0732052820070830,1,732,1,900,80,"KICKOFF",1,802,80,"PUNT",3,0,98,0
0732052820070830,2,528,1,802,58,"PUNT",1,675,50,"PUNT",3,8,127,0
0732052820070830,3,732,1,675,67,"PUNT",1,532,28,"MISSED FIELD GOAL",8,39,143,0
0732052820070830,4,528,1,532,72,"MISSED FIELD GOAL",1,475,80,"PUNT",3,-8,57,0
0732052820070830,5,732,1,475,56,"PUNT",1,238,56,"PUNT",7,0,237,0
0732052820070830,6,528,1,238,82,"PUNT",1,202,61,"PUNT",4,21,36,0
0732052820070830,7,732,1,202,64,"PUNT",1,58,30,"PUNT",7,34,144,0
0732052820070830,8,528,1,58,97,"PUNT",2,894,79,"INTERCEPTION",3,18,64,0
0732052820070830,9,732,2,894,34,"INTERCEPTION",2,806,0,"TOUCHDOWN",3,34,88,0
0732052820070830,10,528,2,798,50,"KICKOFF",2,653,50,"PUNT",3,0,145,0
0732052820070830,11,732,2,653,92,"PUNT",2,534,87,"PUNT",3,5,119,0
0732052820070830,12,528,2,534,58,"PUNT",2,298,0,"TOUCHDOWN",11,58,236,1
0732052820070830,13,732,2,289,74,"KICKOFF",2,124,56,"PUNT",6,18,165,0
0732052820070830,14,528,2,124,92,"PUNT",2,0,79,"END OF HALF",4,13,124,0
0732052820070830,15,528,3,894,76,"KICKOFF",3,843,73,"INTERCEPTION",2,3,51,0
0732052820070830,16,732,3,843,64,"INTERCEPTION",3,743,63,"PUNT",3,1,100,0
0732052820070830,17,528,3,743,99,"PUNT",3,610,80,"PUNT",5,19,133,0
0732052820070830,18,732,3,610,55,"PUNT",3,588,52,"PUNT",3,3,22,0
0732052820070830,19,528,3,588,80,"PUNT",3,416,0,"TOUCHDOWN",9,80,172,1
0732052820070830,20,732,3,411,76,"KICKOFF",3,311,68,"PUNT",3,8,100,0
0732052820070830,21,528,3,311,42,"PUNT",3,171,20,"FIELD GOAL",6,22,140,1
0732052820070830,22,732,3,164,76,"KICKOFF",4,805,72,"PUNT",9,4,259,0
0732052820070830,23,528,4,805,57,"PUNT",4,694,0,"TOUCHDOWN",5,57,111,1
0732052820070830,24,732,4,688,74,"KICKOFF",4,652,49,"PUNT",5,25,36,0
0732052820070830,25,528,4,652,85,"PUNT",4,456,73,"PUNT",5,12,196,0
0732052820070830,26,732,4,456,65,"PUNT",4,392,63,"PUNT",3,2,64,0
0732052820070830,27,528,4,392,55,"PUNT",4,338,55,"PUNT",3,0,54,0
0732052820070830,28,732,4,338,77,"PUNT",4,234,58,"DOWNS",7,19,104,0
0732052820070830,29,528,4,234,42,"DOWNS",4,0,11,"END OF HALF",9,31,234,1
0086058720070830,1,587,1,900,43,"KICKOFF",1,819,0,"TOUCHDOWN",3,43,81,0
0086058720070830,2,86,1,819,77,"KICKOFF",1,555,49,"PUNT",7,28,264,0
0086058720070830,3,587,1,555,80,"PUNT",1,279,0,"TOUCHDOWN",12,80,276,1
0086058720070830,4,86,1,271,66,"KICKOFF",1,168,46,"PUNT",5,20,103,0
0086058720070830,5,587,1,168,80,"PUNT",1,84,0,"TOUCHDOWN",3,80,84,0
0086058720070830,6,86,1,76,68,"KICKOFF",2,676,46,"PUNT",8,22,300,0
0086058720070830,7,587,2,676,90,"PUNT",2,543,28,"FUMBLE",7,62,133,0
0086058720070830,8,86,2,543,72,"FUMBLE",2,412,53,"PUNT",5,19,131,0
0086058720070830,9,587,2,412,92,"PUNT",2,307,0,"TOUCHDOWN",4,92,105,0
0086058720070830,10,86,2,297,91,"KICKOFF",2,198,93,"PUNT",3,-2,99,0
0086058720070830,11,587,2,198,49,"PUNT",2,39,23,"MISSED FIELD GOAL",6,26,159,0
0086058720070830,12,86,2,39,77,"MISSED FIELD GOAL",2,0,80,"END OF HALF",1,-3,39,0
0086058720070830,13,86,3,895,79,"KICKOFF",3,627,12,"DOWNS",11,67,268,1
0086058720070830,14,587,3,627,88,"DOWNS",3,374,39,"MISSED FIELD GOAL",11,49,253,0
0086058720070830,15,86,3,374,61,"MISSED FIELD GOAL",3,199,18,"FIELD GOAL",8,43,175,1
0086058720070830,16,587,3,193,71,"KICKOFF",3,91,0,"TOUCHDOWN",5,71,102,0
0086058720070830,17,86,3,84,85,"KICKOFF",4,766,56,"PUNT",8,29,218,0
0086058720070830,18,587,4,766,84,"PUNT",4,370,21,"FIELD GOAL",14,63,396,1
0086058720070830,19,86,4,362,90,"KICKOFF",4,299,93,"PUNT",3,-3,63,0
0086058720070830,20,587,4,299,37,"PUNT",4,138,33,"DOWNS",5,4,161,0
0086058720070830,21,86,4,138,67,"DOWNS",4,16,27,"DOWNS",8,40,122,1
0086058720070830,22,587,4,16,73,"DOWNS",4,0,75,"END OF HALF",1,-2,16,0
0465073120070830,1,731,1,900,71,"KICKOFF",1,798,38,"PUNT",4,33,102,0
0465073120070830,2,465,1,798,80,"PUNT",1,712,77,"PUNT",3,3,86,0
0465073120070830,3,731,1,712,80,"PUNT",1,624,65,"FUMBLE",4,15,88,0
0465073120070830,4,465,1,624,35,"FUMBLE",1,503,31,"FIELD GOAL",4,4,121,0
0465073120070830,5,731,1,497,67,"KICKOFF",1,142,37,"PUNT",11,30,355,0
0465073120070830,6,465,1,142,80,"PUNT",2,892,84,"PUNT",3,-4,150,0
0465073120070830,7,731,2,892,58,"PUNT",2,788,0,"TOUCHDOWN",7,58,104,1
0465073120070830,8,465,2,781,79,"KICKOFF",2,585,64,"PUNT",5,15,196,0
0465073120070830,9,731,2,585,79,"PUNT",2,490,81,"PUNT",3,-2,95,0
0465073120070830,10,465,2,490,75,"PUNT",2,350,84,"PUNT",3,-9,140,0
0465073120070830,11,731,2,350,64,"PUNT",2,69,46,"PUNT",6,18,281,0
0465073120070830,12,465,2,69,80,"PUNT",2,1,75,"PUNT",3,5,68,0
0465073120070830,13,731,2,1,21,"PUNT",2,0,21,"FIELD GOAL",1,0,1,0
0465073120070830,14,465,3,889,50,"KICKOFF",3,760,12,"FIELD GOAL",7,38,129,1
0465073120070830,15,731,3,751,54,"KICKOFF",3,567,30,"DOWNS",6,24,184,0
0465073120070830,16,465,3,567,70,"DOWNS",3,185,5,"FIELD GOAL",12,65,382,1
0465073120070830,17,731,3,178,89,"KICKOFF",4,856,59,"PUNT",7,30,222,0
0465073120070830,18,465,4,856,80,"PUNT",4,766,0,"TOUCHDOWN",5,80,90,1
0465073120070830,19,731,4,758,74,"KICKOFF",4,654,71,"PUNT",3,3,104,0
0465073120070830,20,465,4,654,80,"PUNT",4,641,66,"FUMBLE",3,14,13,0
0465073120070830,21,731,4,641,34,"FUMBLE",4,503,0,"TOUCHDOWN",7,34,138,1
0465073120070830,22,465,4,493,54,"KICKOFF",4,284,49,"PUNT",5,5,209,0
0465073120070830,23,731,4,284,98,"PUNT",4,188,96,"PUNT",3,2,96,0
0465073120070830,24,465,4,188,36,"PUNT",4,62,0,"TOUCHDOWN",5,36,126,1
0465073120070830,25,465,4,54,27,"FUMBLE",4,0,35,"END OF HALF",3,-8,54,0
0756068820070831,1,688,1,900,55,"KICKOFF",1,659,24,"FIELD GOAL",9,31,241,0
