"Game Code","Date","Visit Team Code","Home Team Code","Stadium Code","Site"
0695051920060902,09/02/2006,695,519,95,TEAM
0725003020060902,09/02/2006,725,30,7,TEAM
0731081120060902,09/02/2006,731,811,144,TEAM
0732011020060902,09/02/2006,732,110,15,TEAM
0736041820060902,09/02/2006,736,418,66,TEAM
0739012820060902,09/02/2006,739,128,32,TEAM
0746054520060902,09/02/2006,746,545,110,TEAM
0754003720060902,09/02/2006,754,37,1,TEAM
0758015620060902,09/02/2006,758,156,23,TEAM
0772025720060902,09/02/2006,772,257,36,TEAM
0774030620060902,09/02/2006,774,306,47,TEAM
0786039220060902,09/02/2006,786,392,64,TEAM
0796007120060902,09/02/2006,796,71,98,NEUTRAL
0334036720060903,09/03/2006,334,367,54,TEAM
0404043320060903,09/03/2006,404,433,76,TEAM
0698005120060903,09/03/2006,698,51,132,TEAM
0234041520060904,09/04/2006,234,415,29,TEAM
0528006620060907,09/07/2006,528,66,42,TEAM
0545014020060908,09/08/2006,545,140,97,TEAM
0005049020060909,09/09/2006,5,490,82,TEAM
0029036520060909,09/09/2006,29,365,55,TEAM
0037043020060909,09/09/2006,37,430,77,TEAM
0086007120060909,09/09/2006,86,71,96,TEAM
0108069820060909,09/09/2006,108,698,125,TEAM
0128023520060909,09/09/2006,128,235,27,TEAM
0129041820060909,09/09/2006,129,418,66,TEAM
0147006720060909,09/09/2006,147,67,61,TEAM
0157015620060909,09/09/2006,157,156,22,NEUTRAL
0193074920060909,09/09/2006,193,749,83,TEAM
0196000920060909,09/09/2006,196,9,2,TEAM
0204041620060909,09/09/2006,204,416,68,TEAM
0207076820060909,09/09/2006,207,768,143,TEAM
0228041520060909,09/09/2006,228,415,29,TEAM
0229032720060909,09/09/2006,229,327,52,TEAM
0231065120060909,09/09/2006,231,651,35,TEAM
0257064820060909,09/09/2006,257,648,113,TEAM
0283038820060909,09/09/2006,283,388,142,TEAM
0295075420060909,09/09/2006,295,754,138,TEAM
0301058720060909,09/09/2006,301,587,86,TEAM
0306004720060909,09/09/2006,306,47,48,TEAM
0312068820060909,09/09/2006,312,688,92,TEAM
0331072520060909,09/09/2006,331,725,93,TEAM
0367069020060909,09/09/2006,367,690,109,TEAM
0400072620060909,09/09/2006,400,726,62,TEAM
0414055920060909,09/09/2006,414,559,50,TEAM
0419039220060909,09/09/2006,419,392,64,TEAM
0428010720060909,09/09/2006,428,107,12,TEAM
0433043420060909,09/09/2006,433,434,73,TEAM
0465031120060909,09/09/2006,465,311,40,TEAM
0466002820060909,09/09/2006,466,28,10,TEAM
0469050920060909,09/09/2006,469,509,46,TEAM
0473047220060909,09/09/2006,473,472,88,TEAM
0483046320060909,09/09/2006,483,463,84,TEAM
0498032820060909,09/09/2006,498,328,51,TEAM
0501073220060909,09/09/2006,501,732,135,TEAM
0508005120060909,09/09/2006,508,51,132,TEAM
0518070320060909,09/09/2006,518,703,119,TEAM
0519050320060909,09/09/2006,519,503,45,TEAM
0521003020060909,09/09/2006,521,30,8,NEUTRAL
0529009620060909,09/09/2006,529,96,13,TEAM
0539051320060909,09/09/2006,539,513,49,TEAM
0574011020060909,09/09/2006,574,110,15,TEAM
0625025520060909,09/09/2006,625,255,37,TEAM
0655066420060909,09/09/2006,655,664,75,TEAM
0663049720060909,09/09/2006,663,497,123,TEAM
0670033420060909,09/09/2006,670,334,53,TEAM
0671069720060909,09/09/2006,671,697,120,TEAM
0674063020060909,09/09/2006,674,630,18,TEAM
0693040420060909,09/09/2006,693,404,115,TEAM
0700070420060909,09/09/2006,700,704,124,TEAM
0709077420060909,09/09/2006,709,774,69,TEAM
0716023420060909,09/09/2006,716,234,33,TEAM
0718028820060909,09/09/2006,718,288,126,TEAM
0719007720060909,09/09/2006,719,77,134,TEAM
0721069420060909,09/09/2006,721,694,114,TEAM
0731003120060909,09/09/2006,731,31,6,TEAM
0736000820060909,09/09/2006,736,8,5,TEAM
0742045720060909,09/09/2006,742,457,78,TEAM
0756052220060909,09/09/2006,756,522,103,TEAM
0771079620060909,09/09/2006,771,796,141,TEAM
0811074620060909,09/09/2006,811,746,137,TEAM
0392076820060914,09/14/2006,392,768,143,TEAM
0692041920060914,09/14/2006,692,419,116,TEAM
0328070920060915,09/15/2006,328,709,102,TEAM
0005012920060916,09/16/2006,5,129,70,TEAM
0009025720060916,09/16/2006,9,257,36,TEAM
0028015720060916,09/16/2006,28,157,20,TEAM
0031073620060916,09/16/2006,31,736,117,TEAM
0047055920060916,09/16/2006,47,559,50,TEAM
0051075420060916,09/16/2006,51,754,140,NEUTRAL
0066081120060916,09/16/2006,66,811,144,TEAM
0071023120060916,09/16/2006,71,231,31,TEAM
0077006720060916,09/16/2006,77,67,61,TEAM
0086050320060916,09/16/2006,86,503,45,TEAM
0096075620060916,09/16/2006,96,756,139,TEAM
0140051820060916,09/16/2006,140,518,99,TEAM
0147023420060916,09/16/2006,147,234,33,TEAM
0156046620060916,09/16/2006,156,466,90,TEAM
0193074220060916,09/16/2006,193,742,136,TEAM
0204050920060916,09/16/2006,204,509,46,TEAM
0229052120060916,09/16/2006,229,521,104,TEAM
0235069420060916,09/16/2006,235,694,114,TEAM
0244045720060916,09/16/2006,244,457,78,TEAM
0261028820060916,09/16/2006,261,288,126,TEAM
0294029520060916,09/16/2006,294,295,43,TEAM
0311031220060916,09/16/2006,311,312,41,TEAM
0331041420060916,09/16/2006,331,414,101,TEAM
0365003720060916,09/16/2006,365,37,1,TEAM
0388032720060916,09/16/2006,388,327,52,TEAM
0404019620060916,09/16/2006,404,196,81,TEAM
0415036720060916,09/16/2006,415,367,54,TEAM
0416054520060916,09/16/2006,416,545,110,TEAM
0418051320060916,09/16/2006,418,513,49,TEAM
0433033420060916,09/16/2006,433,334,53,TEAM
0434047320060916,09/16/2006,434,473,87,TEAM
0463065720060916,09/16/2006,463,657,14,TEAM
0465027720060916,09/16/2006,465,277,39,TEAM
0483036620060916,09/16/2006,483,366,59,TEAM
0490066420060916,09/16/2006,490,664,75,TEAM
0497071920060916,09/16/2006,497,719,105,TEAM
0498000820060916,09/16/2006,498,8,5,TEAM
0519058720060916,09/16/2006,519,587,86,TEAM
0522052920060916,09/16/2006,522,529,108,TEAM
0550010720060916,09/16/2006,550,107,12,TEAM
0624066320060916,09/16/2006,624,663,122,TEAM
0626079620060916,09/16/2006,626,796,141,TEAM
0651012820060916,09/16/2006,651,128,32,TEAM
0659030620060916,09/16/2006,659,306,47,TEAM
0676002920060916,09/16/2006,676,29,11,TEAM
0688030120060916,09/16/2006,688,301,44,TEAM
0690042820060916,09/16/2006,690,428,72,TEAM
0697072520060916,09/16/2006,697,725,130,NEUTRAL
0699047220060916,09/16/2006,699,472,88,TEAM
0700069820060916,09/16/2006,700,698,125,TEAM
0703057420060916,09/16/2006,703,574,128,NEUTRAL
0716025520060916,09/16/2006,716,255,37,TEAM
0718043020060916,09/16/2006,718,430,77,TEAM
0726067420060916,09/16/2006,726,674,19,TEAM
0732073120060916,09/16/2006,732,731,133,TEAM
0749016420060916,09/16/2006,749,164,25,TEAM
0774074620060916,09/16/2006,774,746,137,TEAM
0817053920060916,09/16/2006,817,539,111,TEAM
2915064820060916,09/16/2006,2915,648,113,TEAM
0746025520060921,09/21/2006,746,255,37,TEAM
0509046620060922,09/22/2006,509,466,90,TEAM
0008003120060923,09/23/2006,8,31,6,TEAM
0028010720060923,09/23/2006,28,107,12,TEAM
0030066320060923,09/23/2006,30,663,122,TEAM
0067049020060923,09/23/2006,67,490,82,TEAM
0086003720060923,09/23/2006,86,37,1,TEAM
0090063020060923,09/23/2006,90,630,18,TEAM
0110075620060923,09/23/2006,110,756,139,TEAM
0129020420060923,09/23/2006,129,204,71,TEAM
0140074220060923,09/23/2006,140,742,136,TEAM
0141054520060923,09/23/2006,141,545,110,TEAM
0157025720060923,09/23/2006,157,257,36,TEAM
0164030620060923,09/23/2006,164,306,47,TEAM
0229064820060923,09/23/2006,229,648,113,TEAM
0231039220060923,09/23/2006,231,392,64,TEAM
0277006620060923,09/23/2006,277,66,42,TEAM
0290058720060923,09/23/2006,290,587,86,TEAM
0295052820060923,09/23/2006,295,528,107,TEAM
0305050320060923,09/23/2006,305,503,45,TEAM
0311070320060923,09/23/2006,311,703,119,TEAM
0312030120060923,09/23/2006,312,301,44,TEAM
0331007120060923,09/23/2006,331,71,96,TEAM
0334023520060923,09/23/2006,334,235,27,TEAM
0366069720060923,09/23/2006,366,697,120,TEAM
0367032720060923,09/23/2006,367,327,52,TEAM
0388069420060923,09/23/2006,388,694,114,TEAM
0402070920060923,09/23/2006,402,709,102,TEAM
0414068820060923,09/23/2006,414,688,92,TEAM
0419052220060923,09/23/2006,419,522,103,TEAM
0428055920060923,09/23/2006,428,559,50,TEAM
0430000920060923,09/23/2006,430,9,2,TEAM
0457014720060923,09/23/2006,457,147,112,TEAM
0488067120060923,09/23/2006,488,671,56,TEAM
0493004720060923,09/23/2006,493,47,48,TEAM
0497000520060923,09/23/2006,497,5,94,TEAM
0513041620060923,09/23/2006,513,416,68,TEAM
0519043420060923,09/23/2006,519,434,73,TEAM
0521028820060923,09/23/2006,521,288,126,TEAM
0539051820060923,09/23/2006,539,518,99,TEAM
0574023420060923,09/23/2006,574,234,33,TEAM
0651032820060923,09/23/2006,651,328,51,TEAM
0655070020060923,09/23/2006,655,700,129,TEAM
0657002920060923,09/23/2006,657,29,11,TEAM
0690077420060923,09/23/2006,690,774,69,TEAM
0691073620060923,09/23/2006,691,736,117,TEAM
0704047320060923,09/23/2006,704,473,87,TEAM
0716046320060923,09/23/2006,716,463,84,TEAM
0718036520060923,09/23/2006,718,365,55,TEAM
0719072620060923,09/23/2006,719,726,62,TEAM
0721081120060923,09/23/2006,721,811,144,TEAM
0725005120060923,09/23/2006,725,51,132,TEAM
0731007720060923,09/23/2006,731,77,134,TEAM
0732062620060923,09/23/2006,732,626,16,TEAM
0749043320060923,09/23/2006,749,433,76,TEAM
0754067420060923,09/23/2006,754,674,19,TEAM
0768019620060923,09/23/2006,768,196,81,TEAM
0796041820060923,09/23/2006,796,418,66,TEAM
0664012820060926,09/26/2006,664,128,32,TEAM
0037064820060928,09/28/2006,37,648,113,TEAM
0077069820060928,09/28/2006,77,698,125,TEAM
0587065120060929,09/29/2006,587,651,35,TEAM
0005033120060930,09/30/2006,5,331,100,TEAM
0008023520060930,09/30/2006,8,235,27,TEAM
0030023120060930,09/30/2006,30,231,31,TEAM
0066073220060930,09/30/2006,66,732,135,TEAM
0071051920060930,09/30/2006,71,519,95,TEAM
0107052820060930,09/30/2006,107,528,107,TEAM
0129033420060930,09/30/2006,129,334,53,TEAM
0156009620060930,09/30/2006,156,96,13,TEAM
0157043420060930,09/30/2006,157,434,73,TEAM
0201027720060930,09/30/2006,201,277,39,TEAM
0204067120060930,09/30/2006,204,671,56,TEAM
0229049820060930,09/30/2006,229,498,57,TEAM
0255074220060930,09/30/2006,255,742,136,TEAM
0257043320060930,09/30/2006,257,433,76,TEAM
0288041520060930,09/30/2006,288,415,29,TEAM
0295073120060930,09/30/2006,295,731,133,TEAM
0301041620060930,09/30/2006,301,416,68,TEAM
0327005120060930,09/30/2006,327,51,132,TEAM
0328046320060930,09/30/2006,328,463,84,TEAM
0355074920060930,09/30/2006,355,749,83,TEAM
0366014720060930,09/30/2006,366,147,112,TEAM
0380006720060930,09/30/2006,380,67,61,TEAM
0414014020060930,09/30/2006,414,140,97,TEAM
0418042820060930,09/30/2006,418,428,72,TEAM
0419049720060930,09/30/2006,419,497,123,TEAM
0430036520060930,09/30/2006,430,365,55,TEAM
0466046520060930,09/30/2006,466,465,89,TEAM
0472070420060930,09/30/2006,472,704,124,TEAM
0473072120060930,09/30/2006,473,721,21,TEAM
0503004720060930,09/30/2006,503,47,48,TEAM
0504031120060930,09/30/2006,504,311,40,TEAM
0509053920060930,09/30/2006,509,539,111,TEAM
0518031220060930,09/30/2006,518,312,41,TEAM
0529002820060930,09/30/2006,529,28,10,TEAM
0559051320060930,09/30/2006,559,513,49,TEAM
0574072520060930,09/30/2006,574,725,93,TEAM
0624070320060930,09/30/2006,624,703,119,TEAM
0626063020060930,09/30/2006,626,630,18,TEAM
0657075420060930,09/30/2006,657,754,138,TEAM
0663071820060930,09/30/2006,663,718,58,TEAM
0674011020060930,09/30/2006,674,110,15,TEAM
0690073620060930,09/30/2006,690,736,117,TEAM
0694040420060930,09/30/2006,694,404,115,TEAM
0700069720060930,09/30/2006,700,697,120,TEAM
0709054520060930,09/30/2006,709,545,110,TEAM
0716000920060930,09/30/2006,716,9,2,TEAM
0726016420060930,09/30/2006,726,164,25,TEAM
0746019320060930,09/30/2006,746,193,80,TEAM
0756002920060930,09/30/2006,756,29,11,TEAM
0796030620060930,09/30/2006,796,306,47,TEAM
0811068820060930,09/30/2006,811,688,92,TEAM
0664071920061003,10/03/2006,664,719,105,TEAM
0128038820061004,10/04/2006,128,388,142,TEAM
0234049020061005,10/05/2006,234,490,82,TEAM
0698073220061005,10/05/2006,698,732,135,TEAM
0367041920061006,10/06/2006,367,419,118,NEUTRAL
0005014020061007,10/07/2006,5,140,97,TEAM
0029011020061007,10/07/2006,29,110,15,TEAM
0031003720061007,10/07/2006,31,37,1,TEAM
0047008620061007,10/07/2006,47,86,91,TEAM
0051015720061007,10/07/2006,51,157,20,TEAM
0071051820061007,10/07/2006,71,518,99,TEAM
0096073120061007,10/07/2006,96,731,133,TEAM
0129070920061007,10/07/2006,129,709,102,TEAM
0147074920061007,10/07/2006,147,749,83,TEAM
0164065120061007,10/07/2006,164,651,35,TEAM
0193000820061007,10/07/2006,193,8,5,TEAM
0231049720061007,10/07/2006,231,497,123,TEAM
0306030120061007,10/07/2006,306,301,44,TEAM
0331069020061007,10/07/2006,331,690,109,TEAM
0365023520061007,10/07/2006,365,235,27,TEAM
0366006620061007,10/07/2006,366,66,42,TEAM
0392025520061007,10/07/2006,392,255,37,TEAM
0404000920061007,10/07/2006,404,9,2,TEAM
0416041820061007,10/07/2006,416,418,66,TEAM
0434070020061007,10/07/2006,434,700,129,TEAM
0457041520061007,10/07/2006,457,415,29,TEAM
0463031120061007,10/07/2006,463,311,40,TEAM
0465015620061007,10/07/2006,465,156,23,TEAM
0466027720061007,10/07/2006,466,277,39,TEAM
0472029520061007,10/07/2006,472,295,43,TEAM
0498003020061007,10/07/2006,498,30,7,TEAM
0509079620061007,10/07/2006,509,796,141,TEAM
0521032720061007,10/07/2006,521,327,52,TEAM
0529010720061007,10/07/2006,529,107,12,TEAM
0539042820061007,10/07/2006,539,428,72,TEAM
0545068820061007,10/07/2006,545,688,92,TEAM
0559031220061007,10/07/2006,559,312,41,TEAM
0574071820061007,10/07/2006,574,718,58,TEAM
0626007720061007,10/07/2006,626,77,134,TEAM
0648033420061007,10/07/2006,648,334,53,TEAM
0663070420061007,10/07/2006,663,704,124,TEAM
0671028820061007,10/07/2006,671,288,126,TEAM
0674051320061007,10/07/2006,674,513,49,TEAM
0694025720061007,10/07/2006,694,257,36,TEAM
0697032820061007,10/07/2006,697,328,51,TEAM
0703052220061007,10/07/2006,703,522,121,NEUTRAL
0726072120061007,10/07/2006,726,721,21,TEAM
0736043320061007,10/07/2006,736,433,76,TEAM
0741072520061007,10/07/2006,741,725,93,TEAM
0746019620061007,10/07/2006,746,196,81,TEAM
0754052820061007,10/07/2006,754,528,107,TEAM
0756065720061007,10/07/2006,756,657,14,TEAM
0768043020061007,10/07/2006,768,430,77,TEAM
0774051920061007,10/07/2006,774,519,95,TEAM
0811047320061007,10/07/2006,811,473,87,TEAM
0503041420061008,10/08/2006,503,414,101,TEAM
0147069020061012,10/12/2006,147,690,109,TEAM
0156072120061012,10/12/2006,156,721,21,TEAM
0667022920061012,10/12/2006,667,229,26,TEAM
0742006720061012,10/12/2006,742,67,61,TEAM
0545012820061013,10/13/2006,545,128,32,TEAM
0009057420061014,10/14/2006,9,574,127,TEAM
0028065720061014,10/14/2006,28,657,14,TEAM
0029067420061014,10/14/2006,29,674,19,TEAM
0030040420061014,10/14/2006,30,404,115,TEAM
0047012920061014,10/14/2006,47,129,70,TEAM
0051070320061014,10/14/2006,51,703,119,TEAM
0107075420061014,10/14/2006,107,754,138,TEAM
0110052920061014,10/14/2006,110,529,108,TEAM
0140036720061014,10/14/2006,140,367,54,TEAM
0204007120061014,10/14/2006,204,71,96,TEAM
0231041520061014,10/14/2006,231,415,29,TEAM
0234019320061014,10/14/2006,234,193,80,TEAM
0235003720061014,10/14/2006,235,37,1,TEAM
0277009620061014,10/14/2006,277,96,13,TEAM
0288066420061014,10/14/2006,288,664,75,TEAM
0295036620061014,10/14/2006,295,366,59,TEAM
0311052220061014,10/14/2006,311,522,103,TEAM
0312030620061014,10/14/2006,312,306,47,TEAM
0315043020061014,10/14/2006,315,430,77,TEAM
0334036520061014,10/14/2006,334,365,55,TEAM
0388066320061014,10/14/2006,388,663,122,TEAM
0392074620061014,10/14/2006,392,746,137,TEAM
0418053920061014,10/14/2006,418,539,111,TEAM
0428079620061014,10/14/2006,428,796,141,TEAM
0433000820061014,10/14/2006,433,8,5,TEAM
0434069720061014,10/14/2006,434,697,120,TEAM
0463032720061014,10/14/2006,463,327,52,TEAM
0473046520061014,10/14/2006,473,465,89,TEAM
0498071620061014,10/14/2006,498,716,4,TEAM
0503077420061014,10/14/2006,503,774,69,TEAM
0518041620061014,10/14/2006,518,416,68,TEAM
0519030120061014,10/14/2006,519,301,44,TEAM
0521032820061014,10/14/2006,521,328,51,TEAM
0528075620061014,10/14/2006,528,756,139,TEAM
0559050920061014,10/14/2006,559,509,46,TEAM
0587072620061014,10/14/2006,587,726,62,TEAM
0651045720061014,10/14/2006,651,457,78,TEAM
0654003120061014,10/14/2006,654,31,6,TEAM
0688076820061014,10/14/2006,688,768,143,TEAM
0700015720061014,10/14/2006,700,157,20,TEAM
0709033120061014,10/14/2006,709,331,100,TEAM
0718070420061014,10/14/2006,718,704,124,TEAM
0719019620061014,10/14/2006,719,196,81,TEAM
0725016420061014,10/14/2006,725,164,25,TEAM
0731063020061014,10/14/2006,731,630,18,TEAM
0732081120061014,10/14/2006,732,811,144,TEAM
0736025720061014,10/14/2006,736,257,36,TEAM
0749049020061014,10/14/2006,749,490,82,TEAM
0066047220061015,10/15/2006,66,472,88,TEAM
0414008620061015,10/15/2006,414,86,91,TEAM
0671022920061018,10/18/2006,671,229,26,TEAM
0071012920061019,10/19/2006,71,129,70,TEAM
0457074620061019,10/19/2006,457,746,137,TEAM
0732047320061019,10/19/2006,732,473,87,TEAM
0768016420061020,10/20/2006,768,164,25,TEAM
0008069420061021,10/21/2006,8,694,114,TEAM
0066029520061021,10/21/2006,66,295,43,TEAM
0067023420061021,10/21/2006,67,234,33,TEAM
0086051920061021,10/21/2006,86,519,95,TEAM
0096036520061021,10/21/2006,96,365,55,TEAM
0110051320061021,10/21/2006,110,513,49,TEAM
0156081120061021,10/21/2006,156,811,144,TEAM
0157052220061021,10/21/2006,157,522,103,TEAM
0255014720061021,10/21/2006,255,147,112,TEAM
0277047220061021,10/21/2006,277,472,88,TEAM
0301053920061021,10/21/2006,301,539,111,TEAM
0306051820061021,10/21/2006,306,518,99,TEAM
0312041820061021,10/21/2006,312,418,66,TEAM
0327043420061021,10/21/2006,327,434,73,TEAM
0328005120061021,10/21/2006,328,51,132,TEAM
0367068820061021,10/21/2006,367,688,92,TEAM
0388000920061021,10/21/2006,388,9,2,TEAM
0414000520061021,10/21/2006,414,5,94,TEAM
0415019320061021,10/21/2006,415,193,80,TEAM
0416050920061021,10/21/2006,416,509,46,TEAM
0419049820061021,10/21/2006,419,498,57,TEAM
0430025720061021,10/21/2006,430,257,36,TEAM
0433003120061021,10/21/2006,433,31,6,TEAM
0465007720061021,10/21/2006,465,77,134,TEAM
0490039220061021,10/21/2006,490,392,64,TEAM
0493042820061021,10/21/2006,493,428,72,TEAM
0497003020061021,10/21/2006,497,30,7,TEAM
0528002920061021,10/21/2006,528,29,11,TEAM
0529075420061021,10/21/2006,529,754,138,TEAM
0574012820061021,10/21/2006,574,128,32,TEAM
0587054520061021,10/21/2006,587,545,110,TEAM
0630046620061021,10/21/2006,630,466,90,TEAM
0648073620061021,10/21/2006,648,736,117,TEAM
0663019620061021,10/21/2006,663,196,81,TEAM
0664074220061021,10/21/2006,664,742,136,TEAM
0674002820061021,10/21/2006,674,28,10,TEAM
0690050320061021,10/21/2006,690,503,45,TEAM
0697052120061021,10/21/2006,697,521,104,TEAM
0698072520061021,10/21/2006,698,725,93,TEAM
0700031120061021,10/21/2006,700,311,40,TEAM
0703046320061021,10/21/2006,703,463,84,TEAM
0704028820061021,10/21/2006,704,288,126,TEAM
0709020420061021,10/21/2006,709,204,71,TEAM
0718003720061021,10/21/2006,718,37,1,TEAM
0719040420061021,10/21/2006,719,404,115,TEAM
0721062620061021,10/21/2006,721,626,16,TEAM
0731036620061021,10/21/2006,731,366,59,TEAM
0756010720061021,10/21/2006,756,107,12,TEAM
0774004720061021,10/21/2006,774,47,48,TEAM
0796055920061021,10/21/2006,796,559,50,TEAM
0651014020061022,10/22/2006,651,140,97,TEAM
0147074220061026,10/26/2006,147,742,136,TEAM
0704071920061027,10/27/2006,704,719,105,TEAM
0005070920061028,10/28/2006,5,709,102,TEAM
0028075620061028,10/28/2006,28,756,139,TEAM
0030022920061028,10/28/2006,30,229,26,TEAM
0031049820061028,10/28/2006,31,498,57,TEAM
0037043320061028,10/28/2006,37,433,76,TEAM
0047041420061028,10/28/2006,47,414,101,TEAM
0071069020061028,10/28/2006,71,690,109,TEAM
0077072120061028,10/28/2006,77,721,21,TEAM
0086006720061028,10/28/2006,86,67,61,TEAM
0090062620061028,10/28/2006,90,626,16,TEAM
0128028820061028,10/28/2006,128,288,126,TEAM
0157032820061028,10/28/2006,157,328,51,TEAM
0196066420061028,10/28/2006,196,664,75,TEAM
0204077420061028,10/28/2006,204,774,69,TEAM
0231000820061028,10/28/2006,231,8,5,TEAM
0234039220061028,10/28/2006,234,392,64,TEAM
0235025720061028,10/28/2006,235,257,28,NEUTRAL
0295027720061028,10/28/2006,295,277,39,TEAM
0301079620061028,10/28/2006,301,796,141,TEAM
0311032720061028,10/28/2006,311,327,52,TEAM
0334043020061028,10/28/2006,334,430,77,TEAM
0366063020061028,10/28/2006,366,630,18,TEAM
0404038820061028,10/28/2006,404,388,142,TEAM
0415025520061028,10/28/2006,415,255,37,TEAM
0416030620061028,10/28/2006,416,306,47,TEAM
0419067120061028,10/28/2006,419,671,56,TEAM
0428051820061028,10/28/2006,428,518,99,TEAM
0463052120061028,10/28/2006,463,521,104,TEAM
0465073220061028,10/28/2006,465,732,135,TEAM
0472046620061028,10/28/2006,472,466,90,TEAM
0473015620061028,10/28/2006,473,156,23,TEAM
0490074620061028,10/28/2006,490,746,137,TEAM
0497071620061028,10/28/2006,497,716,4,TEAM
0503031220061028,10/28/2006,503,312,41,TEAM
0509041820061028,10/28/2006,509,418,66,TEAM
0513072620061028,10/28/2006,513,726,63,NEUTRAL
0519033120061028,10/28/2006,519,331,100,TEAM
0522043420061028,10/28/2006,522,434,73,TEAM
0539055920061028,10/28/2006,539,559,50,TEAM
0550052920061028,10/28/2006,550,529,108,TEAM
0657052820061028,10/28/2006,657,528,107,TEAM
0688014020061028,10/28/2006,688,140,97,TEAM
0694064820061028,10/28/2006,694,648,113,TEAM
0697005120061028,10/28/2006,697,51,132,TEAM
0703070020061028,10/28/2006,703,700,129,TEAM
0725071820061028,10/28/2006,725,718,58,TEAM
0736019320061028,10/28/2006,736,193,80,TEAM
0749045720061028,10/28/2006,749,457,78,TEAM
0754011020061028,10/28/2006,754,110,15,TEAM
0811069820061028,10/28/2006,811,698,125,TEAM
0164058720061029,10/29/2006,164,587,86,TEAM
0009066320061031,10/31/2006,9,663,122,TEAM
0096006620061101,11/01/2006,96,66,42,TEAM
0768036720061102,11/02/2006,768,367,54,TEAM
0721072520061103,11/03/2006,721,725,93,TEAM
0028052820061104,11/04/2006,28,528,107,TEAM
0029075420061104,11/04/2006,29,754,138,TEAM
0030003720061104,11/04/2006,30,37,1,TEAM
0031064820061104,11/04/2006,31,648,113,TEAM
0047041820061104,11/04/2006,47,418,66,TEAM
0051070020061104,11/04/2006,51,700,129,TEAM
0067074920061104,11/04/2006,67,749,83,TEAM
0071000520061104,11/04/2006,71,5,94,TEAM
0077015620061104,11/04/2006,77,156,23,TEAM
0110010720061104,11/04/2006,110,107,12,TEAM
0129069020061104,11/04/2006,129,690,109,TEAM
0196012820061104,11/04/2006,196,128,32,TEAM
0229041920061104,11/04/2006,229,419,116,TEAM
0235073620061104,11/04/2006,235,736,117,TEAM
0255049020061104,11/04/2006,255,490,82,TEAM
0257033420061104,11/04/2006,257,334,53,TEAM
0277073120061104,11/04/2006,277,731,133,TEAM
0306042820061104,11/04/2006,306,428,72,TEAM
0327015720061104,11/04/2006,327,157,20,TEAM
