"Game Code","Attendance","Duration"
0493042820061021,62845,180
0497003020061021,19141,181
0528002920061021,57113,166
0529075420061021,35117,195
0574012820061021,30307,191
0587054520061021,49620,190
0630046620061021,19636,202
0648073620061021,37280,180
0663019620061021,34141,176
0664074220061021,66233,176
0674002820061021,53323,170
0690050320061021,27039,175
0697052120061021,43006,194
0698072520061021,33614,183
0700031120061021,44112,190
0703046320061021,85187,204
0704028820061021,18154,175
0709020420061021,21262,191
0718003720061021,79837,170
0719040420061021,30059,159
0721062620061021,26871,159
0731036620061021,14463,190
0756010720061021,58534,190
0774004720061021,17626,191
0796055920061021,58111,174
0651014020061022,15889,199
0147074220061026,66233,198
0704071920061027,28074,199
0005070920061028,19331,193
0028075620061028,58822,209
0030022920061028,8129,146
0031049820061028,55420,180
0037043320061028,55211,170
0047041420061028,17134,182
0071069020061028,17431,174
0077072120061028,35521,176
0086006720061028,14682,145
0090062620061028,20974,178
0128028820061028,13242,210
0157032820061028,39313,180
0196066420061028,25155,202
0204077420061028,20482,196
0231000820061028,92138,184
0234039220061028,50517,205
0235025720061028,84572,213
0295027720061028,34051,200
0301079620061028,81300,199
0311032720061028,44729,175
0334043020061028,37834,210
0366063020061028,12897,172
0404038820061028,29204,193
0415025520061028,55320,200
0416030620061028,36444,212
0419067120061028,21485,178
0428051820061028,105443,170
0463052120061028,40108,204
0465073220061028,42474,179
0472046620061028,11582,197
0473015620061028,22011,177
0490074620061028,55730,181
0497071620061028,17795,172
0503031220061028,70585,175
0509041820061028,109114,175
0513072620061028,71851,183
0519033120061028,14520,221
0522043420061028,62045,195
0539055920061028,58025,183
0550052920061028,57493,203
0657052820061028,42871,210
0688014020061028,20146,179
0694064820061028,82011,192
0697005120061028,51385,183
0703070020061028,56158,215
0725071820061028,21053,183
0736019320061028,14198,189
0749045720061028,49000,186
0754011020061028,53058,214
0811069820061028,31394,159
0164058720061029,41077,189
0009066320061031,13125,201
0096006620061101,30604,172
0768036720061102,43217,208
0721072520061103,32066,163
0028052820061104,38274,190
0029075420061104,35117,185
0030003720061104,78493,155
0031064820061104,74926,199
0047041820061104,109359,195
0051070020061104,51303,200
0067074920061104,32633,190
0071000520061104,15728,188
0077015620061104,21117,158
0110010720061104,72516,191
0129069020061104,16091,178
0196012820061104,31414,172
0229041920061104,18712,181
0235073620061104,38134,200
0255049020061104,56837,230
0257033420061104,62120,191
0277073120061104,10291,192
0306042820061104,44610,182
0327015720061104,42696,181
0328031120061104,40272,178
0331008620061104,11764,160
0365069420061104,106333,221
0366049720061104,11103,189
0392014720061104,79000,199
0414077420061104,12822,184
0430000820061104,92138,195
0434046320061104,85197,187
0457051320061104,80795,198
0466029520061104,15013,173
0508043320061104,47712,152
0509031220061104,70585,163
0518030120061104,53351,180
0519020420061104,17049,165
0521070320061104,89036,180
0522069720061104,85697,189
0539079620061104,81777,182
0545065120061104,35671,203
0559041620061104,65398,182
0574070420061104,42685,191
0626081120061104,14012,188
0630047220061104,15308,193
0657067420061104,49371,165
0671071620061104,20111,201
0698046520061104,13916,184
0718038820061104,25128,209
0719028820061104,22452,190
0726019320061104,17782,161
0742041520061104,41504,181
0746023420061104,82804,184
0756052920061104,58408,200
0664040420061105,28103,202
0709050320061107,19267,204
0086000520061109,14512,196
0367058720061109,44111,197
0811007720061109,59901,170
0704000920061110,13809,206
0774012920061110,30027,160
0008036520061111,92588,196
0051052120061111,35430,193
0066063020061111,21742,181
0107002920061111,55519,207
0128040420061111,20611,185
0140076820061111,57174,201
0156073220061111,39532,199
0193006720061111,42326,196
0255045720061111,41000,175
0257003720061111,87451,176
0288066320061111,20350,197
0311015720061111,43056,175
0331074220061111,66233,170
0366027720061111,32083,195
0388019620061111,41372,175
0415039220061111,50721,178
0418030620061111,42320,164
0419003020061111,10176,180
0428041620061111,64807,193
0463069720061111,83336,205
0465062620061111,21445,182
0472009620061111,33241,168
0490014720061111,81000,196
0497067120061111,13621,162
0498023120061111,15009,180
0513072120061111,49367,173
0518050920061111,47130,177
0528011020061111,67532,179
0529065720061111,92000,218
0545016420061111,40000,221
0559030120061111,44266,205
0574071920061111,18632,222
0648023520061111,90703,192
0664071820061111,21687,176
0674075620061111,55896,188
0688065120061111,29694,209
0690053920061111,105950,173
0694003120061111,76728,172
0698047320061111,32754,174
0700052220061111,85313,199
0703032720061111,47933,209
0716022920061111,12340,172
0726020420061111,15816,158
0731046620061111,8584,155
0736033420061111,52235,200
0749023420061111,77785,175
0754002820061111,53289,164
0796031220061111,70585,188
0047070920061114,16021,196
0414007120061115,25616,194
0005051920061116,15631,206
0768054520061116,55642,182
0129050320061117,18139,175
0204033120061117,8147,160
0009066420061118,27749,194
0029052920061118,58029,181
0030071620061118,20462,221
0031043020061118,41845,177
0037000820061118,92138,198
0086079620061118,80850,175
0107065720061118,91672,201
0110002820061118,54459,175
0128071820061118,15341,160
0164068820061118,35079,189
0193025520061118,46768,189
0196057420061118,12669,185
0229049720061118,9806,183
0288040420061118,20344,176
0295009620061118,35382,160
0301050920061118,22242,168
0306055920061118,62105,204
0312042820061118,64140,185
0327032820061118,51821,194
0392006720061118,44500,198
0415074620061118,54552,175
0416053920061118,108607,211
0418051820061118,105708,208
0419064820061118,70442,180
0433036520061118,92449,198
0434031120061118,39631,185
0466036620061118,9383,168
0473007720061118,63814,182
0490045720061118,54000,186
0498033420061118,53463,209
0521070020061118,45457,205
0522005120061118,31221,176
0528067420061118,38502,180
0587014020061118,27804,193
0626069820061118,26287,160
0630027720061118,33622,188
0651036720061118,40348,195
0671023120061118,15134,177
0690072620061118,33927,176
0694073620061118,39773,186
0704038820061118,20783,198
0719066320061118,14658,171
0725051320061118,80795,184
0731006620061118,30515,182
0732072120061118,27611,180
0742074920061118,36723,172
0756075420061118,35117,202
0769023520061118,90233,170
0774023420061118,78236,189
0811046520061118,14021,194
0071070920061121,23917,191
0067041520061123,23308,195
0096036620061124,11086,192
0129008620061124,11941,158
0157046320061124,85800,203
0331004720061124,16189,172
0365003120061124,55833,198
0503020420061124,8937,173
0519041420061124,15926,185
0529052820061124,44015,205
0697070320061124,89102,188
0718071920061124,15502,166
0721046520061124,13927,209
0774000520061124,16686,178
0009012820061125,23755,167
0028002920061125,57895,202
0030067120061125,10212,176
0066046620061125,25506,183
0077073220061125,45330,198
0140016420061125,37515,203
0196049020061125,54264,188
0231022920061125,9655,169
0235023420061125,83507,215
0255025720061125,92746,197
0328043420061125,55614,188
0334069420061125,104382,183
0367054520061125,41881,197
0388066420061125,28736,160
0404070420061125,31462,186
0430043320061125,57658,180
0457019320061125,24478,206
0472073120061125,7108,172
0497049820061125,12107,160
0513065720061125,91800,202
0522052120061125,42819,182
0559027720061125,47825,202
0626047320061125,23421,180
0630029520061125,10435,165
0648014720061125,83000,190
0651076820061125,52790,193
0663057420061125,12867,172
0688058720061125,43791,172
0698015620061125,16146,185
0716041920061125,17812,191
0746074220061125,66233,163
0749039220061125,51500,192
0129051920061130,25483,175
0664028820061201,31818,196
0031023520061202,73374,217
0096063020061202,22235,185
0156062620061202,17557,163
0164036720061202,38476,190
0366047220061202,13568,180
0463052220061202,80031,220
0498067120061202,10814,193
0528027720061202,50000,193
0587076820061202,60299,232
0657011020061202,90622,193
0674010720061202,72516,186
0716023120061202,15023,203
0721069820061202,30767,174
0725072620061202,69943,192
0749025520061202,62850,200
0503069820061219,29709,191
0077052920061221,44615,208
0574071620061222,24791,211
0473063020061223,34111,194
0651019620061223,32023,222
0719073220061223,32412,193
0277002820061224,43435,220
0419012920061226,54113,225
0234011020061227,40331,225
0521000820061228,45054,218
0587032720061228,52210,197
0697010720061228,62395,204
0147033420061229,68024,215
0528043420061229,48732,240
0559039220061229,40168,179
0648028820061229,56103,218
0700042820061229,48391,225
0257074220061230,75406,192
0703031220061230,65875,210
0726006720061230,52303,185
0415046620061231,28654,206
0031079620070101,60774,207
0037046320070101,66777,197
0066052220070101,73719,238
0657041820070101,93852,198
0694053920070101,65601,212
0768025520070101,67714,206
0367074920070102,74470,208
0513036520070103,77781,199
0774014020070106,26717,202
0519066420070107,38751,189
0235051820070108,74628,204
