"Game Code","Attendance","Duration"
0157075420120922,31668,227
0164077420120922,10328,200
0196045720120922,59500,183
0204041620120922,74204,191
0229000820120922,101821,160
0294046320120922,84923,197
0327052220120922,85276,197
0328050320120922,18374,184
0334023520120922,87102,187
0365003720120922,86721,201
0366030120120922,46539,189
0367023120120922,12318,191
0388057420120922,14204,230
0392076820120922,58504,200
0400041420120922,15159,196
0404019320120922,23658,191
0415025520120922,50390,228
0418051320120922,80795,190
0433071820120922,28913,193
0434064820120922,80836,182
0466027720120922,31417,188
0473047220120922,25211,188
0485051920120922,23673,195
0528011020120922,54636,206
0587003120120922,72543,201
0630062620120922,24103,183
0646043020120922,55186,190
0647069720120922,86775,192
0650050920120922,28641,178
0651004720120922,16397,183
0664077220120922,23252,189
0676067020120922,17188,180
0688042820120922,50805,189
0690053920120922,93680,197
0704079620120922,79806,206
0716049720120922,21823,185
0721046520120922,14054,181
0725074920120922,30207,200
0731015620120922,23374,184
0732002820120922,58107,190
0736025720120922,92746,195
0741072620120922,35671,207
0746069820120922,46330,198
0811029520120922,13558,218
1092054520120922,36452,180
0674075620120927,55941,199
0277007720120928,62022,201
0028010720120929,51634,211
0031069720120929,86442,222
0047033120120929,21657,205
0051076820120929,60012,226
0066047320120929,28270,189
0086016420120929,34666,181
0110015720120929,46893,191
0129050320120929,16292,208
0147006720120929,40138,218
0156072120120929,38562,188
0193074920120929,28743,202
0231067120120929,21109,201
0234065120120929,69383,210
0288057420120929,32718,211
0295045720120929,32000,195
0306050920120929,33129,198
0366074620120929,42027,223
0367066420120929,23492,188
0388055920120929,45481,213
0414000520120929,8211,230
0419025520120929,39270,189
0428031220120929,70585,195
0433000820120929,101821,195
0434012820120929,35835,206
0465073120120929,24226,203
0466067020120929,14210,193
0490041520120929,38510,232
0497022920120929,13888,184
0498071820120929,18063,182
0518041620120929,76705,192
0519040020120929,8321,207
0528002920120929,44153,215
0529075420120929,60929,214
0539030120120929,46734,204
0572007120120929,15338,197
0626009620120929,33894,206
0630072620120929,32375,177
0648033420120929,49810,188
0683072520120929,31006,175
0694025720120929,92746,231
0698066320120929,28436,219
0700031120120929,54149,196
0703052120120929,56709,218
0704019620120929,47817,183
0706047220120929,14341,182
0709077420120929,15628,204
0711036520120929,92154,213
0716064620120929,23789,211
0719000920120929,13196,185
0742014020120929,46026,217
0772003020120929,25160,186
0796046320120929,85962,208
0030023120121004,13612,197
0196012820121004,32181,189
0657073220121004,46037,202
0545068820121005,40394,183
0731007720121005,63086,189
0029067420121006,48204,231
0031003720121006,85813,195
0066066420121006,25337,212
0067072520121006,39492,210
0071000520121006,10102,200
0086051920121006,20044,214
0096015620121006,25814,188
0110010720121006,57643,191
0129070920121006,19247,199
0164058720121006,50870,180
0234049020121006,54962,220
0255014720121006,81000,201
0257064820121006,85199,193
0277062620121006,50586,208
0301079620121006,80096,185
0311069820121006,42152,205
0328032720121006,50344,194
0331020420121006,6011,167
0365023520121006,90824,203
0400077420121006,15671,175
0414014020121006,35097,189
0415051320121006,62871,194
0416030620121006,45979,212
0418055920121006,50105,180
0430033420121006,49498,185
0463051820121006,106102,213
0465036620121006,21850,216
0472029520121006,14755,200
0497028820121006,25476,187
0498041920121006,21067,189
0503004720121006,11238,213
0509053920121006,95769,200
0522070020121006,60800,196
0574040420121006,17831,200
0651069020121006,25796,199
0655000920121006,16212,167
0663070420121006,34073,195
0670047320121006,22135,178
0697043320121006,55343,205
0718067120121006,29758,193
0719038820121006,27189,214
0726072120121006,38927,200
0736043420121006,66250,201
0742045720121006,54000,220
0746019320121006,26856,218
0749039220121006,40391,214
0754052820121006,46579,186
0756052920121006,58792,188
0768070320121006,101851,212
0811046620121006,24025,201
0028015720121011,45161,206
0704071920121011,18961,193
0772071620121011,16426,208
0726012920121012,15074,172
0005051920121013,25542,200
0008043420121013,71004,216
0009028820121013,25242,216
0037043320121013,57068,203
0067023420121013,81075,210
0086050320121013,14419,187
0096006620121013,35742,186
0107075420121013,27339,212
0156062620121013,27133,165
0193074220121013,65632,199
0229049820121013,16782,184
0235073620121013,40350,208
0236014020121013,26317,183
0295067020121013,16973,184
0301041820121013,110922,177
0312041620121013,70211,219
0327031120121013,56800,194
0331072520121013,30022,200
0334003120121013,67153,131
0367054520121013,42432,195
0392074620121013,45556,201
0404019620121013,45137,187
0414007120121013,17071,186
0419023120121013,15234,198
0457041520121013,58954,204
0466046520121013,20565,194
0473027720121013,31632,195
0509042820121013,49651,186
0518030620121013,48880,242
0521032820121013,31115,262
0528007720121013,63489,211
0646003020121013,22143,172
0648036520121013,92734,207
0657075620121013,66202,191
0663071820121013,11519,200
0664012820121013,34514,229
0674051320121013,80795,210
0688058720121013,48011,188
0690016420121013,37279,198
0694043020121013,57831,198
0697036620121013,40453,268
0698005120121013,42524,194
0703052220121013,92500,234
0706057420121013,28677,207
0709020420121013,2837,193
0721081120121013,22627,181
0731063020121013,15168,200
0732011020121013,66303,179
0768070020121013,57328,205
0774004720121013,14192,209
0796055920121013,46007,185
0671049720121016,17055,216
0288066320121018,16459,230
0529002820121018,71004,199
0164068820121019,36715,193
0008069420121020,102455,183
0037073620121020,40350,190
0047012920121020,14081,193
0051070320121020,101353,212
0067025520121020,40112,192
0071040020121020,10846,177
0077051320121020,80795,184
0128040420121020,22106,181
0140070920121020,24124,198
0157065720121020,83274,194
0196000920121020,12403,207
0229064620121020,17566,210
0231071620121020,17354,202
0234041520121020,73328,222
0257033420121020,54553,200
0295036620121020,20255,199
0306072620121020,33441,200
0311052120121020,57019,202
0327076820121020,60101,182
0328052220121020,84532,180
0365069720121020,87429,240
0388066420121020,24093,207
0416041820121020,113833,192
0419043020121020,55108,180
0428079620121020,80587,188
0457019320121020,33941,210
0463050920121020,47330,219
0465006620121020,36012,183
0472073120121020,17001,173
0473072120121020,29726,171
0490039220121020,40217,221
0498077220121020,22323,211
0503000520121020,7074,197
0539031220121020,70585,199
0545008620121020,17021,184
0559051820121020,105290,216
0574071920121020,22567,210
0587069020121020,35145,189
0626046620121020,22242,217
0630070620121020,30862,186
0648023520121020,90883,202
0651036720121020,50167,201
0674010720121020,61024,197
0700069820121020,47894,237
0718070420121020,23234,185
0725020420121020,4252,202
0732052820121020,45769,180
0742014720121020,81500,193
0749074620121020,41167,198
0756002920121020,50148,193
0774033120121020,16128,205
0811009620121020,29423,190
0030067120121023,19873,192
0147074920121025,31162,189
0140036720121026,53271,207
0466072120121026,24277,200
0005012920121027,10172,195
0009071820121027,12531,212
0047072520121027,30010,195
0051031120121027,54877,214
0066081120121027,17855,185
0077025520121027,50103,177
0096047320121027,19856,183
0107073220121027,45017,193
0110002820121027,55672,202
0128038820121027,22563,203
0157052920121027,57521,181
0193023420121027,71467,185
0204007120121027,13158,170
0235025720121027,84644,223
0277015620121027,16573,200
0306030120121027,47981,186
0312050920121027,44121,187
0331058720121027,49345,182
0334043420121027,67853,184
0366047220121027,12118,195
0392006720121027,33267,193
0400073620121027,32227,193
0404066320121027,20330,174
0416079620121027,80538,190
0418046320121027,86160,195
0430000820121027,101821,194
0433003120121027,55378,221
0465062620121027,23874,175
0490045720121027,62000,228
0497041920121027,14102,164
0503077420121027,12974,201
0513052220121027,86031,203
0518053920121027,107818,190
0519041420121027,19326,193
0528075620121027,60842,192
0559042820121027,41062,215
0646049820121027,14556,180
0657002920121027,47822,246
0664057420121027,14927,192
0670063020121027,7093,173
0688065120121027,38562,222
0690054520121027,42425,197
0694064820121027,80250,214
0697003720121027,85119,180
0698052120121027,57183,199
0700032720121027,50766,216
0703032820121027,40097,179
0704028820121027,27433,195
0709008620121027,10658,187
0716022920121027,11968,185
0726019620121027,48327,200
0731070620121027,23519,187
0754067420121027,41496,181
0772023120121027,12842,191
0204051920121101,16789,192
0419077220121101,17327,193
0742041520121101,37219,196
0756010720121102,42226,211
0005033120121103,18265,184
0008036520121103,93374,214
0009066420121103,22874,186
0028052820121103,45979,201
0029011020121103,81673,203
0030049720121103,17534,182
0067074920121103,28963,203
0147019320121103,31894,216
0156081120121103,20055,194
0164065120121103,36190,170
0229072620121103,29326,191
0231064620121103,11936,180
0255039220121103,33471,175
0277009620121103,30755,193
0288019620121103,45455,223
0301051820121103,105311,197
0312030620121103,40646,188
0328005120121103,39039,259
0400050320121103,11114,191
0404038820121103,22041,184
0414008620121103,10817,180
0418042820121103,48801,189
0433025720121103,92746,199
0434023520121103,90496,199
0463041620121103,73522,232
0472003720121103,74676,196
0473046520121103,12835,174
0521032720121103,50781,200
0522031120121103,56585,203
0529065720121103,93607,221
0539055920121103,40098,210
0545051320121103,80795,247
0574071820121103,15467,143
0626006620121103,36084,186
0630029520121103,14429,185
0663012820121103,36036,180
0670073120121103,17222,163
0671049820121103,20203,199
0674015720121103,44138,193
0688014020121103,26180,232
0690036720121103,44609,183
0697043020121103,55240,190
0698076820121103,52322,223
0703070020121103,60879,193
0706036620121103,23645,200
0716069420121103,84189,232
0719003120121103,64451,184
0721072520121103,37707,200
0736033420121103,44902,177
0746049020121103,54812,210
0754073220121103,45069,186
0774012920121103,15322,198
0047070920121106,18211,194
0071051920121107,19122,193
0234074220121108,65632,210
0498003020121108,30243,190
0545016420121109,33503,181
0028065720121110,80154,193
0031064820121110,78772,206
0051052220121110,84945,223
0066027720121110,29471,190
0096046620121110,22104,212
0110075420121110,28110,227
0128070420121110,25483,201
0129020420121110,4081,182
0140069020121110,20192,184
0157002920121110,51236,187
0229077220121110,14185,207
0255045720121110,50000,218
0257003720121110,86146,179
0295007720121110,61009,193
0311070320121110,100018,191
0327069820121110,47292,182
0328070020121110,55052,190
0331041420121110,13301,186
0366067020121110,17184,243
0367068820121110,40312,191
0388000920121110,11981,196
0392014720121110,76000,174
0400000520121110,7716,205
0402070620121110,25784,194
0415074620121110,45870,198
0428030120121110,46912,180
0430036520121110,92831,192
0434069420121110,89272,238
0465015620121110,13887,178
0509041820121110,112510,208
0513006720121110,44500,193
0528067420121110,47127,192
0529010720121110,57672,198
0539046320121110,85527,213
0559031220121110,70585,204
0630047220121110,9121,185
0646049720121110,15963,189
0664066320121110,16343,192
0671023520121110,86482,198
0697000820121110,101821,209
0718040420121110,18796,182
0719028820121110,25827,215
0721062620121110,30266,170
0725058720121110,43250,184
0726071620121110,24321,176
0732075620121110,60050,184
0736043320121110,60572,226
0749049020121110,52567,215
0768052120121110,57799,213
0774008620121110,11012,212
0796030620121110,43240,189
0811047320121110,17839,191
0519004720121114,10097,200
0709050320121114,17813,208
0457074620121115,45760,196
0231022920121116,15405,235
0277072120121116,25313,175
0006003720121117,74832,188
0029073220121117,45031,179
0030071620121117,20614,210
0031043020121117,54838,200
0077063020121117,15494,191
0086040020121117,12649,203
0107052820121117,43779,212
0128071920121117,19725,201
0156006620121117,33545,170
0193025520121117,41904,189
0196071820121117,14041,198
0204077420121117,10338,179
0234039220121117,35244,181
0253025720121117,92746,192
0288038820121117,18831,209
0306053920121117,90358,206
0311032820121117,41608,197
0312041820121117,113016,186
0315023520121117,82691,178
0327005120121117,38029,208
0331007120121117,16002,197
0404000920121117,9219,165
0414012920121117,7223,183
0419064620121117,15087,193
0428046320121117,85330,194
0433036520121117,92872,226
0466047320121117,17290,162
0490014720121117,76000,227
0497049820121117,14079,182
0509041620121117,75101,211
0518079620121117,80112,207
0522076820121117,50238,240
0559030120121117,41974,198
0587014020121117,34526,189
0624069720121117,87101,198
0625033420121117,46749,177
0651041520121117,38869,198
0657011020121117,83277,209
0663057420121117,20710,194
0670072620121117,31004,209
0674052920121117,58792,206
0688043420121117,63045,195
0690072520121117,27019,195
0694073620121117,40350,218
0700052120121117,55341,204
0704066420121117,23757,194
0706029520121117,9030,206
0731036620121117,25614,222
0742006720121117,34266,219
0749051320121117,80795,182
0754002820121117,53438,195
0756015720121117,43148,187
0769000820121117,101126,163
0772067120121117,20314,192
0811046520121117,10717,189
2915064820121117,79982,164
0005070920121120,14589,218
0698070320121122,99950,183
0028002920121123,51901,211
0047041420121123,8154,186
0086007120121123,11846,175
0129040020121123,6385,176
0365003120121123,71117,225
0388019620121123,46317,240
0463031220121123,69805,185
0503020420121123,1349,179
0519033120121123,18230,188
0651014020121123,21171,193
0688069020121123,22317,187
0732015720121123,46052,210
0756075420121123,30544,220
0768031120121123,53792,192
0009012820121124,28602,200
0037000820121124,101821,189
0051070020121124,44168,225
0067049020121124,53020,207
0077047220121124,12571,190
0164036720121124,45618,238
0235023420121124,83429,215
0255025720121124,92746,192
0295073120121124,19350,175
0301050920121124,32415,182
0306055920121124,42638,209
0334069420121124,81841,193
0366063020121124,12326,219
0392045720121124,44000,222
0415019320121124,26895,230
0416042820121124,44194,185
0418051820121124,105899,191
0430043320121124,61005,200
0434069720121124,87222,230
0465027720121124,28359,187
0473015620121124,12286,173
0497077220121124,11074,192
0498023120121124,12115,194
0513065720121124,93607,182
0521052220121124,85824,228
0529052820121124,47249,200
0574070420121124,20384,515
0587054520121124,38786,196
0626081120121124,13374,192
0646067120121124,20333,215
0648014720121124,82000,212
0664040420121124,21305,172
0670070620121124,39032,194
0674011020121124,68228,193
0716041920121124,18605,188
0718028820121124,25402,225
0719066320121124,15336,233
0721009620121124,36240,180
0736074920121124,26134,188
0746074220121124,65632,201
0796053920121124,93505,212
0367058720121129,52798,200
0110067420121130,31622,200
0503033120121130,18132,227
0008025720121201,75624,222
0066046620121201,30017,177
0128071920121201,17635,219
0140016420121201,33112,204
0234025520121201,64778,191
0328076820121201,51112,187
0419003020121201,31243,172
0463079620121201,41260,208
0472067020121201,15108,185
0483052820121201,32427,186
0521005120121201,39203,231
0522069820121201,47501,200
0545065120121201,35141,165
0646027720121201,27865,177
0671022920121201,11522,173
0703032720121201,50912,195
0726072520121208,69607,195
0466002920121215,24610,219
0709073120121215,29243,213
0077062620121220,35442,199
0047012820121221,21759,210
0196067120121222,48828,222
0756006620121222,33217,195
0096066320121224,30024,204
0772012920121226,23310,200
0051011020121227,55507,210
0140019320121227,48128,225
0630007120121227,17835,202
0428070020121228,50386,227
0519049820121228,41853,187
0587074220121228,48127,220
0574072120121229,40754,202
0698041620121229,44617,198
0703052820121229,65277,202
0726002820121229,34172,195
0768068820121229,39098,209
0311071920121231,53687,206
0365014720121231,68027,219
0490073620121231,55801,200
0657025520121231,47922,215
0257046320130101,59712,213
0430050920130101,48612,200
0503023420130101,72073,220
0559052120130101,48313,199
0648041820130101,54527,225
0796067420130101,93359,186
0367023520130102,54178,210
0529032720130103,70242,203
0697052220130104,87025,211
0545043320130105,59135,203
0331003020130106,37913,187
0008051320130107,80120,190
