"Team Code","Game Code","Rush Att","Rush Yard","Rush TD","Pass Att","Pass Comp","Pass Yard","Pass TD","Pass Int","Pass Conv","Kickoff Ret","Kickoff Ret Yard","Kickoff Ret TD","Punt Ret","Punt Ret Yard","Punt Ret TD","Fum Ret","Fum Ret Yard","Fum Ret TD","Int Ret","Int Ret Yard","Int Ret TD","Misc Ret","Misc Ret Yard","Misc Ret TD","Field Goal Att","Field Goal Made","Off XP Kick Att","Off XP Kick Made","Off 2XP Att","Off 2XP Made","Def 2XP Att","Def 2XP Made","Safety","Points","Punt","Punt Yard","Kickoff","Kickoff Yard","Kickoff Touchback","Kickoff Out-Of-Bounds","Kickoff Onside","Fumble","Fumble Lost","Tackle Solo","Tackle Assist","Tackle For Loss","Tackle For Loss Yard","Sack","Sack Yard","QB Hurry","Fumble Forced","Pass Broken Up","Kick/Punt Blocked","1st Down Rush","1st Down Pass","1st Down Penalty","Time Of Possession","Penalty","Penalty Yard","Third Down Att","Third Down Conv","Fourth Down Att","Fourth Down Conv","Red Zone Att","Red Zone TD","Red Zone Field Goal"
5,0414000520101117,23,105,2,34,18,213,0,1,0,6,104,0,2,3,0,0,0,0,0,0,0,1,-8,0,0,0,2,2,0,0,0,0,0,14,7,238,3,175,1,0,0,2,1,33,44,7.0,28,1.0,11,0,0,5,1,2,10,2,1463,7,56,14,5,1,1,2,1,0
5,0086000520101126,44,133,0,24,13,193,3,0,0,3,42,0,2,14,0,0,0,0,2,23,0,0,0,0,1,1,3,1,0,0,0,0,0,22,5,185,5,266,0,0,0,3,2,33,41,4.0,32,2.0,27,0,1,0,1,9,6,1,1906,4,30,16,8,1,0,2,2,0
8,0630000820100904,41,257,4,30,22,334,2,0,0,2,43,0,3,9,0,0,0,0,1,15,0,0,0,0,2,2,6,6,0,0,0,0,0,48,3,122,8,536,1,0,0,3,1,30,28,2.0,11,1.0,9,1,1,6,0,16,14,0,1842,4,40,11,7,0,0,4,2,1
8,0539000820100911,34,180,1,24,16,229,2,0,0,1,17,0,0,0,0,1,89,0,3,2,0,0,0,0,2,1,3,3,0,0,0,0,0,24,3,111,5,336,0,0,0,1,1,34,26,1.0,3,0.0,0,6,1,5,0,10,9,0,1767,5,33,10,3,2,1,3,2,1
8,0008019320100918,35,315,4,26,17,311,3,1,0,4,150,1,4,29,0,0,0,0,1,21,0,0,0,0,2,2,8,8,0,0,0,0,0,62,2,81,10,626,0,0,0,4,2,48,32,6.0,18,1.0,8,2,0,3,0,11,15,1,1620,6,55,5,2,0,0,8,6,1
8,0008003120100925,40,227,2,26,18,194,1,2,0,5,123,0,1,0,0,0,0,0,3,33,0,0,0,0,1,1,3,3,0,0,0,0,0,24,3,137,5,334,1,0,0,1,0,46,17,3.0,13,2.0,8,0,1,3,0,11,11,1,2032,8,47,14,8,1,1,4,2,1
8,0235000820101002,34,170,2,18,12,103,1,0,0,3,58,0,1,41,0,0,0,0,3,44,1,0,0,0,1,1,4,4,0,0,0,0,0,31,4,161,6,408,1,0,0,1,0,42,20,8.0,25,1.0,8,9,1,8,0,10,7,1,1630,5,47,9,4,0,0,4,3,1
8,0008064820101009,29,36,0,35,27,315,2,0,0,7,173,0,1,28,0,0,0,0,1,0,0,0,0,0,3,2,2,1,0,0,0,0,1,21,2,68,5,346,2,0,0,1,1,43,16,6.0,18,1.0,5,0,0,1,0,7,13,1,1947,5,31,13,5,3,2,4,1,1
8,0433000820101016,34,100,0,25,17,219,2,0,0,3,74,0,6,125,0,0,0,0,1,4,0,0,0,0,4,3,2,2,0,0,0,0,0,23,5,191,5,318,1,0,0,2,1,34,24,6.0,17,2.0,5,10,0,6,0,7,6,2,1963,8,52,15,5,0,0,2,1,1
8,0008069420101023,34,210,4,35,24,326,1,0,0,2,48,0,1,-4,0,0,0,0,2,20,0,0,0,0,3,2,5,5,0,0,0,0,0,41,2,94,8,531,1,0,0,0,0,38,26,6.0,29,2.0,14,2,1,8,0,9,14,1,1920,5,52,13,7,1,0,6,4,1
8,0008036520101106,31,102,1,34,21,223,2,1,0,5,116,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,6,246,4,256,1,1,0,3,1,33,54,5.0,21,1.0,12,1,0,3,0,5,13,1,1873,3,25,14,7,0,0,3,3,0
8,0430000820101113,36,175,1,23,14,277,2,1,0,3,60,0,3,36,0,0,0,0,2,12,0,0,0,0,3,3,3,3,0,0,0,0,0,30,4,153,7,481,1,0,0,2,1,40,50,6.0,27,5.0,26,2,0,2,0,9,10,0,1724,4,24,12,4,0,0,3,0,2
8,0254000820101118,45,262,4,22,19,216,3,0,0,2,44,0,2,60,1,0,0,0,4,66,1,0,0,0,2,0,9,9,0,0,0,0,0,63,1,29,10,633,0,0,0,0,0,35,22,6.0,17,2.0,11,10,1,3,1,12,12,0,1758,3,19,9,4,3,2,7,6,0
8,0037000820101126,30,69,1,41,27,377,2,0,0,3,62,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,4,135,6,360,0,0,0,2,2,46,18,9.0,37,4.0,26,4,2,2,0,8,14,1,1981,7,40,13,3,4,3,5,2,2
8,0008041620110101,44,275,6,23,19,271,1,0,0,1,18,0,3,22,0,0,0,0,1,22,0,0,0,0,0,0,7,7,0,0,0,0,0,49,2,79,8,504,1,0,0,1,0,42,10,11.0,70,5.0,45,5,1,7,0,11,13,1,1942,3,25,13,8,1,1,4,4,0
9,0229000920100902,47,345,3,19,9,79,1,1,0,5,107,0,5,27,0,0,0,0,1,19,0,0,0,0,2,1,4,4,0,0,1,0,0,31,8,382,6,378,0,0,0,0,0,41,12,8.0,33,3.0,22,0,0,2,1,12,4,1,2057,4,39,13,2,1,1,5,3,1
9,0009066320100911,32,108,0,26,13,153,1,1,0,4,114,0,1,3,0,1,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,5,243,2,129,0,0,0,1,1,38,22,2.0,14,1.0,4,0,1,7,0,7,4,0,1405,5,55,13,3,3,1,3,1,0
9,0716000920100918,30,159,2,45,25,376,3,2,0,5,136,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,34,2,101,5,227,1,0,0,2,2,45,28,5.0,36,3.0,23,0,3,6,0,5,17,4,1651,3,38,15,9,2,0,3,2,0
9,0009069420100925,32,115,1,60,33,429,2,1,2,5,80,0,3,38,0,0,0,0,0,0,0,0,0,0,7,2,1,1,2,2,0,0,0,29,4,182,4,214,0,0,0,1,0,33,32,9.0,53,5.0,39,3,0,5,1,7,16,0,2167,7,55,23,9,2,2,5,1,2
9,0009012820101006,35,116,0,34,15,153,1,2,0,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,4,130,2,122,0,0,0,1,1,48,20,5.0,11,1.0,3,0,1,1,0,8,7,1,1691,4,25,17,7,5,3,0,0,0
9,0704000920101016,42,228,0,28,20,272,3,0,0,3,53,0,1,0,0,0,0,0,3,53,0,0,0,0,2,0,3,3,0,0,0,0,0,21,3,119,4,174,0,0,0,4,2,32,8,3.0,20,2.0,19,0,1,7,0,13,11,1,1944,7,63,13,8,0,0,7,3,0
9,0009043020101023,33,118,2,45,23,236,1,0,0,7,184,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,214,5,273,0,0,0,3,3,56,14,8.0,32,2.0,16,2,0,2,0,7,13,4,1614,6,65,16,7,1,0,4,3,1
9,0009066420101030,50,223,4,34,22,241,3,3,1,4,94,0,0,0,0,1,8,0,2,66,0,0,0,0,1,0,6,6,1,1,0,0,0,50,3,123,6,328,0,0,0,0,0,64,16,9.0,32,1.0,6,0,2,4,0,14,15,2,2024,4,45,13,4,4,3,8,7,0
9,0388000920101106,28,83,0,46,20,235,2,1,0,6,100,0,3,0,0,0,0,0,1,11,0,0,0,0,1,1,2,2,0,0,0,0,0,17,7,274,4,231,0,0,0,2,0,48,28,7.0,11,0.0,0,0,1,2,0,6,10,2,1549,5,40,18,6,4,2,2,1,1
9,0196000920101111,29,127,1,50,31,418,5,1,0,10,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,42,5,224,7,385,0,0,0,1,1,39,24,4.0,6,0.0,0,0,0,4,0,9,18,1,1953,5,50,14,7,2,1,4,4,0
9,0404000920101120,39,149,1,38,21,361,3,2,0,3,72,0,1,3,0,0,0,0,1,6,0,0,0,0,1,1,4,4,0,0,0,0,0,31,3,107,6,375,0,0,0,0,0,38,18,5.0,14,2.0,10,0,1,4,0,7,13,1,2045,4,40,16,8,3,0,2,1,1
9,0009057420101127,21,102,0,39,21,248,3,0,0,5,119,0,1,5,0,0,0,0,1,29,0,0,0,0,1,1,3,2,0,0,0,0,0,23,5,210,5,287,0,0,0,0,0,55,26,9.0,31,3.0,16,2,0,2,0,3,13,0,1529,9,95,15,8,1,0,2,1,1
28,0550002820100904,35,242,5,31,20,311,2,1,0,4,92,0,2,15,0,0,0,0,3,27,0,0,0,0,2,1,7,7,0,0,0,0,1,54,1,55,9,612,2,0,0,1,0,45,18,8.0,28,2.0,13,0,0,2,1,9,12,2,1489,11,93,8,4,1,0,5,3,0
28,0501002820100911,29,56,2,52,34,394,3,2,0,3,90,0,6,111,0,0,0,0,1,0,0,0,0,0,2,2,5,5,0,0,0,0,0,41,4,211,8,542,2,1,0,0,0,39,26,4.0,13,1.0,9,0,1,4,0,4,16,1,1634,13,131,18,7,3,2,8,5,2
28,0028079620100918,28,169,1,33,21,211,0,0,0,5,261,1,3,27,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,19,4,209,5,333,0,0,0,0,0,47,26,5.0,9,1.0,1,1,0,5,0,8,12,0,1622,8,61,12,5,0,0,4,1,2
28,0529002820100925,46,210,1,53,30,387,3,4,0,6,142,0,3,3,0,0,0,0,1,19,0,0,0,0,2,1,4,4,0,0,0,0,0,31,6,291,6,405,2,0,0,5,3,44,22,9.0,28,0.0,0,0,1,2,0,7,19,5,2066,9,90,20,9,2,1,6,2,1
28,0028052820101002,51,161,2,29,14,203,1,3,1,6,107,0,5,43,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,28,4,198,6,406,1,0,0,2,0,37,28,7.0,11,0.0,0,0,0,1,1,10,12,2,1812,5,51,16,7,2,2,3,1,1
28,0028075620101009,37,99,1,34,21,288,2,1,0,3,58,0,2,30,0,0,0,0,1,0,0,0,0,0,3,1,3,3,0,0,0,0,0,24,3,103,5,303,0,0,0,1,0,41,32,6.0,19,3.0,10,0,0,2,0,6,14,1,1684,4,31,15,7,0,0,6,3,1
28,0028010720101023,27,57,0,33,16,177,0,3,0,9,163,0,2,34,1,1,25,1,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,17,9,371,4,218,0,0,0,2,0,44,36,8.0,36,3.0,28,0,1,1,2,4,7,0,1482,9,72,15,3,0,0,2,0,1
28,0754002820101030,34,118,3,43,32,375,3,0,0,0,0,0,3,22,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,42,4,163,7,445,3,1,0,2,1,42,18,15.0,62,5.0,42,0,3,5,0,9,17,2,1784,5,35,12,5,3,2,7,6,0
28,0028065720101106,28,116,0,42,25,282,3,2,0,5,180,1,1,0,0,0,0,0,2,66,1,0,0,0,1,0,4,3,1,0,0,0,0,33,7,217,6,308,1,0,0,1,0,56,26,6.0,31,4.0,27,0,0,2,0,11,10,1,1392,4,35,13,4,0,0,2,2,0
28,0674002820101113,23,110,1,26,16,158,1,1,0,3,79,0,2,3,0,0,0,0,1,30,0,0,0,0,0,0,2,1,0,0,0,0,0,13,7,265,3,195,0,0,0,3,1,58,28,7.0,18,1.0,11,0,1,1,0,4,7,1,1055,8,67,9,1,1,1,3,2,0
28,0110002820101126,32,211,2,39,28,384,4,0,0,5,206,1,4,16,0,0,0,0,1,12,0,0,0,0,2,2,7,7,0,0,0,0,0,55,5,211,10,664,0,0,0,2,1,46,38,7.0,27,1.0,12,0,1,3,0,7,14,2,1656,12,114,16,8,1,0,6,4,2
28,0028002920101202,43,122,1,49,22,267,1,0,1,3,54,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,0,0,0,30,9,329,6,382,1,0,0,1,0,56,20,6.0,27,2.0,20,0,1,5,2,6,12,1,1980,8,55,26,12,1,0,5,2,3
29,0029070920100903,25,105,3,44,37,413,3,1,0,1,19,0,3,47,0,0,0,0,1,1,0,0,0,0,0,0,5,5,1,0,0,0,0,41,3,129,8,484,1,0,0,1,0,32,40,7.0,24,2.0,15,1,1,6,0,4,20,1,2027,8,48,11,8,0,0,6,4,0
29,0141002920100911,36,214,5,33,25,275,2,1,0,3,82,0,3,8,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,52,3,103,9,599,3,0,0,1,0,44,22,5.0,24,3.0,19,0,2,3,0,9,13,0,1642,3,30,12,6,1,1,6,5,1
29,0312002920100918,30,63,0,39,28,303,2,1,0,3,148,1,5,22,0,0,0,0,1,85,1,0,0,0,2,2,4,4,0,0,0,0,0,34,5,189,7,465,4,0,0,2,2,36,14,11.0,53,6.0,44,0,0,5,2,4,13,2,1928,12,103,13,5,1,0,5,2,1
29,0107002920100925,26,99,0,39,25,212,1,1,0,3,86,0,0,0,0,0,0,0,1,20,0,0,0,0,2,1,1,1,0,0,0,0,0,10,6,244,3,204,0,0,0,2,1,44,20,5.0,11,0.0,0,0,1,2,0,7,8,3,1658,10,99,14,4,1,1,2,1,0
29,0528002920101009,19,101,1,46,35,440,3,1,0,5,104,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,4,3,0,0,0,0,0,27,3,134,4,264,0,0,1,0,0,51,18,7.0,37,3.0,25,0,0,3,0,6,18,2,1417,8,45,11,6,1,0,2,1,0
29,0029075420101016,47,142,3,27,20,210,0,1,0,1,20,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,5,214,5,321,1,0,0,1,0,48,12,13.0,49,7.0,35,1,0,6,0,9,13,0,1866,2,20,16,8,1,0,5,3,1
29,0756002920101023,43,234,4,22,18,233,2,0,0,3,70,0,3,8,0,0,0,0,0,0,0,0,0,0,1,1,6,5,0,0,0,0,0,44,2,88,8,519,2,0,0,2,1,40,28,8.0,43,4.0,33,0,1,3,0,8,11,4,1874,5,28,12,7,0,0,5,4,1
29,0029011020101030,52,264,2,36,24,319,1,1,0,1,24,0,1,11,0,0,0,0,1,0,0,0,0,0,3,3,3,2,0,0,0,0,0,29,4,154,6,357,0,0,0,1,1,35,20,6.0,42,2.0,26,0,2,6,0,14,16,2,2275,6,49,16,8,2,2,5,2,2
29,0029067420101106,31,166,1,48,28,248,1,1,0,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,5,229,4,254,0,0,0,0,0,58,8,1.0,3,0.0,0,1,0,0,0,11,13,1,1377,8,41,16,7,3,1,5,2,1
29,0657002920101113,18,51,0,48,32,353,3,0,0,3,36,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,3,109,3,190,0,0,1,3,2,51,22,2.0,2,0.0,0,0,0,4,0,3,20,1,1353,6,40,16,11,0,0,4,2,0
29,0029052920101126,27,58,0,54,29,448,3,1,0,9,91,0,0,0,0,0,0,0,1,22,0,0,0,0,2,2,3,3,0,0,0,0,1,29,4,149,6,340,1,0,0,1,1,57,18,7.0,20,0.0,0,0,1,2,0,6,19,3,1767,10,80,19,10,2,1,3,1,1
29,0028002920101202,43,125,1,38,24,266,3,0,0,5,123,0,4,26,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,29,9,300,4,233,0,1,0,1,1,55,18,9.0,28,6.0,24,0,1,11,1,7,12,0,2520,6,34,17,5,2,1,3,2,1
29,0521002920101229,38,90,0,50,32,280,1,3,0,6,180,0,2,5,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,10,2,76,3,198,0,0,0,1,1,36,20,4.0,10,0.0,0,4,0,9,0,6,15,4,2251,8,65,21,9,4,2,3,1,0
30,0030003720100904,35,43,2,49,33,323,1,0,0,8,147,0,1,7,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,26,8,309,6,354,0,0,0,1,0,48,22,6.0,25,1.0,5,5,2,3,0,4,17,1,2063,5,28,18,5,3,1,4,3,1
30,0030067120100911,19,18,1,46,25,438,2,1,0,6,128,0,1,-4,0,0,0,0,0,0,0,1,15,0,2,1,3,3,0,0,0,0,0,24,7,285,5,202,0,0,0,3,2,44,12,4.0,14,1.0,4,0,1,0,1,1,14,2,1545,5,38,14,2,1,1,3,2,1
30,0498003020100918,48,234,3,33,21,240,1,0,0,3,70,0,1,12,0,0,0,0,2,62,0,0,0,0,3,2,4,4,0,0,0,0,0,34,1,41,7,449,1,0,0,1,1,32,30,5.0,24,1.0,8,0,0,4,2,14,10,2,1995,12,104,17,10,1,1,6,3,2
30,0030071620100925,47,213,2,33,16,237,2,2,0,6,75,0,1,20,0,1,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,6,258,5,295,0,0,0,2,1,44,32,3.0,7,1.0,3,0,0,6,0,11,9,1,1854,6,60,16,6,3,2,3,3,0
30,0367003020101002,36,200,0,25,12,209,3,2,0,5,78,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,3,3,0,0,0,0,0,24,4,165,5,305,0,1,0,3,2,42,50,8.0,24,2.0,15,0,1,3,0,10,7,2,1440,6,30,12,4,1,0,3,1,1
30,0030049720101009,39,158,2,27,14,169,1,0,0,4,81,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,7,233,5,334,1,0,0,2,1,44,26,5.0,29,1.0,17,0,2,1,0,6,9,1,1529,8,72,12,3,0,0,3,3,0
30,0030030620101016,22,61,3,45,34,276,2,2,0,7,223,0,3,0,0,1,6,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,34,4,189,6,356,1,1,0,2,1,44,34,6.0,18,2.0,11,4,2,6,0,4,13,2,1613,10,92,13,6,1,1,4,4,0
30,0229003020101023,44,174,3,47,29,234,1,1,0,1,25,0,3,13,0,0,0,0,2,43,1,0,0,0,2,1,5,4,0,0,0,0,0,37,6,273,7,443,4,1,0,0,0,29,30,4.0,35,4.0,35,0,2,4,1,13,11,5,1914,9,50,15,4,3,1,6,3,1
30,0419003020101102,38,205,4,29,18,288,3,1,0,1,27,0,0,0,0,1,35,0,4,34,0,0,0,0,3,1,7,6,0,0,0,0,0,51,1,43,9,531,1,0,0,0,0,50,48,8.0,42,4.0,31,0,3,5,0,13,12,1,1513,3,25,7,2,0,0,8,5,1
30,0772003020101113,27,142,2,39,27,306,3,2,0,3,42,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,35,4,188,5,318,1,0,0,4,3,41,74,14.0,55,7.0,42,0,1,1,0,8,14,1,1153,8,90,8,2,1,0,3,3,0
30,0030072620101120,38,187,1,30,22,178,1,1,0,6,169,0,1,-1,0,1,17,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,19,3,130,4,261,1,0,0,4,1,51,24,2.0,3,0.0,0,0,0,0,0,14,8,0,1529,6,65,11,5,1,0,4,2,2
30,0030023120101127,27,154,0,32,12,154,3,0,0,6,133,0,0,0,0,0,0,0,1,33,0,0,0,0,3,1,3,3,0,0,0,0,0,24,3,107,5,297,1,0,0,0,0,40,42,2.0,16,1.0,13,0,1,0,0,10,7,5,1251,6,60,10,3,1,0,4,2,1
31,0692003120100904,28,196,3,30,23,323,3,2,0,2,50,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,44,0,0,7,490,4,0,0,3,1,53,23,10.0,43,3.0,21,2,1,2,0,10,11,0,1589,9,64,8,5,2,0,5,5,0
31,0031049820100911,31,99,1,43,28,400,3,1,0,2,34,0,5,82,0,0,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,3,137,6,396,1,0,0,4,2,49,23,9.0,30,3.0,17,3,1,3,0,6,19,1,1951,6,46,14,6,4,1,4,3,1
31,0031025720100918,23,53,1,33,21,380,3,0,0,4,61,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,7,327,6,388,1,0,0,1,0,38,38,7.0,40,6.0,37,0,1,4,0,4,13,1,1558,10,75,12,4,1,1,1,1,0
31,0008003120100925,20,64,1,38,25,357,1,3,0,4,86,0,0,0,0,0,0,0,2,13,0,0,0,0,2,2,2,2,0,0,0,0,0,20,3,116,5,307,0,0,0,1,0,59,30,5.0,28,3.0,23,0,1,1,0,4,14,2,1568,6,45,10,2,1,1,4,1,2
31,0031069720101009,36,132,0,38,27,310,3,1,0,3,47,0,1,1,0,0,0,0,1,2,0,0,0,0,2,1,3,3,0,0,0,0,0,24,8,343,5,327,1,0,0,2,1,24,50,7.0,25,2.0,12,0,1,8,0,7,11,0,2053,13,108,17,6,1,0,3,2,0
31,0031003720101016,28,138,1,49,35,428,5,2,1,10,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,43,3,93,7,477,2,0,0,1,1,44,24,6.0,19,2.0,13,2,0,0,0,9,19,2,1953,6,70,11,4,3,2,2,2,0
31,0433003120101023,27,197,3,29,16,267,1,1,0,3,66,0,4,144,1,1,5,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,7,292,7,478,4,0,0,1,1,39,44,11.0,22,1.0,2,3,1,5,0,7,8,1,1429,8,55,11,3,0,0,1,1,0
31,0736003120101030,36,138,2,48,28,417,3,0,0,4,126,0,1,8,0,0,0,0,2,58,1,0,0,0,2,2,6,5,0,0,0,0,1,49,4,153,9,550,1,0,0,0,0,25,30,8.0,52,4.0,40,4,2,2,0,8,16,1,1989,13,130,19,10,2,1,7,5,2
31,0031064820101106,38,140,4,30,21,303,1,1,0,4,51,0,0,0,0,0,0,0,2,14,0,0,0,0,2,2,5,5,0,0,0,0,0,41,2,81,8,525,1,0,0,1,1,43,14,4.0,16,2.0,14,3,1,5,0,9,13,1,2060,11,90,13,8,0,0,6,4,1
31,0704003120101113,41,326,3,31,23,251,5,0,0,4,88,0,3,50,0,0,0,0,2,11,0,1,-6,0,1,1,8,7,0,0,0,0,0,58,1,44,10,650,0,0,0,0,0,27,40,4.0,17,2.0,14,2,0,2,1,15,14,2,2164,5,34,10,8,0,0,7,6,1
31,0031043020101120,35,183,2,26,17,305,3,1,0,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,0,0,0,0,0,38,3,118,6,395,0,0,0,2,2,58,64,12.0,37,5.0,20,1,3,2,0,8,12,1,1356,8,49,11,4,1,1,3,2,1
31,0365003120101127,47,144,1,23,13,320,3,2,0,5,80,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,6,245,5,323,0,0,0,4,0,39,32,7.0,40,4.0,16,5,1,2,0,9,9,1,1873,2,17,13,3,2,1,3,1,1
31,0518003120110104,31,125,0,47,24,277,2,1,1,4,67,0,3,18,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,0,0,1,26,7,306,5,331,0,0,0,3,0,49,20,5.0,9,0.0,0,1,2,5,1,9,14,0,1921,6,48,16,5,2,1,3,1,1
37,0030003720100904,49,367,4,16,11,241,3,0,0,6,131,0,5,47,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,52,4,157,9,563,0,0,0,2,2,52,32,10.0,39,4.0,28,12,0,4,1,16,7,0,1537,7,60,10,5,0,0,5,3,1
