"Game Code","Attendance","Duration"
0030030620101016,40480,212
0031003720101016,87451,225
0051015720101016,48953,190
0066063020101016,20239,172
0067023420101016,75301,197
0071069020101016,23045,205
0077069820101016,40416,173
0086050320101016,21230,186
0107065720101016,72386,187
0204004720101016,10956,181
0231049720101016,14718,200
0288057420101016,26342,192
0295036620101016,19750,215
0301041620101016,74441,184
0311052220101016,84024,195
0312041820101016,112784,203
0331070920101016,20048,192
0392014720101016,71000,192
0402036520101016,92576,194
0414012920101016,24761,212
0415019320101016,25911,192
0419025520101016,40652,175
0428055920101016,47319,192
0430023520101016,90517,178
0433000820101016,101821,198
0434069720101016,83453,199
0457074620101016,50830,186
0465015620101016,30753,183
0466027720101016,42031,193
0472009620101016,32334,174
0490019620101016,50410,239
0498077220101016,15142,195
0518079620101016,81194,179
0521070020101016,60454,190
0528075620101016,65235,212
0545068820101016,40168,201
0648033420101016,67955,195
0663072620101016,33924,200
0664040420101016,18848,189
0671071620101016,22283,212
0703046320101016,85648,196
0704000920101016,11756,174
0718071920101016,23295,192
0721062620101016,28178,221
0725058720101016,41292,200
0732081120101016,20014,164
0736025720101016,92746,196
0749074220101016,66233,190
0774051320101016,80795,196
0110052920101021,59372,191
0651014020101022,32670,208
0008069420101023,102455,201
0009043020101023,56423,210
0028010720101023,51599,189
0047070920101023,15010,178
0096063020101023,11314,196
0129050320101023,17042,179
0156073220101023,45029,180
0164036720101023,48591,164
0193074220101023,66233,188
0204074620101023,37386,181
0229003020101023,13159,204
0255014720101023,77000,187
0257033420101023,70884,185
0277073120101023,17111,192
0288066320101023,20741,181
0306030120101023,53550,198
0311070320101023,100142,205
0327005120101023,40057,313
0331007120101023,14279,168
0365003720101023,87451,205
0388019620101023,50145,202
0392006720101023,36078,193
0416050920101023,41115,200
0433003120101023,73619,204
0457041520101023,43584,192
0463052120101023,55935,214
0472029520101023,13812,215
0498041920101023,19052,179
0513072620101023,75614,170
0519041420101023,17144,186
0522043420101023,71004,215
0539042820101023,48479,202
0559051820101023,105387,172
0574012820101023,38151,177
0587054520101023,50425,196
0626047320101023,16488,189
0648073620101023,33425,200
0688076820101023,58122,191
0690008620101023,13371,190
0697032820101023,44239,197
0700015720101023,47665,196
0718070420101023,25007,177
0721069820101023,46096,173
0754067420101023,36679,183
0756002920101023,56244,189
0772067120101023,15641,169
0774000520101023,10073,175
0796031220101023,70585,203
0811007720101023,60505,176
0366006620101026,32026,200
0234049020101028,56807,208
0768016420101029,40000,198
0005069020101030,17563,171
0009066420101030,26415,217
0029011020101030,53408,196
0037043320101030,61474,200
0047033120101030,15468,197
0051070320101030,100452,213
0071012920101030,17659,182
0107052820101030,45439,183
0147006720101030,37137,178
0157052220101030,84173,210
0193072620101030,34117,204
0196012820101030,40073,192
0231022920101030,17543,153
0235025720101030,84444,232
0288040420101030,19731,162
0295027720101030,37466,216
0328031120101030,46485,171
0334043020101030,54168,190
0367054520101030,48562,170
0414008620101030,12786,180
0415074620101030,39528,200
0416031220101030,70585,191
0418053920101030,108539,193
0434046320101030,85907,206
0473015620101030,18266,182
0497077220101030,14373,162
0503077420101030,12578,190
0509030620101030,37818,204
0518042820101030,48717,185
0521032720101030,50831,203
0529065720101030,88726,212
0559030120101030,50371,181
0626081120101030,16252,197
0630047220101030,13117,195
0663071820101030,18636,185
0671051920101030,15255,186
0674075620101030,69020,153
0688014020101030,32072,177
0694064820101030,79336,186
0698046520101030,16745,188
0700069720101030,84479,216
0704038820101030,24740,183
0709020420101030,25860,186
0716049820101030,19980,198
0719051320101030,80795,217
0731046620101030,11558,203
0732072120101030,37211,192
0736003120101030,70430,204
0741072520101030,32410,190
0749039220101030,39063,191
0754002820101030,44903,192
0786045720101030,51000,176
0419003020101102,13589,216
0587065120101103,39465,200
0086051920101104,15112,194
0255074220101104,66233,187
0128028820101105,32008,201
0774012920101105,22355,204
0005004720101106,5377,210
0008036520101106,92969,209
0028065720101106,68744,196
0029067420101106,43506,198
0031064820101106,75136,197
0048033420101106,61884,179
0051052120101106,50741,207
0067074920101106,29465,161
0096036620101106,17057,201
0107075420101106,17648,180
0156062620101106,34689,184
0157032820101106,40851,199
0229077220101106,10275,173
0235073620101106,33848,209
0277006620101106,34060,183
0294025720101106,92746,188
0301041820101106,111441,231
0312030620101106,42991,185
0367068820101106,40735,206
0388000920101106,17860,195
0392041520101106,55434,204
0428041620101106,71128,195
0434070020101106,55667,203
0457023420101106,70157,209
0463031120101106,51159,198
0465007720101106,61283,191
0466029520101106,11247,196
0472073120101106,14524,183
0490014720101106,74000,186
0498023120101106,17301,215
0509053920101106,104147,208
0522069720101106,81392,221
0528011020101106,64330,168
0574071920101106,19036,173
0663070420101106,23127,201
0664071820101106,22737,214
0671043320101106,53144,203
0690033120101106,15125,173
0693003720101106,87451,185
0694040420101106,39742,193
0698073220101106,46522,178
0703032720101106,46734,202
0716049720101106,14289,185
0721072520101106,38128,190
0726019620101106,50191,212
0746019320101106,22741,226
0756052920101106,60017,199
0796055920101106,45227,184
0811047320101106,18017,172
0709050320101109,18472,207
0414007120101110,12073,208
0196000920101111,14803,216
0545016420101111,35391,188
0047008620101112,11355,182
0066029520101112,16453,206
0067019320101113,21420,190
0077015620101113,16501,167
0129072620101113,34333,208
0140076820101113,56593,190
0147023420101113,72228,196
0204077420101113,12136,172
0231071620101113,20243,227
0257003720101113,87451,219
0306079620101113,80477,184
0311015720101113,42722,185
0312050920101113,47130,189
0327043420101113,63310,196
0328046320101113,85587,157
0366047220101113,12486,205
0392074620101113,45634,198
0404038820101113,25108,184
0415025520101113,47425,191
0418055920101113,50268,179
0428030120101113,55549,196
0430000820101113,101821,183
0433069420101113,96044,208
0466009620101113,37116,195
0473072120101113,27309,188
0497041920101113,14227,183
0498036520101113,92518,183
0521070320101113,100659,189
0529010720101113,65963,188
0539051820101113,105466,185
0574071820101113,16698,200
0626069820101113,45694,192
0648023520101113,90885,194
0651036720101113,43887,200
0657002920101113,54722,203
0664012820101113,40358,193
0671022920101113,12044,170
0674002820101113,45592,169
0688058720101113,49911,194
0697005120101113,45089,217
0700052220101113,85116,204
0704003120101113,67330,187
0719028820101113,30046,194
0725033120101113,17222,159
0731063020101113,12239,180
0732051320101113,80795,182
0736033420101113,60391,214
0742045720101113,60000,200
0749049020101113,57161,155
0754052820101113,45389,170
0772003020101113,11826,193
0811046520101113,16111,181
0519069020101116,16433,213
0071070920101117,22071,199
0414000520101117,7671,200
0110075620101118,62347,182
0254000820101118,101821,180
0721046520101118,13790,180
0096006620101119,33454,193
0027023520101120,90119,174
0030072620101120,27501,195
0031043020101120,56406,214
0128071820101120,19069,180
0147074920101120,31783,162
0156081120101120,17011,187
0164068820101120,41465,196
0193025520101120,42110,192
0196057420101120,15262,200
0204008620101120,9786,199
0229070320101120,99799,203
0231067120101120,13041,182
0234039220101120,48115,206
0288066420101120,32606,211
0295073120101120,14072,174
0301050920101120,41058,192
0327015720101120,41147,200
0331077420101120,8763,175
0388066320101120,17513,175
0404000920101120,16177,178
0419077220101120,12322,185
0433036520101120,92915,216
0434031120101120,41776,172
0463069720101120,90079,185
0472046620101120,10906,175
0473007720101120,59077,184
0490045720101120,60000,209
0497049820101120,8905,167
0503004720101120,5524,166
0518031220101120,70585,189
0521032820101120,39261,201
0522005120101120,36034,204
0539030620101120,78790,202
0545065120101120,43844,177
0559041620101120,71111,194
0587014020101120,30265,203
0630027720101120,33523,193
0657052820101120,44969,193
0674010720101120,67793,180
0694073620101120,37017,210
0704071920101120,16547,191
0716064820101120,74117,191
0725051320101120,54251,174
0732062620101120,34951,190
0742041520101120,40101,207
0746006720101120,39263,202
0758070020101120,55083,200
0768036720101120,51772,180
0796041820101120,112276,183
0690041420101123,13235,180
0697070320101125,100752,201
0029052920101126,59990,219
0037000820101126,101821,209
0066046620101126,30712,206
0086000520101126,5216,210
0110002820101126,44555,223
0129070920101126,12121,175
0157046320101126,85646,191
0367058720101126,37422,192
0503020420101126,5147,176
0519033120101126,8340,165
0663019620101126,49108,222
0664071920101126,21901,211
0768054520101126,60562,181
0774007120101126,5121,165
0009057420101127,13007,162
0030023120101127,14588,193
0067068820101127,42191,170
0077073220101127,45272,188
0128040420101127,14992,162
0140016420101127,40000,205
0229041920101127,10140,154
0235023420101127,82324,185
0255025720101127,92746,215
0277047220101127,11841,207
0288070020101127,53461,197
0295009620101127,25965,183
0306055920101127,50136,218
0312042820101127,50805,180
0327049720101127,21952,195
0328043420101127,55788,185
0334069420101127,101170,199
0365003120101127,55808,225
0366063020101127,8467,218
0416053920101127,102649,195
0418051820101127,105491,190
0430043320101127,58625,204
0457019320101127,30904,212
0465062620101127,22091,180
0490039220101127,35370,233
0509079620101127,80011,189
0513065720101127,85417,188
0522052120101127,51164,218
0528067420101127,38775,169
0648014720101127,81500,191
0651041520101127,41148,213
0671049820101127,9215,191
0698047320101127,18640,185
0718038820101127,19302,205
0746074220101127,66233,186
0749073620101127,21338,197
0756010720101127,44613,168
0772071620101127,16004,178
0028002920101202,56253,243
0301009620101203,30625,194
0503041420101203,12031,192
0037064820101204,75802,215
0164065120101204,41809,190
0234074220101204,72379,201
0419023120101204,16628,187
0465027720101204,37820,207
0466036620101204,18562,173
0522046320101204,78802,217
0529052820101204,46469,194
0545014020101204,27496,183
0587076820101204,48386,182
0630029520101204,8011,200
0657011020101204,71105,179
0663012820101204,41045,178
0716022920101204,11368,200
0731006620101204,32101,188
0756075420101204,30157,218
0726072520101211,69223,195
0077070420101218,32424,207
0503009620101218,25449,191
0519071620101218,29159,194
0664036720101221,20017,206
0732006620101222,41923,198
0726062620101223,48049,177
0719027720101224,43673,234
0231070920101226,32431,220
0721025520101227,39362,180
0434031220101228,53453,189
0768049020101228,48962,195
0196039220101229,38062,232
0301005120101229,68211,200
0521002920101229,57593,203
0327068820101230,38274,196
0457069420101230,69143,243
0463075620101230,57921,196
0725066320101230,36742,184
0257012820101231,51231,197
0513041520101231,54021,236
0648023420101231,72217,200
0651014720101231,41122,196
0008041620110101,61519,192
0164052220110101,67232,214
0235053920110101,60574,230
0430041820110101,68325,188
0509070020110101,40121,222
0796069820110101,94118,177
0674074220110103,65453,193
0518003120110104,73879,199
0419041420110106,38168,211
0365069720110107,83514,206
0545033420110108,41207,206
0466006720110109,41063,206
0529003720110110,78603,214
