"Game Code","Play Number","Team Code","Passer Player Code","Receiver Player Code","Attempt","Completion","Yards","Touchdown","Interception","1st Down","Dropped"
0654004720100902,140,47,1015521,1023174,1,1,6,0,0,0,0
0654004720100902,147,654,1021519,1021522,1,1,11,0,0,1,0
0654004720100902,148,654,1021519,1029358,1,0,0,0,0,0,0
0654004720100902,149,654,1021519,1021522,1,1,9,0,0,0,0
0654004720100902,151,654,1021519,1021522,1,1,7,0,0,0,0
0572008620100902,2,86,1015704,1008411,1,1,16,0,0,1,0
0572008620100902,5,86,1015704,1023396,1,0,0,0,0,0,0
0572008620100902,6,86,1015704,1008411,1,0,0,0,0,0,0
0572008620100902,10,572,1035849,1035834,1,0,0,0,0,0,1
0572008620100902,14,86,1015704,1008411,1,1,16,0,0,1,0
0572008620100902,16,86,1015704,1008411,1,0,0,0,0,0,0
0572008620100902,17,86,1015704,1008433,1,1,8,0,0,1,0
0572008620100902,19,86,1015704,1008433,1,1,13,0,0,0,0
0572008620100902,21,86,1015704,1023396,1,0,0,0,0,0,0
0572008620100902,24,572,1035849,1021300,1,0,0,0,0,0,1
0572008620100902,25,572,1035849,1021300,1,1,6,0,0,0,0
0572008620100902,26,572,1035849,1030129,1,1,6,0,0,1,0
0572008620100902,28,572,1035849,1035827,1,1,6,0,0,0,0
0572008620100902,29,572,1035849,1021300,1,0,0,0,0,0,0
0572008620100902,30,572,1035849,1021272,1,1,8,0,0,1,0
0572008620100902,32,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,33,572,1035849,1035834,1,1,0,0,0,0,0
0572008620100902,36,86,1015704,1008411,1,1,5,0,0,1,0
0572008620100902,39,86,1015704,1008411,1,1,9,0,0,1,0
0572008620100902,40,86,1015704,1023396,1,1,5,0,0,0,0
0572008620100902,43,86,1015704,1008411,1,0,0,0,0,0,0
0572008620100902,47,572,1035849,1021300,1,1,18,0,0,1,0
0572008620100902,49,572,1035849,,1,0,0,0,1,0,0
0572008620100902,50,86,1015704,1008410,1,0,0,0,0,0,0
0572008620100902,51,86,1015704,1023396,1,1,35,0,0,1,0
0572008620100902,53,86,1015704,1008411,1,0,0,0,0,0,0
0572008620100902,54,86,1015704,1023396,1,1,31,0,0,1,0
0572008620100902,56,86,1015704,1008410,1,1,5,1,0,0,0
0572008620100902,60,572,1035849,1035835,1,0,0,0,0,0,0
0572008620100902,62,572,1035849,1021272,1,0,0,0,0,0,0
0572008620100902,66,86,1015704,1023394,1,1,8,0,0,0,0
0572008620100902,75,86,1015704,1015730,1,0,0,0,0,0,0
0572008620100902,76,86,1015704,,1,0,0,0,1,0,0
0572008620100902,82,572,1035849,1030129,1,1,5,0,0,0,0
0572008620100902,83,572,1035849,1021272,1,0,0,0,0,0,0
0572008620100902,85,86,1015704,1008411,1,1,38,1,0,1,0
0572008620100902,88,572,1035849,1021300,1,1,4,0,0,0,0
0572008620100902,90,572,1035849,1021272,1,1,-1,0,0,0,0
0572008620100902,95,86,1015704,1008411,1,1,12,0,0,1,0
0572008620100902,96,86,1015704,1008433,1,0,0,0,0,0,0
0572008620100902,97,86,1015704,1008411,1,1,4,0,0,0,0
0572008620100902,98,86,1015704,1008411,1,1,9,0,0,1,0
0572008620100902,99,86,1015704,1023396,1,1,21,1,0,1,0
0572008620100902,102,572,1035849,1035834,1,0,0,0,0,0,0
0572008620100902,103,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,107,572,1035849,1035834,1,1,4,0,0,0,0
0572008620100902,108,572,1035849,1021300,1,0,0,0,0,0,0
0572008620100902,115,572,1035849,1035834,1,1,24,0,0,0,0
0572008620100902,116,572,1035849,1030129,1,0,0,0,0,0,0
0572008620100902,120,86,1015704,1008411,1,0,0,0,0,0,0
0572008620100902,121,86,1015704,1023372,1,1,-3,0,0,0,0
0572008620100902,122,86,1015704,1008411,1,1,40,0,0,1,0
0572008620100902,124,86,1015704,1008433,1,1,17,1,0,1,0
0572008620100902,127,572,1035849,1021299,1,1,14,0,0,1,0
0572008620100902,128,572,1035849,1030129,1,1,3,0,0,0,0
0572008620100902,133,86,1015704,1008411,1,1,6,0,0,0,0
0572008620100902,134,86,1015704,1008411,1,0,0,0,0,0,0
0572008620100902,137,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,139,572,1035849,1021300,1,0,0,0,0,0,0
0572008620100902,141,86,1015704,1023394,1,0,0,0,0,0,0
0572008620100902,142,86,1015704,1023396,1,1,7,0,0,0,0
0572008620100902,143,86,1015704,1023396,1,0,0,0,0,0,0
0572008620100902,147,572,1035849,1021272,1,0,0,0,0,0,0
0572008620100902,148,572,1035849,1035835,1,1,8,0,0,0,0
0572008620100902,149,572,1035849,1021299,1,1,16,0,0,1,0
0572008620100902,151,572,1035849,1021272,1,0,0,0,0,0,0
0572008620100902,152,572,1035849,1021300,1,0,0,0,0,0,0
0572008620100902,155,86,1023370,1015728,1,1,6,0,0,0,0
0572008620100902,158,86,1023370,1000525,1,0,0,0,0,0,1
0572008620100902,160,86,1023370,1023394,1,0,0,0,0,0,0
0572008620100902,162,86,1023370,1008410,1,1,6,0,0,0,0
0572008620100902,166,572,1035849,1035832,1,1,3,0,0,1,0
0572008620100902,168,572,1035849,1035834,1,0,0,0,0,0,0
0572008620100902,170,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,172,572,1035849,1035835,1,1,8,0,0,1,0
0572008620100902,173,572,1035849,1035834,1,0,0,0,0,0,0
0572008620100902,174,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,176,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,178,86,1023370,1008410,1,1,12,0,0,1,0
0572008620100902,180,86,1023370,1023394,1,1,6,0,0,0,0
0572008620100902,181,86,1023370,1031339,1,0,0,0,0,0,0
0572008620100902,184,572,1035849,1035834,1,1,13,0,0,1,0
0572008620100902,185,572,1035849,1035827,1,0,0,0,0,0,0
0572008620100902,187,572,1035849,1021272,1,0,0,0,0,0,0
0270012920100902,4,270,1035478,1035471,1,0,0,0,0,0,0
0270012920100902,6,129,1015896,1000683,1,1,12,0,0,1,0
0270012920100902,7,129,1015896,1015898,1,1,1,0,0,0,0
0270012920100902,8,129,1015896,1008601,1,0,0,0,0,0,0
0270012920100902,11,270,1035478,1036787,1,0,0,0,0,0,0
0270012920100902,14,270,1035478,1035418,1,0,0,0,0,0,0
0270012920100902,17,270,1035478,1036787,1,0,0,0,0,0,0
0270012920100902,18,270,1035478,1036787,1,0,0,0,0,0,0
0270012920100902,25,129,1015896,1023542,1,1,11,0,0,1,0
0270012920100902,29,270,1035478,1035486,1,1,-1,0,0,0,0
0270012920100902,31,270,1035478,,1,0,0,0,0,0,0
0270012920100902,33,129,1015896,1015886,1,1,4,0,0,0,0
0270012920100902,34,129,1015896,1008590,1,1,1,0,0,0,0
0270012920100902,35,129,1015896,1023542,1,0,0,0,0,0,0
0270012920100902,36,129,1015896,1023542,1,0,0,0,0,0,0
0270012920100902,37,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,39,270,1035478,1035486,1,1,8,0,0,0,0
0270012920100902,43,129,1015896,1008590,1,1,7,0,0,0,0
0270012920100902,46,129,1015896,1000680,1,1,7,0,0,0,0
0270012920100902,48,129,1015896,1000683,1,0,0,0,0,0,0
0270012920100902,51,270,1035478,1036787,1,1,2,0,0,0,0
0270012920100902,52,270,1035478,1035433,1,1,8,0,0,1,0
0270012920100902,56,270,1035478,1035486,1,1,14,0,0,1,0
0270012920100902,57,270,1035478,1035432,1,0,0,0,0,0,1
0270012920100902,63,129,1015896,1015898,1,1,26,0,0,1,0
0270012920100902,68,129,1015896,1023542,1,1,8,1,0,1,0
0270012920100902,73,270,1035478,1035471,1,0,0,0,0,0,0
0270012920100902,77,129,1015896,1015886,1,0,0,0,0,0,0
0270012920100902,81,270,1035478,1035455,1,1,12,0,0,0,0
0270012920100902,84,270,1035478,1036787,1,1,6,0,0,0,0
0270012920100902,87,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,88,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,91,270,1035478,,1,0,0,0,1,0,0
0270012920100902,92,129,1015896,1015897,1,0,0,0,0,0,0
0270012920100902,93,129,1015896,1008590,1,1,8,0,0,0,0
0270012920100902,100,129,1015896,1015899,1,1,12,0,0,1,0
0270012920100902,103,129,1015896,1015886,1,1,8,0,0,1,0
0270012920100902,106,129,1015896,1000683,1,0,0,0,0,0,1
0270012920100902,107,129,1015896,1023542,1,1,16,0,0,0,0
0270012920100902,110,129,1015896,1015898,1,0,0,0,0,0,0
0270012920100902,111,129,1015896,1015897,1,0,0,0,0,0,0
0270012920100902,115,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,116,270,1035478,1035471,1,1,9,0,0,0,0
0270012920100902,131,270,1035478,1035471,1,1,4,0,0,0,0
0270012920100902,132,270,1035478,1035471,1,0,0,0,0,0,0
0270012920100902,134,129,1015896,1023542,1,1,12,0,0,1,0
0270012920100902,135,129,1015896,1008601,1,1,14,0,0,1,0
0270012920100902,137,129,1015896,1008590,1,1,7,0,0,0,0
0270012920100902,143,129,1015896,1015886,1,0,0,0,0,0,1
0270012920100902,145,129,1015896,1015897,1,0,0,0,0,0,0
0270012920100902,149,270,1035478,1035471,1,0,0,0,0,0,0
0270012920100902,150,270,1035478,1035486,1,0,0,0,0,0,1
0270012920100902,152,129,1015896,1000683,1,1,16,0,0,1,0
0270012920100902,154,129,1015896,1015886,1,1,19,0,0,1,0
0270012920100902,158,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,159,270,1035478,1035455,1,0,0,0,0,0,1
0270012920100902,160,270,1035478,1035486,1,1,12,0,0,1,0
0270012920100902,161,270,1035478,1035431,1,1,5,0,0,0,0
0270012920100902,162,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,163,270,1035478,1035471,1,0,0,0,0,0,0
0270012920100902,168,129,1015896,1000680,1,1,39,0,0,1,0
0270012920100902,169,129,1015896,1008601,1,0,0,0,0,0,0
0270012920100902,170,129,1015896,1000680,1,1,14,0,0,1,0
0270012920100902,172,129,1015896,1031494,1,0,0,0,0,0,0
0270012920100902,173,129,1015896,1000683,1,0,0,0,0,0,0
0270012920100902,176,270,1035478,1035486,1,0,0,0,0,0,0
0270012920100902,177,270,1035478,1035471,1,0,0,0,0,0,0
0270012920100902,183,129,1008592,1000683,1,1,10,0,0,0,0
0270012920100902,185,129,1008592,1000683,1,1,7,0,0,0,0
0270012920100902,190,270,1035478,1036787,1,1,1,0,0,0,0
0657027720100902,2,277,1024051,1024060,1,1,9,0,0,0,0
0657027720100902,5,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,6,277,1024051,1024060,1,0,0,0,0,0,0
0657027720100902,9,657,1026022,1010992,1,1,12,0,0,0,0
0657027720100902,14,657,1026022,1003361,1,1,46,1,0,1,0
0657027720100902,17,277,1024051,1001251,1,0,0,0,0,0,0
0657027720100902,18,277,1024051,1024060,1,1,8,0,0,0,0
0657027720100902,21,277,1024051,1009123,1,1,7,0,0,1,0
0657027720100902,23,277,1024051,1009123,1,1,11,0,0,1,0
0657027720100902,24,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,25,277,1024051,1009123,1,0,0,0,0,0,0
0657027720100902,29,657,1026022,1033848,1,1,15,0,0,1,0
0657027720100902,32,657,1026022,1033848,1,1,9,0,0,0,0
0657027720100902,37,657,1026022,1010992,1,1,9,0,0,0,0
0657027720100902,38,657,1026022,1010992,1,1,1,1,0,0,0
0657027720100902,43,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,44,277,1024051,1024055,1,1,4,0,0,0,0
0657027720100902,46,657,1026022,1033848,1,1,9,0,0,0,0
0657027720100902,47,657,1026022,1010992,1,0,0,0,0,0,0
0657027720100902,49,657,1026022,1003361,1,1,9,0,0,0,0
0657027720100902,54,657,1026022,1010981,1,1,6,1,0,1,0
0657027720100902,61,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,64,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,67,277,1024051,1009123,1,0,0,0,0,0,0
0657027720100902,69,277,1024051,1001251,1,1,10,0,0,0,0
0657027720100902,73,657,1026022,1010981,1,1,22,0,0,1,0
0657027720100902,74,657,1026022,1010992,1,1,6,0,0,0,0
0657027720100902,75,657,1026022,1018251,1,0,0,0,0,0,0
0657027720100902,79,277,1024051,1024055,1,0,0,0,0,0,0
0657027720100902,81,277,1024051,1001251,1,1,17,0,0,1,0
0657027720100902,82,277,1024051,1024060,1,0,0,0,0,0,0
0657027720100902,83,277,1024051,1001251,1,1,8,0,0,0,0
0657027720100902,84,277,1024051,1009116,1,1,56,1,0,1,0
0657027720100902,87,657,1026022,1018230,1,0,0,0,0,0,0
0657027720100902,89,657,1026022,1018230,1,1,11,0,0,1,0
0657027720100902,90,657,1026022,1033848,1,1,13,0,0,1,0
0657027720100902,93,657,1026022,1033848,1,0,0,0,0,0,0
0657027720100902,94,657,1026022,1018251,1,1,9,0,0,1,0
0657027720100902,95,657,1026022,1010992,1,1,13,1,0,1,0
0657027720100902,98,277,1024051,1009123,1,1,15,0,0,1,0
0657027720100902,99,277,1024051,1009123,1,0,0,0,0,0,0
0657027720100902,100,277,1024051,1009123,1,0,0,0,0,0,0
0657027720100902,101,277,1024051,1001251,1,1,14,0,0,1,0
0657027720100902,104,277,1024051,1001251,1,1,12,0,0,1,0
0657027720100902,106,277,1024051,1001251,1,1,8,0,0,0,0
0657027720100902,107,277,1024051,1024060,1,0,0,0,0,0,0
0657027720100902,108,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,117,657,1026022,1010992,1,0,0,0,0,0,0
0657027720100902,119,277,1024051,1009123,1,1,19,0,0,1,0
0657027720100902,121,277,1024051,1024060,1,1,4,0,0,0,0
0657027720100902,122,277,1024051,1001251,1,1,47,0,0,1,0
0657027720100902,123,277,1024051,1009123,1,1,10,0,0,1,0
0657027720100902,125,277,1024051,1009123,1,0,0,0,0,0,0
0657027720100902,132,277,1024051,1009116,1,0,0,0,0,0,0
0657027720100902,135,277,1024051,1009123,1,0,0,0,0,0,0
0657027720100902,137,277,1024051,1009116,1,1,10,0,0,1,0
0657027720100902,144,657,1026022,1010992,1,1,15,0,0,1,0
0657027720100902,145,657,1026022,1003368,1,1,49,0,0,1,0
0657027720100902,147,657,1026022,1010992,1,1,3,1,0,0,0
0657027720100902,150,277,1016394,1024060,1,1,1,0,0,0,0
0657027720100902,151,277,1016394,1024060,1,1,9,0,0,1,0
0657027720100902,152,277,1016394,1009123,1,1,39,0,0,1,0
0657027720100902,156,277,1016394,1024060,1,0,0,0,0,0,0
0657027720100902,158,657,1000194,1033872,1,0,0,0,0,0,0
0657027720100902,160,657,1000194,1010981,1,1,6,0,0,1,0
0657027720100902,165,657,1000194,1018251,1,0,0,0,0,0,0
0657027720100902,166,657,1000194,1010993,1,1,15,0,0,0,0
0657027720100902,168,277,1009111,1016423,1,1,18,0,0,0,0
0657027720100902,169,277,1009111,1024056,1,0,0,0,0,0,0
0657027720100902,170,277,1009111,1009123,1,1,5,0,0,1,0
0657027720100902,171,277,1009111,1009116,1,1,65,1,0,1,0
0657027720100902,177,277,1009111,1009116,1,0,0,0,0,0,0
0657027720100902,178,277,1009111,1001251,1,1,8,0,0,0,0
0657027720100902,179,277,1009111,1009116,1,1,15,0,0,1,0
0657027720100902,180,277,1009111,1009123,1,0,0,0,0,0,0
0657027720100902,183,277,1009111,1009116,1,1,30,1,0,1,0
0494029520100902,2,295,1001327,1024161,1,1,8,0,0,0,0
0494029520100902,6,295,1001327,1024138,1,1,15,0,0,1,0
0494029520100902,7,295,1001327,1016475,1,1,9,0,0,0,0
0494029520100902,8,295,1001327,1016508,1,1,6,0,0,1,0
0494029520100902,10,295,1001327,1024138,1,0,0,0,0,0,0
0494029520100902,11,295,1001327,1024138,1,0,0,0,0,0,0
0494029520100902,14,494,1028170,1028189,1,0,0,0,0,0,0
0494029520100902,15,494,1028170,1028162,1,0,0,0,0,0,0
0494029520100902,18,295,1001327,1009196,1,1,7,0,0,1,0
0494029520100902,21,295,1001327,1009196,1,1,6,0,0,1,0
0494029520100902,22,295,1001327,1016475,1,1,17,0,0,1,0
0494029520100902,23,295,1001327,1001371,1,1,26,0,0,1,0
0494029520100902,26,295,1001327,1009193,1,0,0,0,0,0,0
0494029520100902,30,494,1028170,1028143,1,0,0,0,0,0,0
0494029520100902,31,494,1028170,,1,0,0,0,1,0,0
0494029520100902,35,494,1028170,1028130,1,1,7,0,0,0,0
0494029520100902,38,494,1028170,1028130,1,1,4,0,0,0,0
0494029520100902,39,494,1028170,1028189,1,0,0,0,0,0,1
0494029520100902,42,295,1001327,1016475,1,1,9,0,0,0,0
0494029520100902,44,295,1001327,1009196,1,0,0,0,0,0,0
0494029520100902,47,494,1028170,1028189,1,1,5,0,0,1,0
0494029520100902,48,494,1028170,1028194,1,1,4,0,0,0,0
0494029520100902,50,494,1028170,1035714,1,0,0,0,0,0,0
0494029520100902,53,295,1001327,1001371,1,1,8,0,0,0,0
0494029520100902,54,295,1001327,1024138,1,0,0,0,0,0,0
0494029520100902,58,295,1001327,1001371,1,0,0,0,0,0,0
0494029520100902,62,494,1028170,1035725,1,0,0,0,0,0,0
0494029520100902,64,494,1028170,1035725,1,0,0,0,0,0,0
0494029520100902,66,295,1001327,1016480,1,1,6,0,0,0,0
0494029520100902,70,295,1001327,1009193,1,1,7,0,0,0,0
0494029520100902,71,295,1001327,1009196,1,1,3,0,0,1,0
0494029520100902,72,295,1001327,1001371,1,0,0,0,0,0,0
0494029520100902,73,295,1001327,1009193,1,0,0,0,0,0,0
0494029520100902,74,295,1001327,1024138,1,1,44,1,0,1,0
0494029520100902,79,494,1028170,1028130,1,1,6,0,0,0,0
0494029520100902,81,494,1028170,1028197,1,1,14,0,0,1,0
0494029520100902,83,494,1028170,1028189,1,1,6,0,0,0,0
0494029520100902,84,494,1028170,1028189,1,0,0,0,0,0,0
0494029520100902,85,494,1028170,1028194,1,1,7,0,0,1,0
0494029520100902,89,494,1028170,1028130,1,1,3,0,0,0,0
0494029520100902,92,295,1001327,1001371,1,1,16,0,0,1,0
0494029520100902,93,295,1001327,1016475,1,1,4,0,0,0,0
0494029520100902,95,295,1001327,1024138,1,0,0,0,0,0,0
0494029520100902,96,295,1001327,1032078,1,1,27,0,0,1,0
0494029520100902,100,295,1001327,,1,0,0,0,1,0,0
0494029520100902,103,295,1001327,1001371,1,1,32,0,0,1,0
0494029520100902,105,295,1001327,1016474,1,1,8,0,0,0,0
0494029520100902,114,494,1028170,1028197,1,0,0,0,0,0,0
0494029520100902,115,494,1028170,1028197,1,0,0,0,0,0,0
0494029520100902,119,295,1001327,1001371,1,0,0,0,0,0,0
0494029520100902,120,295,1001327,1016474,1,1,22,0,0,1,0
0494029520100902,121,295,1001327,1016480,1,0,0,0,0,0,0
0494029520100902,122,295,1001327,1009193,1,1,24,0,0,1,0
0494029520100902,123,295,1001327,1009193,1,1,2,1,0,0,0
0494029520100902,127,494,1028170,1028194,1,1,5,0,0,1,0
0494029520100902,129,494,1028170,1035714,1,1,15,0,0,1,0
0494029520100902,131,494,1028170,1035714,1,1,6,0,0,0,0
0494029520100902,135,295,1001327,1032078,1,1,5,0,0,0,0
0494029520100902,136,295,1001327,1016474,1,1,0,0,0,0,0
0494029520100902,137,295,1001327,1016474,1,0,0,0,0,0,1
0494029520100902,140,494,1028170,1028194,1,1,2,0,0,0,0
0494029520100902,141,494,1028170,1028197,1,0,0,0,0,0,0
0494029520100902,144,295,1008118,1009193,1,1,8,0,0,1,0
0494029520100902,146,295,1008118,1024161,1,0,0,0,0,0,0
0494029520100902,148,295,1008118,1009193,1,0,0,0,0,0,0
0494029520100902,150,494,1028170,1028130,1,0,0,0,0,0,1
0494029520100902,152,494,1028170,1028194,1,1,9,0,0,0,0
0494029520100902,153,494,1028170,1028130,1,1,10,0,0,1,0
0494029520100902,155,494,1028170,1035714,1,1,-6,0,0,0,0
0494029520100902,156,494,1028170,,1,0,0,0,1,0,0
0494029520100902,157,295,1008118,1032078,1,1,54,1,0,1,0
0494029520100902,161,494,1028170,1028130,1,1,4,0,0,0,0
0494029520100902,162,494,1028170,1035725,1,1,10,0,0,1,0
0494029520100902,164,494,1028170,1028130,1,1,11,0,0,1,0
0494029520100902,167,494,1028170,1035725,1,0,0,0,0,0,0
0494029520100902,170,295,1008118,1016513,1,0,0,0,0,0,0
0494029520100902,172,295,1008118,1032078,1,0,0,0,0,0,0
0494029520100902,173,295,1008118,1016480,1,1,9,0,0,0,0
0494029520100902,181,494,1028199,1028192,1,0,0,0,0,0,0
0494029520100902,184,295,1008118,1024165,1,0,0,0,0,0,0
0494029520100902,185,295,1008118,1024134,1,1,17,0,0,1,0
0711030620100902,2,306,1001426,1001441,1,1,4,0,0,0,0
0711030620100902,3,306,1001426,1016577,1,1,-4,0,0,0,0
0711030620100902,4,306,1001426,1024228,1,1,5,0,0,0,0
0711030620100902,6,711,1036401,1028662,1,1,4,0,0,0,0
0711030620100902,8,711,1036401,,1,0,0,0,1,0,0
0711030620100902,10,306,1001426,1016577,1,1,11,0,0,1,0
0711030620100902,13,306,1001426,1024229,1,1,12,1,0,1,0
0711030620100902,16,711,1036401,1022090,1,1,5,0,0,0,0
0711030620100902,17,711,1036401,,1,0,0,0,1,0,0
0711030620100902,22,711,1036401,1022102,1,1,6,0,0,0,0
0711030620100902,24,711,1036401,1022119,1,0,0,0,0,0,0
0711030620100902,27,306,1001426,1016577,1,0,0,0,0,0,0
0711030620100902,28,306,1001426,1001441,1,1,6,0,0,1,0
0711030620100902,30,306,1001426,1024229,1,1,18,0,0,1,0
0711030620100902,32,306,1001426,1024229,1,1,17,0,0,1,0
0711030620100902,33,306,1001426,1016577,1,1,3,0,0,0,0
0711030620100902,34,306,1001426,1016577,1,0,0,0,0,0,0
0711030620100902,39,711,1036401,1022119,1,1,-1,0,0,0,0
0711030620100902,40,711,1036401,1028662,1,1,6,0,0,0,0
0711030620100902,42,711,1036401,1028661,1,0,0,0,0,0,0
0711030620100902,49,711,1036401,1028662,1,1,5,1,0,0,0
0711030620100902,54,306,1001426,1016577,1,1,41,1,0,1,0
0711030620100902,57,711,1036401,1028662,1,1,7,0,0,0,0
0711030620100902,59,711,1036401,1022119,1,1,64,1,0,1,0
0711030620100902,63,306,1001426,1016577,1,0,0,0,0,0,0
0711030620100902,64,306,1001426,1016577,1,0,0,0,0,0,1
0711030620100902,67,711,1036401,1036790,1,0,0,0,0,0,1
0711030620100902,68,711,1036401,1022090,1,1,7,0,0,1,0
0711030620100902,72,711,1036401,1022119,1,0,0,0,0,0,1
0711030620100902,76,711,1036401,1028662,1,0,0,0,0,0,1
0711030620100902,77,711,1036401,1022138,1,0,0,0,0,0,0
0711030620100902,79,306,1001426,1016577,1,1,13,0,0,1,0
